step,cap_deg,raw_th_c_d,raw_th_c_p,raw_th_ny_d,raw_th_ny_p,raw_th_py_d,raw_th_py_p,raw_ix_c_d,raw_ix_c_p,raw_ix_ny_d,raw_ix_ny_p,raw_ix_py_d,raw_ix_py_p,raw_mi_c_d,raw_mi_c_p,raw_mi_ny_d,raw_mi_ny_p,raw_mi_py_d,raw_mi_py_p,raw_ri_c_d,raw_ri_c_p,raw_ri_ny_d,raw_ri_ny_p,raw_ri_py_d,raw_ri_py_p,filt_th_c_d,filt_th_c_p,filt_th_ny_d,filt_th_ny_p,filt_th_py_d,filt_th_py_p,filt_ix_c_d,filt_ix_c_p,filt_ix_ny_d,filt_ix_ny_p,filt_ix_py_d,filt_ix_py_p,filt_mi_c_d,filt_mi_c_p,filt_mi_ny_d,filt_mi_ny_p,filt_mi_py_d,filt_mi_py_p,filt_ri_c_d,filt_ri_c_p,filt_ri_ny_d,filt_ri_ny_p,filt_ri_py_d,filt_ri_py_p,lvl_th_c_d,lvl_th_c_p,lvl_th_ny_d,lvl_th_ny_p,lvl_th_py_d,lvl_th_py_p,lvl_ix_c_d,lvl_ix_c_p,lvl_ix_ny_d,lvl_ix_ny_p,lvl_ix_py_d,lvl_ix_py_p,lvl_mi_c_d,lvl_mi_c_p,lvl_mi_ny_d,lvl_mi_ny_p,lvl_mi_py_d,lvl_mi_py_p,lvl_ri_c_d,lvl_ri_c_p,lvl_ri_ny_d,lvl_ri_ny_p,lvl_ri_py_d,lvl_ri_py_p,tot_th,tot_ix,tot_mi,tot_ri
81,57.838,0.00075,0.00179,0.93951,0.64010,1.24878,1.03719,0.35051,0.93005,0.09514,2.85661,0.00000,0.00000,0.00040,0.00066,0.43024,0.63663,0.38132,0.15393,0.52582,0.27738,0.00000,0.00000,0.10965,0.52720,0.06846,0.00265,0.93000,1.05685,0.59742,0.85295,0.58046,1.03613,0.40768,2.61953,0.00000,0.00000,0.01646,0.00057,0.46604,1.01762,0.94523,0.47204,0.16434,1.18643,0.00000,0.00000,0.14661,0.48416,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.86811,4.23231,1.60318,1.44005
82,58.580,0.00068,0.00136,0.73235,0.46466,0.99784,0.85942,0.16035,0.99404,0.04227,3.60258,0.00000,0.00000,0.00034,0.00091,0.33672,0.49142,0.28086,0.14312,0.30926,0.16546,0.00000,0.00000,0.06219,0.30905,0.04812,0.00227,0.87071,0.87919,0.71754,0.85489,0.45443,1.02350,0.29806,2.91445,0.00000,0.00000,0.01162,0.00067,0.42724,0.85976,0.74592,0.37336,0.20782,0.88014,0.00000,0.00000,0.12128,0.43162,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05631,4.79924,1.25336,0.84595
83,58.898,0.00070,0.00109,0.64763,0.41062,0.81413,0.65931,0.18904,1.23578,0.05585,3.59176,0.00000,0.00000,0.00047,0.00091,0.74986,0.69960,0.46321,0.21881,0.00000,3.04397,0.00000,0.00000,0.28305,2.76403,0.03390,0.00191,0.80378,0.73862,0.74652,0.79622,0.37481,1.08718,0.22539,3.11764,0.00000,0.00000,0.00828,0.00074,0.52403,0.81171,0.66111,0.32700,0.14547,1.52929,0.00000,0.00000,0.16981,1.13135,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.53349,5.07243,2.13287,6.09105
84,58.803,0.00107,0.00116,1.03299,0.63323,1.23904,0.89323,0.30330,1.45589,0.10575,3.14359,0.00000,0.00000,0.00078,0.00105,1.70216,1.29661,1.09253,0.46125,0.00000,4.68445,0.00000,0.00000,0.24749,2.48178,0.02405,0.00169,0.87255,0.70701,0.89428,0.82532,0.35336,1.19780,0.18950,3.12543,0.00000,0.00000,0.00603,0.00083,0.87747,0.95718,0.79053,0.36727,0.10183,2.47584,0.00000,0.00000,0.19312,1.53648,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3.80072,5.00852,4.55437,7.41372
85,59.669,0.28128,0.00188,2.28329,1.33477,0.00000,1.99814,0.46415,1.39998,0.10804,1.88490,0.00000,0.00000,0.00078,0.00039,0.00000,0.34710,0.43978,0.20814,0.00000,2.84682,0.00000,0.00000,1.94211,1.37712,0.10122,0.00175,1.29577,0.89533,0.62599,1.17716,0.38659,1.25845,0.16506,2.75327,0.00000,0.00000,0.00445,0.00070,0.61423,0.77415,0.68531,0.31953,0.07128,2.58713,0.00000,0.00000,0.71781,1.48867,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5.89936,3.85707,0.99618,6.16605
86,62.289,0.00476,0.00003,0.03065,0.02302,0.00000,0.01645,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39543,0.00027,0.00000,1.18058,6.20913,1.67936,0.00000,8.19226,0.00000,0.00000,0.00000,2.63065,0.07228,0.00123,0.91623,0.63364,0.43820,0.82895,0.27062,0.88092,0.11554,1.92729,0.00000,0.00000,0.12174,0.00057,0.42996,0.89608,2.34245,0.72748,0.04990,4.26867,0.00000,0.00000,0.50247,1.83126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0.07491,0.00000,9.46476,10.82291
87,64.632,0.09930,0.00066,1.18719,0.84262,0.00000,0.45150,0.00284,0.00304,0.00383,0.00268,0.00000,0.00000,0.00000,0.00058,0.00000,1.26908,7.27728,2.62548,0.00000,8.40345,0.00000,0.00000,0.00000,0.98460,0.08039,0.00106,0.99752,0.69633,0.30674,0.71571,0.19028,0.61755,0.08203,1.34991,0.00000,0.00000,0.08522,0.00057,0.30097,1.00798,3.82290,1.29688,0.03493,5.50910,0.00000,0.00000,0.35173,1.57727,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,4,0,0,0,1,2.58126,0.01240,11.17242,9.38805
88,65.874,0.00000,0.00062,3.88581,2.50834,0.00000,0.63541,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00145,0.00000,0.79513,2.15188,1.85020,0.00000,8.92005,0.00000,0.00000,0.00000,0.93951,0.05627,0.00093,1.86401,1.23994,0.21472,0.69162,0.13320,0.43229,0.05742,0.94493,0.00000,0.00000,0.05965,0.00084,0.21068,0.94413,3.32159,1.46288,0.02445,6.53239,0.00000,0.00000,0.24621,1.38594,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,1,7.03018,0.00000,4.79866,9.85956
89,67.285,0.00000,0.00223,0.00000,7.81588,0.00000,1.45861,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00213,0.00000,1.22936,1.99520,2.96492,0.00000,9.42751,0.00000,0.00000,0.00000,1.00300,0.03939,0.00132,1.30480,3.21272,0.15030,0.92172,0.09324,0.30260,0.04019,0.66145,0.00000,0.00000,0.04176,0.00123,0.14748,1.02970,2.92368,1.91349,0.01711,7.40092,0.00000,0.00000,0.17235,1.27106,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,5,0,0,0,1,9.27672,0.00000,6.19161,10.43051
90,69.107,0.00000,0.00296,0.00000,10.91589,0.00000,2.32607,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00078,0.00000,0.83590,0.50858,1.08530,0.00000,3.01799,0.00000,0.00000,0.00000,0.67123,0.02757,0.00181,0.91336,5.52367,0.10521,1.34302,0.06527,0.21182,0.02814,0.46302,0.00000,0.00000,0.02923,0.00109,0.10323,0.97156,2.19915,1.66503,0.01198,6.08604,0.00000,0.00000,0.12064,1.09111,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,1,13.24492,0.00000,2.43055,3.68922
91,70.987,0.00000,0.00260,0.00000,7.18717,0.00000,1.76110,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00120,0.00000,1.28428,3.62407,1.79939,0.00000,1.94818,0.00000,0.00000,0.00000,0.61362,0.01930,0.00205,0.63935,6.02272,0.07365,1.46845,0.04569,0.14827,0.01970,0.32411,0.00000,0.00000,0.02046,0.00112,0.07226,1.06538,2.62662,1.70534,0.00839,4.84468,0.00000,0.00000,0.08445,0.94786,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0,0,0,0,8.95086,0.00000,6.70894,2.56180
92,70.971,0.00000,0.00479,1.55740,4.40358,0.00000,2.18860,0.00973,0.01239,0.01060,0.01729,0.00000,0.00000,0.38440,0.00057,0.00000,1.88947,5.01679,1.26410,0.00000,0.31806,0.00000,0.00000,0.00000,0.22399,0.01351,0.00287,0.91477,5.53698,0.05155,1.68449,0.03490,0.10751,0.01697,0.23207,0.00000,0.00000,0.12964,0.00096,0.05058,1.31260,3.34367,1.57297,0.00587,3.48670,0.00000,0.00000,0.05912,0.73070,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,8.15437,0.05000,8.55534,0.54205
93,71.358,0.00000,0.00269,0.73634,0.77587,0.00000,0.56326,0.40375,0.62522,0.14392,1.20605,0.00000,0.00000,0.27689,0.00043,0.00000,1.66480,3.17774,0.69616,0.00000,0.34826,0.00000,0.00000,0.32687,0.25369,0.00946,0.00282,0.86124,4.10865,0.03609,1.34812,0.14556,0.26282,0.05505,0.52426,0.00000,0.00000,0.17382,0.00080,0.03541,1.41826,3.29389,1.30993,0.00411,2.54517,0.00000,0.00000,0.13944,0.58760,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,2.07816,2.37893,5.81603,0.92883
94,72.488,0.10946,0.00317,1.22477,1.00601,0.00000,0.91939,0.11927,0.24970,0.05301,0.54786,0.00000,0.00000,0.00194,0.00049,0.00000,1.20751,1.72844,0.46382,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03946,0.00292,0.97030,3.17786,0.02526,1.21950,0.13767,0.25888,0.05444,0.53134,0.00000,0.00000,0.12226,0.00071,0.02479,1.35504,2.82426,1.05609,0.00288,1.78162,0.00000,0.00000,0.09761,0.41132,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,3.26280,0.96984,3.40220,0.00000
95,73.760,0.14452,0.00583,1.37063,1.10966,0.00000,1.35797,0.08584,0.24098,0.04342,0.72007,0.00000,0.00000,0.00034,0.00022,0.72282,0.46316,0.46666,0.13745,0.00000,0.20690,0.00000,0.00000,0.06210,0.30832,0.07098,0.00379,1.09040,2.55740,0.01768,1.26104,0.12212,0.25351,0.05113,0.58796,0.00000,0.00000,0.08568,0.00056,0.23420,1.08747,2.11698,0.78050,0.00201,1.30920,0.00000,0.00000,0.08696,0.38042,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,3.98861,1.09031,1.79065,0.57732
96,74.859,0.09571,0.00286,1.19212,0.87885,0.00000,1.15046,0.17941,0.68385,0.09110,2.10003,0.00000,0.00000,0.00046,0.00053,0.63047,0.50231,0.43031,0.17213,0.00000,0.27622,0.00000,0.00000,0.11863,0.43464,0.07840,0.00351,1.12092,2.05383,0.01238,1.22787,0.13931,0.38261,0.06312,1.04158,0.00000,0.00000,0.06011,0.00055,0.35308,0.91192,1.61098,0.59799,0.00141,0.99931,0.00000,0.00000,0.09646,0.39669,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.31999,3.05439,1.73622,0.82948
97,75.117,0.08825,0.00194,1.25203,0.82907,0.00000,1.10193,0.07050,0.22718,0.02597,0.57667,0.00000,0.00000,0.00057,0.00057,2.06604,1.30528,1.34996,0.44793,0.00000,1.13001,0.00000,0.00000,0.33683,1.43249,0.08135,0.00304,1.16025,1.68640,0.00866,1.19008,0.11867,0.33598,0.05198,0.90211,0.00000,0.00000,0.04225,0.00056,0.86697,1.02993,1.53267,0.55297,0.00099,1.03852,0.00000,0.00000,0.16857,0.70743,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3.27321,0.90033,5.17036,2.89933
98,75.003,0.00000,0.00134,1.16221,0.73786,0.00000,0.84370,0.34174,0.85065,0.09507,1.65592,0.00000,0.00000,0.00198,0.00070,0.00000,1.35655,2.06926,0.69217,0.00000,3.10141,0.00000,0.00000,2.78055,2.50178,0.05695,0.00253,1.16084,1.40184,0.00607,1.08617,0.18559,0.49039,0.06490,1.12825,0.00000,0.00000,0.03017,0.00060,0.60688,1.12792,1.69365,0.59473,0.00069,1.65738,0.00000,0.00000,0.95216,1.24573,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2.74510,2.94338,4.12065,8.38374
99,75.297,0.00000,0.00103,0.79453,0.66385,0.00000,0.40670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.74445,0.00078,0.00000,1.81301,5.78213,1.81708,0.00000,6.14962,0.00000,0.00000,3.26358,2.84531,0.03986,0.00208,1.05095,1.18044,0.00425,0.88233,0.12991,0.34327,0.04543,0.78978,0.00000,0.00000,0.24445,0.00065,0.42481,1.33344,2.92019,0.96144,0.00048,3.00506,0.00000,0.00000,1.64559,1.72561,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,1,1.86612,0.00000,10.15744,12.25851
100,77.460,0.00000,0.00283,0.00000,3.97207,0.00000,1.09093,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37907,0.00034,0.00000,1.03961,5.98489,1.68928,0.00000,6.29300,0.00000,0.00000,0.00000,2.71433,0.02790,0.00231,0.73566,2.01793,0.00297,0.94491,0.09094,0.24029,0.03180,0.55284,0.00000,0.00000,0.28484,0.00056,0.29737,1.24529,3.83960,1.17979,0.00034,3.99144,0.00000,0.00000,1.15191,2.02222,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,3,0,0,1,2,5.06583,0.00000,9.09318,9.00733
101,78.508,0.00000,0.00262,0.00000,5.79532,0.00000,0.75741,0.00264,0.00266,0.00604,0.00223,0.00000,0.00000,0.00000,0.00035,0.00000,1.09582,7.14203,2.00376,0.00000,3.93868,0.00000,0.00000,0.00000,1.22100,0.01953,0.00240,0.51496,3.15115,0.00208,0.88866,0.06445,0.16900,0.02408,0.38766,0.00000,0.00000,0.19939,0.00050,0.20816,1.20045,4.83033,1.42698,0.00024,3.97561,0.00000,0.00000,0.80634,1.78186,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,3,0,0,0,1,6.55535,0.01358,10.24195,5.15967
102,79.923,0.00000,0.00212,0.00000,2.38739,0.00000,0.25804,0.00755,0.00701,0.01100,0.00529,0.00000,0.00000,0.00000,0.00057,0.00000,8.52022,2.12635,3.43100,0.00000,0.00000,0.00000,0.00000,0.00000,8.40702,0.01367,0.00232,0.36047,2.92202,0.00146,0.69947,0.04738,0.12040,0.02015,0.27295,0.00000,0.00000,0.13957,0.00052,0.14571,3.39638,4.01914,2.02819,0.00017,2.78293,0.00000,0.00000,0.56444,3.76940,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,2,0,0,0,3,2.64756,0.03085,14.07815,8.40702
103,82.573,0.00000,0.01086,0.00000,0.00000,0.00000,13.53611,0.01476,0.01524,0.00000,0.01299,0.00000,0.00000,0.00000,0.00108,0.00000,4.80157,1.25719,2.85630,0.00000,0.00000,0.00000,0.00000,0.00000,22.09533,0.00957,0.00488,0.25233,2.04542,0.00102,4.55047,0.03759,0.08886,0.01411,0.19496,0.00000,0.00000,0.09770,0.00069,0.10200,3.81794,3.19055,2.27662,0.00012,1.94805,0.00000,0.00000,0.39511,9.26718,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,6,13.54698,0.04300,8.91614,22.09533
104,84.156,0.00000,0.00292,0.00000,8.61510,0.00000,5.85210,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00000,4.29658,0.65555,2.46903,0.00000,0.00000,0.00000,0.00000,0.00000,23.03173,0.00670,0.00429,0.17663,4.01632,0.00071,4.94096,0.02632,0.06220,0.00988,0.13647,0.00000,0.00000,0.06839,0.00085,0.07140,3.96153,2.43005,2.33434,0.00008,1.36363,0.00000,0.00000,0.27657,13.39655,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,7,14.47012,0.00000,7.42237,23.03173
105,84.337,0.00000,0.00398,0.00000,11.38481,0.00000,3.63962,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00033,0.00000,1.01245,1.27110,0.58638,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00469,0.00420,0.12364,6.22687,0.00050,4.55056,0.01842,0.04354,0.00691,0.09553,0.00000,0.00000,0.04787,0.00069,0.04998,3.07680,2.08237,1.80995,0.00006,0.95454,0.00000,0.00000,0.19360,9.37758,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,6,15.02841,0.00000,2.87025,0.00000
106,84.925,0.00000,0.00349,0.00000,6.51517,0.00000,0.97474,1.40404,1.72631,0.20392,2.20207,0.00000,0.00000,0.13851,0.00016,0.00000,0.38087,1.24165,0.35225,0.00000,0.29757,0.00000,0.00000,0.00000,0.13397,0.00328,0.00399,0.08655,6.31336,0.00035,3.47781,0.43411,0.54837,0.06602,0.72749,0.00000,0.00000,0.07506,0.00053,0.03499,2.26802,1.83015,1.37264,0.00004,0.75745,0.00000,0.00000,0.13552,6.60450,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,5,7.49339,5.53635,2.11344,0.43153
107,86.505,0.00000,0.00237,0.31350,0.73557,0.00000,0.45799,2.83990,2.27039,0.48065,4.97805,0.00000,0.00000,0.24331,0.00015,0.00000,1.21867,2.39696,0.31601,0.00000,0.07665,0.00000,0.00000,0.08723,0.05021,0.00230,0.00350,0.15463,4.64002,0.00024,2.57186,1.15585,1.06498,0.19041,2.00266,0.00000,0.00000,0.12554,0.00042,0.02449,1.95322,2.00019,1.05565,0.00003,0.55321,0.00000,0.00000,0.12104,4.63821,0,0,0,3,0,2,1,1,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,3,1.50943,10.56899,4.17511,0.21409
108,88.357,0.00000,0.00400,1.00333,0.87936,0.00000,0.77470,2.04398,1.23131,0.28637,3.33560,0.00000,0.00000,0.00119,0.00022,0.00000,1.06099,0.93209,0.14065,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00161,0.00365,0.40924,3.51182,0.00017,2.03271,1.42229,1.11487,0.21920,2.40254,0.00000,0.00000,0.08823,0.00036,0.01714,1.68555,1.67976,0.78115,0.00002,0.38725,0.00000,0.00000,0.08472,3.24675,0,0,0,3,0,2,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2.66138,6.89726,2.13514,0.00000
109,89.346,0.10522,0.00465,1.48475,1.19693,0.00000,1.31116,1.02227,0.00000,0.13105,4.04493,0.00000,0.00000,0.00003,0.00002,0.07456,0.05784,0.03241,0.00632,0.00000,0.06023,0.00000,0.00000,0.01847,0.06095,0.03269,0.00395,0.73189,2.81735,0.00012,1.81625,1.30228,0.78041,0.19275,2.89526,0.00000,0.00000,0.06177,0.00026,0.03437,1.19724,1.18556,0.54870,0.00001,0.28914,0.00000,0.00000,0.06485,2.29101,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4.10270,5.19826,0.17118,0.13965
110,90.242,0.11259,0.00461,1.18159,0.94271,0.00000,1.11521,0.66590,0.00000,0.04952,3.17731,0.00000,0.00000,0.00008,0.00006,0.28164,0.20202,0.11437,0.02412,0.00000,0.26536,0.00000,0.00000,0.04735,0.23045,0.05666,0.00415,0.86680,2.25496,0.00008,1.60594,1.11137,0.54629,0.14978,2.97987,0.00000,0.00000,0.04326,0.00020,0.10855,0.89867,0.86420,0.39133,0.00001,0.28201,0.00000,0.00000,0.05960,1.67284,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.35671,3.89274,0.62228,0.54316
111,90.968,0.07105,0.00230,1.00128,0.70038,0.00000,0.95211,0.92689,0.00000,0.04641,3.14735,0.00000,0.00000,0.00035,0.00029,0.80333,0.60558,0.41075,0.10826,0.00000,0.58936,0.00000,0.00000,0.11942,0.51406,0.06098,0.00359,0.90715,1.78859,0.00006,1.40979,1.05603,0.38240,0.11877,3.03012,0.00000,0.00000,0.03039,0.00022,0.31698,0.81075,0.72816,0.30641,0.00001,0.37422,0.00000,0.00000,0.07754,1.32521,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.72713,4.12065,1.92856,1.22284
112,91.162,0.00000,0.00224,1.03893,0.68965,0.00000,0.87090,1.66329,0.74738,0.07269,1.19606,0.00000,0.00000,0.00109,0.00041,1.78885,1.06733,1.21957,0.28816,0.00000,3.36486,0.00000,0.00000,0.41836,2.07151,0.04268,0.00319,0.94668,1.45891,0.00004,1.24812,1.23820,0.49190,0.10495,2.47990,0.00000,0.00000,0.02160,0.00028,0.75854,0.88772,0.87559,0.30093,0.00000,1.27141,0.00000,0.00000,0.17979,1.54910,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.60172,3.67943,4.36540,5.85474
113,91.371,0.00000,0.00386,0.55635,0.84901,0.00000,1.03343,4.49420,0.86537,0.17429,0.65990,0.00000,0.00000,0.00318,0.00034,0.00000,1.76556,3.95376,0.69087,0.00000,2.27240,0.00000,0.00000,1.71961,1.30785,0.02988,0.00339,0.82958,1.27594,0.00003,1.18371,2.21500,0.60394,0.12575,1.93390,0.00000,0.00000,0.01607,0.00030,0.53098,1.15107,1.79904,0.41792,0.00000,1.57171,0.00000,0.00000,0.64173,1.47672,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2.44266,6.19376,6.41370,5.29986
114,93.866,0.00000,0.00567,0.71404,1.98240,0.00000,1.63758,2.64405,0.61820,0.14607,0.37730,0.00000,0.00000,0.00911,0.00039,0.00000,1.16723,4.13181,1.00831,0.00000,1.12041,0.00000,0.00000,2.40776,0.64905,0.02092,0.00407,0.79492,1.48788,0.00002,1.31987,2.34372,0.60822,0.13185,1.46692,0.00000,0.00000,0.01398,0.00032,0.37169,1.15592,2.49887,0.59503,0.00000,1.43632,0.00000,0.00000,1.17154,1.22842,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1,1,4.33969,3.78562,6.31684,4.17722
115,97.080,0.00000,0.00258,0.00000,1.28403,0.00000,0.41711,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.44054,0.00035,0.00000,0.66132,6.67105,2.52630,0.00000,10.11267,0.00000,0.00000,0.00000,0.99879,0.01464,0.00363,0.55644,1.42672,0.00001,1.04904,1.64060,0.42575,0.09229,1.02684,0.00000,0.00000,0.44195,0.00033,0.26018,1.00754,3.75052,1.17441,0.00000,4.03922,0.00000,0.00000,0.82008,1.15953,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,3,1,0,3,0,0,0,1,1.70372,0.00000,11.29957,11.11146
116,99.145,0.00000,0.00585,0.00000,4.92488,0.00000,3.29027,0.00532,0.00190,0.00589,0.00066,0.00000,0.00000,0.00000,0.00089,0.00000,0.18869,0.18585,0.42675,0.00000,4.31367,0.00000,0.00000,0.00000,0.90173,0.01025,0.00429,0.38951,2.47617,0.00001,1.72141,1.15002,0.29860,0.06637,0.71899,0.00000,0.00000,0.30937,0.00050,0.18213,0.76188,2.68112,0.95012,0.00000,4.12156,0.00000,0.00000,0.57406,1.08219,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,8.22099,0.01377,0.80217,5.21540
117,102.182,0.00000,0.02682,0.00000,0.00000,0.00000,7.36366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00182,0.00000,6.05684,0.00000,4.64944,0.00000,0.00000,0.00000,0.00000,0.00000,8.87507,0.00717,0.01105,0.27266,1.73332,0.00001,3.41408,0.80501,0.20902,0.04646,0.50329,0.00000,0.00000,0.21656,0.00090,0.12749,2.35037,1.87678,2.05991,0.00000,2.88509,0.00000,0.00000,0.40184,3.42005,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,2,0,2,0,0,0,2,7.39048,0.00000,10.70810,8.87507
118,103.617,0.00000,0.01920,0.00000,0.00000,0.00000,2.50903,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00105,0.00000,5.09313,0.00000,4.23540,0.00000,0.00000,0.00000,0.00000,0.00000,4.61823,0.00502,0.01350,0.19086,1.21332,0.00000,3.14257,0.56351,0.14631,0.03252,0.35230,0.00000,0.00000,0.15159,0.00094,0.08924,3.17320,1.31375,2.71256,0.00000,2.01956,0.00000,0.00000,0.28129,3.77951,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,2,0,2,0,0,0,3,2.52823,0.00000,9.32958,4.61823
119,104.557,0.00000,0.02975,0.00000,0.00000,0.00000,4.61029,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00072,0.00000,1.51356,4.92080,3.22062,0.00000,0.00000,0.00000,0.00000,0.00000,1.61620,0.00352,0.01837,0.13360,0.84933,0.00000,3.58288,0.39446,0.10242,0.02277,0.24661,0.00000,0.00000,0.10611,0.00087,0.06247,2.67531,2.39586,2.86498,0.00000,1.41369,0.00000,0.00000,0.19690,3.13052,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,2,4.64003,0.00000,9.65570,1.61620
120,104.948,0.00000,0.01196,0.00000,4.44521,0.00000,4.36668,1.04211,0.16619,1.98424,0.08036,0.00000,0.00000,0.00000,0.00009,0.00000,0.10807,0.35090,0.16883,0.00000,0.75863,0.00000,0.00000,0.00000,0.18656,0.00246,0.01645,0.09352,1.92809,0.00000,3.81802,0.58875,0.12155,0.61121,0.19674,0.00000,0.00000,0.07428,0.00064,0.04373,1.90514,1.78238,2.05613,0.00000,1.21718,0.00000,0.00000,0.13783,2.24733,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,2,8.82385,3.27289,0.62789,0.94519
121,104.749,0.00000,0.02987,0.00000,1.23255,0.00000,0.68679,4.53097,0.29860,0.07168,0.07246,0.00000,0.00000,0.00251,0.00003,0.00000,0.12033,1.25192,0.24483,0.00000,0.46586,0.00000,0.00000,0.69494,0.13060,0.00172,0.02048,0.06547,1.71943,0.00000,2.87865,1.77142,0.17466,0.44935,0.15945,0.00000,0.00000,0.05275,0.00046,0.03061,1.36969,1.62324,1.51274,0.00000,0.99178,0.00000,0.00000,0.30496,1.61231,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1.94921,4.97372,1.61962,1.29140
122,105.095,0.00000,0.01236,0.00000,2.26652,0.00000,0.63569,2.93341,0.29113,0.07881,0.14594,0.00000,0.00000,0.00067,0.00003,0.00000,0.05150,0.21178,0.06739,0.00000,0.13506,0.00000,0.00000,0.43867,0.13182,0.00121,0.01804,0.04583,1.88356,0.00000,2.20576,2.12002,0.20960,0.33819,0.15540,0.00000,0.00000,0.03712,0.00033,0.02143,0.97424,1.19980,1.07914,0.00000,0.73476,0.00000,0.00000,0.34508,1.16816,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2.91458,3.44928,0.33137,0.70555
