step,cap_deg,priv_0,priv_1,priv_2,priv_3,priv_4,priv_5,priv_6,priv_7,priv_8,priv_9,priv_10,priv_11,priv_12,priv_13,priv_14,priv_15,priv_16,priv_17,priv_18,priv_19,priv_20,priv_21,priv_22,priv_23,priv_24,priv_25,priv_26,priv_27,priv_28,priv_29,priv_30,priv_31,priv_32,priv_33,priv_34,priv_35,priv_36,priv_37,priv_38,priv_39,priv_40,priv_41,priv_42,priv_43,priv_44,priv_45,priv_46,priv_47,priv_48,priv_49,priv_50,priv_51,priv_52,priv_53,priv_54,priv_55,priv_56,priv_57,priv_58,priv_59,prop_0,prop_1,prop_2,prop_3,prop_4,prop_5,prop_6,prop_7,prop_8,prop_9,prop_10,prop_11,prop_12,prop_13,prop_14,prop_15,prop_16,prop_17,prop_18,prop_19,prop_20,prop_21,prop_22,prop_23,prop_24,prop_25,prop_26,prop_27,prop_28,prop_29,prop_30,prop_31,prop_32,prop_33,prop_34,prop_35,prop_36,prop_37,prop_38,prop_39,prop_40,prop_41,prop_42,prop_43,prop_44,prop_45,prop_46,prop_47,prop_48,prop_49,prop_50,prop_51,prop_52,prop_53,prop_54,prop_55,prop_56,prop_57,prop_58,prop_59,prop_60,prop_61,prop_62,prop_63,prop_64,prop_65,prop_66,prop_67,prop_68,prop_69,prop_70,prop_71,prop_72,prop_73,prop_74,prop_75,targ_0,targ_1,targ_2,targ_3,targ_4,targ_5,targ_6,targ_7,targ_8,targ_9,targ_10,targ_11,targ_12,targ_13,targ_14,targ_15,targ_16,targ_17,targ_18,targ_19,targ_20,targ_21,targ_22,targ_23,targ_24,targ_25,targ_26,targ_27,targ_28,targ_29,targ_30,targ_31,targ_32,targ_33,targ_34,targ_35,targ_36,targ_37,targ_38,targ_39,targ_40,targ_41,targ_42,targ_43,targ_44,targ_45,targ_46,targ_47,targ_48,targ_49,targ_50,targ_51,targ_52,targ_53,targ_54,targ_55,targ_56,targ_57,targ_58,targ_59,targ_60,targ_61,targ_62,targ_63,targ_64
94,72.4883,-0.004425,0.501246,0.004734,-0.427887,-0.026795,-0.198098,0.057167,-2.393852,2.642572,0.941773,-1.439664,-0.272768,0.118693,0.024784,0.223024,-0.142370,-0.874365,0.003221,0.371399,0.563698,6.588010,0.712502,0.072773,0.015735,-0.122900,0.000033,0.000025,0.600142,0.799894,-0.038255,0.028748,0.001129,0.000199,0.000699,0.542549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072725,0.015754,-0.230291,0.143938,2.750000,2.929268,0.572256,-2.187721,0.243942,-1.342545,-1.387532,0.246132,1.132773,-0.124717,0.726398,1.384145,-0.048186,0.364553,-0.156973,0.382078,1.019105,0.512910,-0.226891,0.447458,1.502627,-0.177329,-0.125566,-0.977544,0.840681,-0.578529,0.970393,0.226275,0.182240,0.969862,0.424150,0.992233,0.747572,0.185570,0.998839,0.934283,0.987705,0.927892,0.524128,0.871320,0.974370,0.901550,0.068117,0.984318,0.992127,0.210733,0.541530,-0.815662,0.241530,-0.974064,-0.983254,0.243654,0.905592,-0.124394,0.664181,0.982631,-0.048167,0.356531,-0.156329,0.372850,0.851639,0.490714,-0.224949,0.432676,0.997677,-0.176401,-0.125236,0.601257,0.479055,-0.390408,0.506535,-0.174809,0.027983,0.092599,0.004608,-0.035007,-0.198876,0.059175,0.000832,0.011076,0.174809,-0.027983,-0.092599,-0.096544,0.149865,-0.059478,-0.982182,-0.004608,0.035007,0.198876,0.147752,0.141819,0.141368,0.098795,0.081658,0.058007,0.170764,0.147565,0.133561,0.086792,0.056691,0.147703,0.147499,0.107414,0.073386,0.054414,0.165543,0.165880,0.113037,0.079280,0.056309,0.261111,0.997564,-0.069756,0.000000,-0.074252,-0.013785,0.126994,0.000000,0.000000,0.000000,0.222222,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.222222,0.111111,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000
95,73.7601,-0.314849,0.329053,0.036751,-0.219347,-0.173209,-0.180168,1.210192,1.536498,-2.502625,0.751045,-0.462529,-0.051128,1.110883,0.096547,-0.627299,-0.365608,3.387429,-0.004507,0.233337,2.405069,-5.178411,0.605778,0.075461,0.015942,-0.124096,0.000010,0.000008,0.607785,0.794101,0.060608,-0.053546,0.000759,-0.000395,-0.001622,0.198736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075407,0.015961,-0.231488,0.145469,2.750000,2.925033,0.577180,-2.187569,0.240810,-1.345086,-1.391008,0.260143,1.152543,-0.150644,0.740967,1.386896,-0.050276,0.353668,-0.158399,0.394667,1.026157,0.521401,-0.226987,0.451059,1.515821,-0.169679,-0.113980,-0.976642,0.838005,-0.578406,0.971145,0.223799,0.178821,0.966353,0.406165,0.988675,0.737817,0.182866,0.998736,0.938109,0.987481,0.923125,0.518110,0.867122,0.974349,0.899986,0.054947,0.985639,0.993511,0.214871,0.545663,-0.815749,0.238490,-0.974635,-0.983882,0.257219,0.913800,-0.150075,0.675001,0.983138,-0.050255,0.346341,-0.157737,0.384501,0.855314,0.498096,-0.225042,0.435919,0.998489,-0.168866,-0.113733,0.602816,0.476044,-0.392705,0.505745,-0.117698,-0.111330,0.095982,-0.154318,-0.074825,-0.521398,0.061038,0.002326,0.009854,0.117698,0.111330,-0.095982,-0.094924,0.150560,-0.055707,-0.982455,0.154318,0.074825,0.521398,0.149887,0.143646,0.143425,0.100640,0.083810,0.059747,0.172135,0.148235,0.134003,0.086888,0.055788,0.149849,0.149874,0.110000,0.075873,0.056117,0.167752,0.168297,0.115398,0.081327,0.056943,0.263889,0.996195,-0.087156,0.000000,-0.076115,-0.015279,0.128216,0.000000,0.000000,0.111111,0.222222,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.222222,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000
96,74.8591,-0.311543,0.039359,-0.091438,0.004878,-0.042903,0.125451,1.378199,2.324397,-0.633739,0.442138,-0.758190,-0.058601,0.370470,-0.056713,0.795197,1.609861,0.588044,-0.015938,0.165907,0.579763,0.573193,0.299672,0.075715,0.016548,-0.124028,-0.000007,-0.000005,0.609568,0.792734,-0.004454,0.017680,-0.000163,0.000233,0.000863,0.132394,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075656,0.016565,-0.231419,0.147000,2.750000,2.919994,0.578981,-2.188895,0.242008,-1.344137,-1.391004,0.258475,1.158661,-0.150083,0.749542,1.387561,-0.051391,0.348011,-0.158732,0.390623,1.018462,0.542182,-0.226935,0.454326,1.520843,-0.178840,-0.107418,-0.975547,0.837021,-0.579486,0.970859,0.224723,0.178825,0.966781,0.400567,0.988759,0.732001,0.182211,0.998680,0.940053,0.987428,0.924672,0.524676,0.856585,0.974361,0.898557,0.049932,0.984051,0.994236,0.219789,0.547172,-0.814982,0.239652,-0.974423,-0.983881,0.255606,0.916267,-0.149520,0.681304,0.983259,-0.051368,0.341028,-0.158067,0.380764,0.851302,0.516006,-0.224992,0.438857,0.998753,-0.177888,-0.107211,0.604465,0.474224,-0.393246,0.505065,-0.016820,-0.103568,-0.031952,-0.060972,0.033109,-0.200412,0.061455,0.003714,0.009870,0.016820,0.103568,0.031952,-0.094774,0.151707,-0.053374,-0.982422,0.060972,-0.033109,0.200412,0.150233,0.143988,0.143953,0.101276,0.084522,0.060072,0.172046,0.147713,0.133361,0.086102,0.054760,0.150202,0.150406,0.111260,0.077106,0.057102,0.168048,0.168750,0.115860,0.082032,0.057936,0.266667,0.994522,-0.104528,0.000000,-0.076532,-0.016666,0.128200,0.000000,0.000000,0.111111,0.222222,0.000000,0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
97,75.1165,-0.306100,-0.202136,-0.066025,0.274719,0.251717,-0.057607,-0.056368,0.445997,2.065029,0.036231,0.028830,0.193856,0.876987,0.038109,0.150601,1.159871,-0.348614,0.001172,0.174348,0.180340,1.214602,-0.044638,0.075305,0.017318,-0.123209,-0.000008,-0.000006,0.608783,0.793337,0.020088,-0.047200,-0.002799,-0.000549,-0.002158,-0.003887,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075246,0.017335,-0.230600,0.148531,2.750000,2.914735,0.577007,-2.190337,0.247825,-1.338337,-1.391938,0.259026,1.176519,-0.164939,0.750166,1.390101,-0.049057,0.343388,-0.159121,0.390093,1.035232,0.529132,-0.226994,0.455459,1.523726,-0.181631,-0.108676,-0.974378,0.838099,-0.580662,0.969448,0.230371,0.177906,0.966640,0.384141,0.986428,0.731576,0.179714,0.998797,0.941619,0.987367,0.924874,0.510326,0.863245,0.974347,0.898059,0.047052,0.983550,0.994101,0.224916,0.545518,-0.814145,0.245296,-0.973103,-0.984048,0.256139,0.923275,-0.164192,0.681760,0.983719,-0.049037,0.336679,-0.158451,0.380274,0.859981,0.504784,-0.225050,0.439874,0.998892,-0.180634,-0.108462,0.607636,0.472878,-0.392221,0.503317,0.068667,-0.072508,-0.071819,0.252266,-0.051687,-0.309367,0.060373,0.004666,0.010702,-0.068667,0.072508,0.071819,-0.096874,0.153769,-0.050696,-0.982039,-0.252266,0.051687,0.309367,0.149084,0.143228,0.143292,0.100460,0.084007,0.060238,0.170932,0.146483,0.132124,0.085009,0.054429,0.149056,0.149343,0.109815,0.075795,0.056301,0.166631,0.167399,0.114483,0.080737,0.057083,0.269444,0.992546,-0.121869,0.000000,-0.075450,-0.017619,0.127368,0.000000,0.000000,0.111111,0.111111,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.111111,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000
98,75.0032,-0.445199,-0.291747,-0.092934,0.366690,0.350473,0.063417,-1.293729,-1.513867,3.727121,-0.445000,0.341729,0.229948,1.318225,0.210261,-0.354564,-0.373665,0.476424,0.016689,-1.816728,0.015442,5.007998,-0.466728,0.073495,0.017374,-0.121695,-0.000030,-0.000024,0.610812,0.791776,-0.019847,-0.136160,-0.006374,-0.001863,-0.007401,0.584375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.073430,0.017390,-0.229086,0.150063,2.750000,2.907542,0.573029,-2.192111,0.254557,-1.329087,-1.389111,0.246780,1.175092,-0.163197,0.741454,1.395838,-0.045811,0.349028,-0.158462,0.379663,1.036483,0.510333,-0.226967,0.451606,1.521473,-0.184680,-0.119210,-0.972735,0.840262,-0.582105,0.967775,0.239363,0.180687,0.969704,0.385458,0.986713,0.737487,0.174067,0.998951,0.939706,0.987471,0.928790,0.509250,0.872582,0.974353,0.899747,0.049303,0.982995,0.992903,0.231920,0.542180,-0.813114,0.251816,-0.970930,-0.983541,0.244283,0.922725,-0.162473,0.675361,0.984734,-0.045795,0.341985,-0.157800,0.370607,0.860619,0.488468,-0.225024,0.436411,0.998784,-0.183632,-0.118928,0.610929,0.472736,-0.389932,0.501238,0.107276,-0.108791,-0.103025,0.321821,-0.073810,-0.313015,0.058357,0.005808,0.012301,-0.107276,0.108791,0.103025,-0.100459,0.155833,-0.048977,-0.981440,-0.321821,0.073810,0.313015,0.146841,0.141552,0.141702,0.099235,0.083378,0.060532,0.168895,0.144477,0.130165,0.083100,0.053167,0.146816,0.147169,0.107887,0.074517,0.056917,0.164050,0.164866,0.112012,0.078577,0.056353,0.272222,0.990268,-0.139173,0.000000,-0.073434,-0.018761,0.125769,0.000000,0.000000,0.111111,0.111111,0.000000,0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.111111,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.111111
99,75.2965,-0.315963,-0.263908,-0.002783,0.428597,0.524896,0.345356,0.201081,0.500483,-2.605745,-0.648603,0.793665,0.120465,1.489239,0.067611,-0.717823,0.927084,-3.272596,-0.005332,-2.943233,0.215401,4.715902,-0.672658,0.069954,0.017490,-0.120872,-0.000039,-0.000032,0.625651,0.780103,-0.165493,-0.138068,-0.001908,-0.002115,-0.009518,1.527421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.069888,0.017508,-0.228263,0.151594,2.750000,2.902329,0.569440,-2.192244,0.259504,-1.318336,-1.380713,0.227969,1.177256,-0.186567,0.728936,1.397171,-0.044708,0.357728,-0.157640,0.365207,1.042466,0.478551,-0.227023,0.433744,1.515285,-0.181811,-0.133179,-0.971513,0.842203,-0.582212,0.966517,0.249788,0.188941,0.974128,0.383461,0.982647,0.745884,0.172754,0.999001,0.936695,0.987601,0.934050,0.504092,0.887663,0.974341,0.907398,0.055483,0.983518,0.991145,0.236987,0.539161,-0.813037,0.256602,-0.968301,-0.981988,0.225999,0.923557,-0.185486,0.666076,0.984965,-0.044694,0.350147,-0.156988,0.357143,0.863650,0.460493,-0.225078,0.420271,0.998460,-0.180811,-0.132785,0.612736,0.474454,-0.385222,0.501051,0.162149,-0.043988,-0.036094,0.373852,-0.345088,0.119694,0.055782,0.006082,0.013088,-0.162149,0.043988,0.036094,-0.104559,0.158356,-0.051067,-0.980501,-0.373852,0.345088,-0.119694,0.144927,0.140484,0.140550,0.097954,0.082821,0.061159,0.167708,0.143617,0.129446,0.082623,0.053456,0.144896,0.145141,0.105473,0.072679,0.056827,0.161562,0.162265,0.109466,0.076133,0.055019,0.275000,0.987688,-0.156434,0.000000,-0.070859,-0.019034,0.124982,0.000000,0.000000,0.111111,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.222222,0.000000,0.000000,0.222222,0.000000,0.000000,0.111111,0.111111
100,77.4600,-0.493021,-0.221688,-0.069396,0.258829,0.522605,0.662822,0.783209,2.619197,-3.803751,-0.624156,0.581128,-0.139941,1.751362,-0.189660,-0.661789,-0.320421,0.214682,-0.037114,-3.625470,-0.132809,4.190843,-1.081562,0.067621,0.018851,-0.119758,-0.000029,-0.000024,0.632756,0.774351,-0.120029,-0.138710,-0.003547,-0.001681,-0.008776,0.707295,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067557,0.018871,-0.227149,0.153125,2.750000,2.894914,0.566510,-2.193648,0.265606,-1.307672,-1.368467,0.207678,1.202516,-0.200394,0.716875,1.396863,-0.049917,0.361187,-0.158341,0.348227,1.052217,0.466212,-0.227056,0.414416,1.508487,-0.191138,-0.153611,-0.969729,0.843779,-0.583354,0.964934,0.260098,0.200952,0.978512,0.360012,0.979988,0.753863,0.173058,0.998754,0.935478,0.987490,0.939979,0.495647,0.893277,0.974333,0.915352,0.062270,0.981789,0.988225,0.244185,0.536691,-0.812218,0.262494,-0.965582,-0.979601,0.206188,0.932948,-0.199055,0.657032,0.984912,-0.049896,0.353385,-0.157680,0.341232,0.868524,0.449506,-0.225110,0.402655,0.998059,-0.189976,-0.153007,0.614144,0.475995,-0.380018,0.501839,0.144995,-0.095217,-0.077710,0.332556,-0.226949,0.242008,0.053067,0.007090,0.014058,-0.144995,0.095217,0.077710,-0.108114,0.161456,-0.054020,-0.979451,-0.332556,0.226949,-0.242008,0.142914,0.139410,0.139492,0.096234,0.080768,0.059740,0.166244,0.142286,0.128219,0.081757,0.053837,0.142882,0.143114,0.103147,0.070571,0.055671,0.158887,0.159558,0.106882,0.074118,0.055411,0.277778,0.984808,-0.173648,0.000000,-0.068144,-0.020042,0.124012,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.333333,0.111111,0.000000,0.333333,0.000000,0.000000,0.111111,0.222222
101,78.5075,-0.518676,0.062677,-0.376902,0.658210,0.413307,0.605502,0.899258,0.989467,0.142184,-0.425379,0.157449,-0.297124,0.734135,0.040559,2.523132,-2.396735,5.126563,0.003966,-1.903303,0.502656,2.405734,-0.884485,0.066390,0.019243,-0.118337,-0.000058,-0.000050,0.642274,0.766475,0.024854,-0.127623,0.000952,-0.000822,-0.006223,1.526522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066319,0.019262,-0.225729,0.154656,2.750000,2.886441,0.567019,-2.199280,0.274990,-1.301324,-1.355189,0.195817,1.208257,-0.201018,0.708513,1.396333,-0.055233,0.367601,-0.158387,0.334745,1.049765,0.466286,-0.227015,0.407481,1.503901,-0.193404,-0.171618,-0.967625,0.843506,-0.587919,0.962428,0.266223,0.213941,0.980889,0.354649,0.979864,0.759330,0.173580,0.998475,0.933192,0.987483,0.944494,0.497775,0.893244,0.974343,0.918122,0.066845,0.981356,0.985310,0.252392,0.537120,-0.808920,0.271538,-0.963912,-0.976847,0.194568,0.934999,-0.199667,0.650706,0.984820,-0.055205,0.359378,-0.157726,0.328528,0.867306,0.449572,-0.225070,0.396298,0.997763,-0.192201,-0.170777,0.614820,0.475820,-0.375734,0.504396,0.085700,-0.110730,-0.085221,0.146674,-0.558310,0.138976,0.051383,0.008975,0.015453,-0.085700,0.110730,0.085221,-0.109047,0.165310,-0.056990,-0.978536,-0.146674,0.558310,-0.138976,0.141183,0.138363,0.138649,0.095760,0.080892,0.060722,0.164485,0.140261,0.126183,0.079741,0.052336,0.141158,0.141569,0.102266,0.070262,0.056757,0.156663,0.157480,0.104971,0.072811,0.056426,0.280556,0.981627,-0.190809,0.000000,-0.066460,-0.021927,0.122617,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.333333,0.111111,0.000000,0.333333,0.000000,0.000000,0.000000,0.111111
102,79.9232,-0.290050,0.087323,-0.523413,0.412104,0.187714,0.648481,2.721238,-1.171993,0.662675,-0.105874,0.321430,-0.000322,1.377916,0.099416,3.264800,-2.765328,4.462458,0.010075,-0.995727,0.222619,2.319069,-0.631029,0.064816,0.018815,-0.116179,-0.000091,-0.000082,0.659821,0.751422,-0.033867,-0.203857,-0.001434,-0.000749,-0.009369,3.069723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.064736,0.018837,-0.223570,0.156188,2.750000,2.881284,0.568579,-2.207140,0.284255,-1.297789,-1.340759,0.186714,1.194719,-0.187983,0.706378,1.396558,-0.057125,0.375965,-0.157453,0.330274,1.035298,0.475261,-0.227000,0.405792,1.497775,-0.194462,-0.185053,-0.966311,0.842667,-0.594259,0.959871,0.269629,0.228013,0.982620,0.367275,0.982383,0.760718,0.173358,0.998369,0.930154,0.987630,0.945953,0.510270,0.889173,0.974346,0.918790,0.072956,0.981152,0.982926,0.257379,0.538435,-0.804274,0.280443,-0.962964,-0.973658,0.185631,0.930112,-0.186878,0.649083,0.984859,-0.057094,0.367171,-0.156804,0.324303,0.860014,0.457570,-0.225055,0.394747,0.997335,-0.193239,-0.183999,0.613571,0.476698,-0.371646,0.508103,0.018544,-0.055766,-0.186633,0.009224,-0.158219,0.360233,0.050269,0.010077,0.017580,-0.018544,0.055766,0.186633,-0.108991,0.168063,-0.061951,-0.977772,-0.009224,0.158219,-0.360233,0.138990,0.136505,0.136931,0.094883,0.080938,0.061620,0.162243,0.137983,0.123947,0.077548,0.050890,0.138970,0.139509,0.101307,0.070027,0.058171,0.154333,0.155259,0.102956,0.071438,0.057267,0.283333,0.978148,-0.207912,0.000000,-0.065346,-0.023030,0.120490,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.333333,0.222222,0.000000,0.222222,0.000000,0.000000,0.000000,0.333333
103,82.5725,0.148758,0.247266,-0.557702,0.448449,-0.106722,0.836805,-0.258991,0.561675,-0.840321,0.306345,0.159531,0.216717,1.367394,0.031820,-0.023317,-0.508829,0.987724,-0.008204,-0.284886,0.440296,1.362671,-0.528142,0.064114,0.022271,-0.113633,-0.000010,-0.000009,0.670142,0.742233,-0.069431,-0.044708,-0.001561,-0.000423,-0.002780,1.200292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.064058,0.022297,-0.221024,0.157719,2.750000,2.882311,0.571544,-2.216603,0.293341,-1.298776,-1.325226,0.184509,1.209104,-0.178953,0.712282,1.396419,-0.059571,0.350332,-0.157981,0.324829,1.048912,0.487359,-0.227006,0.415013,1.502915,-0.176092,-0.195172,-0.966574,0.841067,-0.601843,0.957283,0.268678,0.243109,0.983026,0.353857,0.984031,0.756872,0.173495,0.998226,0.939259,0.987547,0.947705,0.498515,0.883573,0.974344,0.915111,0.067829,0.984536,0.981014,0.256386,0.540932,-0.798615,0.289152,-0.963230,-0.969999,0.183464,0.935299,-0.178000,0.653563,0.984835,-0.059536,0.343210,-0.157325,0.319147,0.866881,0.468294,-0.225062,0.403201,0.997697,-0.175183,-0.193935,0.609415,0.478947,-0.367419,0.514030,-0.001576,0.051424,-0.127901,-0.363921,-0.279014,0.912170,0.049722,0.009705,0.019920,0.001576,-0.051424,0.127901,-0.107281,0.169708,-0.070273,-0.977114,0.363921,0.279014,-0.912170,0.136645,0.134192,0.134602,0.092213,0.077844,0.058815,0.160056,0.136144,0.122240,0.076927,0.053872,0.136623,0.137147,0.098429,0.066616,0.054484,0.152162,0.153078,0.100691,0.068631,0.054313,0.286111,0.974370,-0.224951,0.000000,-0.064799,-0.022658,0.118150,0.000000,0.000000,0.000000,0.222222,0.000000,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,0.222222,0.222222,0.000000,0.111111,0.000000,0.000000,0.000000,0.666667
104,84.1560,0.379338,0.507559,-0.270156,0.376105,-0.372365,0.625647,-0.074559,0.496849,-0.949318,0.793876,-0.041657,0.529809,1.160857,0.065523,0.409529,-0.036708,0.686501,0.001164,-0.721709,0.575415,-1.294652,-0.168329,0.064726,0.022201,-0.113943,0.000009,0.000008,0.671311,0.741176,0.011229,0.097293,0.005093,0.000484,0.005713,0.262442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.064675,0.022228,-0.221334,0.159250,2.750000,2.887835,0.578308,-2.222481,0.298083,-1.306490,-1.313566,0.188344,1.211603,-0.189793,0.727589,1.396126,-0.052023,0.348516,-0.158122,0.329084,1.051272,0.483349,-0.227000,0.410967,1.501265,-0.174698,-0.198970,-0.967976,0.837389,-0.606526,0.955901,0.261240,0.254403,0.982316,0.351519,0.982043,0.746780,0.173783,0.998647,0.939881,0.987525,0.946339,0.496467,0.885444,0.974346,0.916735,0.069475,0.984779,0.980271,0.251043,0.546608,-0.795063,0.293688,-0.965274,-0.967098,0.187232,0.936181,-0.188656,0.665071,0.984784,-0.052000,0.341503,-0.157464,0.323176,0.868056,0.464747,-0.225055,0.399496,0.997584,-0.173811,-0.197660,0.603871,0.479732,-0.364648,0.521755,-0.039382,0.087157,0.113680,-0.677374,-0.626531,0.884728,0.050494,0.008746,0.019519,0.039382,-0.087157,-0.113680,-0.102518,0.171369,-0.078821,-0.976683,0.677374,0.626531,-0.884728,0.137203,0.134689,0.135019,0.092402,0.078006,0.058578,0.160740,0.136927,0.123038,0.077738,0.054485,0.137179,0.137625,0.098593,0.066640,0.054158,0.152740,0.153587,0.101190,0.069016,0.054458,0.288889,0.970296,-0.241922,0.000000,-0.065572,-0.021698,0.118551,0.000000,0.000000,0.000000,0.333333,0.000000,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,0.222222,0.222222,0.000000,0.111111,0.000000,0.000000,0.000000,0.777778
105,84.3367,0.523291,0.531141,-0.276751,0.045238,-0.511907,0.334759,0.705867,0.230611,-0.072215,0.992369,-2.337348,0.616307,1.499222,0.040350,0.695902,-0.269218,1.667543,-0.000640,0.845114,-0.831574,5.685817,0.048854,0.066958,0.022759,-0.115123,0.000052,0.000049,0.675108,0.737719,0.024347,0.075960,0.003044,0.000321,0.004172,0.817995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066920,0.022787,-0.222514,0.160781,2.750000,2.895815,0.586408,-2.226734,0.300302,-1.316502,-1.308581,0.189163,1.216556,-0.185380,0.746736,1.389770,-0.045318,0.335577,-0.158421,0.329811,1.054735,0.495956,-0.227010,0.424078,1.509316,-0.178102,-0.197983,-0.969948,0.832934,-0.609902,0.955247,0.251563,0.259221,0.982162,0.346878,0.982866,0.733910,0.180039,0.998973,0.944220,0.987478,0.946104,0.493458,0.879514,0.974344,0.911419,0.061442,0.984182,0.980465,0.243311,0.553373,-0.792477,0.295809,-0.967841,-0.965818,0.188037,0.937910,-0.184320,0.679247,0.983660,-0.045303,0.329314,-0.157759,0.323864,0.869770,0.475873,-0.225065,0.411480,0.998111,-0.177162,-0.196692,0.598947,0.479456,-0.363534,0.528419,-0.121394,0.123658,0.059689,-0.649066,-0.232595,0.722257,0.052271,0.007275,0.018263,0.121394,-0.123658,-0.059689,-0.097215,0.172510,-0.085187,-0.976490,0.649066,0.232595,-0.722257,0.138919,0.136118,0.136312,0.093038,0.077474,0.056445,0.162538,0.138807,0.124914,0.079864,0.056619,0.138890,0.139211,0.099570,0.066755,0.052236,0.154584,0.155324,0.102633,0.069795,0.053542,0.291667,0.965926,-0.258819,0.000000,-0.067348,-0.020228,0.119807,0.000000,0.000000,0.000000,0.444444,0.000000,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.222222,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.666667
