step,cap_deg,priv_0,priv_1,priv_2,priv_3,priv_4,priv_5,priv_6,priv_7,priv_8,priv_9,priv_10,priv_11,priv_12,priv_13,priv_14,priv_15,priv_16,priv_17,priv_18,priv_19,priv_20,priv_21,priv_22,priv_23,priv_24,priv_25,priv_26,priv_27,priv_28,priv_29,priv_30,priv_31,priv_32,priv_33,priv_34,priv_35,priv_36,priv_37,priv_38,priv_39,priv_40,priv_41,priv_42,priv_43,priv_44,priv_45,priv_46,priv_47,priv_48,priv_49,priv_50,priv_51,priv_52,priv_53,priv_54,priv_55,priv_56,priv_57,priv_58,priv_59,prop_0,prop_1,prop_2,prop_3,prop_4,prop_5,prop_6,prop_7,prop_8,prop_9,prop_10,prop_11,prop_12,prop_13,prop_14,prop_15,prop_16,prop_17,prop_18,prop_19,prop_20,prop_21,prop_22,prop_23,prop_24,prop_25,prop_26,prop_27,prop_28,prop_29,prop_30,prop_31,prop_32,prop_33,prop_34,prop_35,prop_36,prop_37,prop_38,prop_39,prop_40,prop_41,prop_42,prop_43,prop_44,prop_45,prop_46,prop_47,prop_48,prop_49,prop_50,prop_51,prop_52,prop_53,prop_54,prop_55,prop_56,prop_57,prop_58,prop_59,prop_60,prop_61,prop_62,prop_63,prop_64,prop_65,prop_66,prop_67,prop_68,prop_69,prop_70,prop_71,prop_72,prop_73,prop_74,prop_75,targ_0,targ_1,targ_2,targ_3,targ_4,targ_5,targ_6,targ_7,targ_8,targ_9,targ_10,targ_11,targ_12,targ_13,targ_14,targ_15,targ_16,targ_17,targ_18,targ_19,targ_20,targ_21,targ_22,targ_23,targ_24,targ_25,targ_26,targ_27,targ_28,targ_29,targ_30,targ_31,targ_32,targ_33,targ_34,targ_35,targ_36,targ_37,targ_38,targ_39,targ_40,targ_41,targ_42,targ_43,targ_44,targ_45,targ_46,targ_47,targ_48,targ_49,targ_50,targ_51,targ_52,targ_53,targ_54,targ_55,targ_56,targ_57,targ_58,targ_59,targ_60,targ_61,targ_62,targ_63,targ_64
45,17.1957,-0.473242,-0.307344,0.085147,-0.585280,0.435746,0.846910,0.667691,0.467710,0.488814,-1.098505,-0.169719,-0.105031,2.086036,0.492808,0.790569,-1.635976,2.115890,1.052459,0.106328,0.174711,0.641451,0.021890,0.066596,0.005199,-0.136835,-0.000018,-0.000003,0.149056,0.988829,-0.032853,-0.118152,-0.002747,-0.003632,-0.001170,0.163689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066661,0.005083,-0.250922,0.068906,3.333333,2.955399,0.479374,-2.050184,0.144144,-1.335554,-1.594241,0.245027,1.181572,-0.170657,0.529508,1.395467,-0.105331,0.397186,-0.115075,0.404422,0.677354,0.673505,0.245221,0.461460,1.528938,-0.190905,-0.226868,-0.982716,0.887284,-0.461236,0.989629,0.233079,-0.023443,0.970131,0.379471,0.985473,0.863056,0.174433,0.994458,0.922153,0.993386,0.919330,0.779234,0.781640,0.970084,0.895404,0.041846,0.981833,0.974376,0.185119,0.461223,-0.887278,0.143645,-0.972458,-0.999725,0.242583,0.925204,-0.169830,0.505108,0.984669,-0.105136,0.386825,-0.114821,0.393487,0.626733,0.623729,0.242771,0.445256,0.999124,-0.189747,-0.224927,0.636410,0.460396,-0.444782,0.430332,0.080596,-0.096919,-0.146627,0.422045,0.538822,0.402892,0.051777,-0.006382,0.000354,-0.080596,0.096919,0.146627,-0.115742,0.113929,0.033643,-0.986150,-0.422045,-0.538822,-0.402892,0.153226,0.146820,0.145932,0.100447,0.080359,0.059090,0.176732,0.153924,0.139913,0.092249,0.055842,0.153161,0.152552,0.127035,0.097633,0.068648,0.171113,0.171094,0.117693,0.082556,0.059098,0.125000,0.707107,0.707107,0.000000,-0.066854,-0.006570,0.137716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000
46,17.1445,-0.266807,-0.435331,0.095566,-0.484944,0.583735,0.884973,-0.278902,-1.247693,1.449924,-1.076675,-0.166720,-0.056368,2.353879,0.293764,0.537741,-0.244798,-1.238626,0.769358,0.186991,0.161651,-0.295837,0.006733,0.065028,0.005922,-0.134047,0.000003,0.000000,0.149858,0.988708,-0.102335,0.189524,0.003783,-0.002423,-0.000797,0.592344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065095,0.005809,-0.248134,0.070438,3.333333,2.949986,0.472914,-2.048032,0.133701,-1.323584,-1.576410,0.250539,1.161870,-0.145150,0.508667,1.395812,-0.105220,0.408908,-0.111213,0.413402,0.657259,0.679236,0.260352,0.462880,1.520912,-0.193278,-0.226816,-0.981699,0.890245,-0.459325,0.991075,0.244702,-0.005613,0.968779,0.397624,0.989484,0.873394,0.174093,0.994469,0.917556,0.993822,0.915759,0.791670,0.778053,0.966299,0.894770,0.049864,0.981380,0.974387,0.190437,0.455482,-0.888268,0.133303,-0.969598,-0.999984,0.247926,0.917548,-0.144641,0.487014,0.984729,-0.105026,0.397608,-0.110984,0.401727,0.610949,0.628199,0.257421,0.446526,0.998756,-0.192077,-0.224876,0.633838,0.468975,-0.441994,0.427729,0.134351,-0.011192,-0.178018,0.577274,0.505770,0.658335,0.049606,-0.006275,0.003157,-0.134351,0.011192,0.178018,-0.121926,0.108758,0.028185,-0.986160,-0.577274,-0.505770,-0.658335,0.149767,0.143221,0.142129,0.097122,0.077308,0.057781,0.173760,0.151798,0.138055,0.090748,0.055623,0.149693,0.148896,0.124108,0.095217,0.066713,0.168038,0.167865,0.114547,0.079623,0.057045,0.127778,0.719340,0.694658,0.000000,-0.064683,-0.006677,0.134913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000
47,17.2374,-0.379327,-0.393810,0.330623,-0.569422,0.433696,0.970931,-0.804310,-0.473314,1.086948,-0.886760,0.045545,-0.204583,1.284795,-0.192305,-1.056203,-0.019989,-0.594948,0.445540,0.102629,0.469348,0.647488,-0.045318,0.062609,0.006828,-0.132636,-0.000001,-0.000000,0.153027,0.988222,-0.130508,-0.099565,0.007008,-0.008337,-0.002741,0.568315,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062675,0.006715,-0.246723,0.071969,3.333333,2.943952,0.466104,-2.042797,0.121272,-1.314861,-1.557819,0.252888,1.152480,-0.130744,0.491497,1.396833,-0.105420,0.420195,-0.115480,0.415864,0.642118,0.690555,0.268670,0.464736,1.511432,-0.196303,-0.226827,-0.980533,0.893326,-0.454669,0.992656,0.253150,0.012977,0.968194,0.406222,0.991465,0.881627,0.173087,0.994448,0.913009,0.993340,0.914768,0.800829,0.770893,0.964125,0.893940,0.059330,0.980794,0.974385,0.196357,0.449410,-0.890660,0.120975,-0.967427,-0.999916,0.250201,0.913774,-0.130371,0.471946,0.984907,-0.105225,0.407939,-0.115223,0.403981,0.598893,0.636965,0.265450,0.448186,0.998238,-0.195044,-0.224886,0.630776,0.476548,-0.439826,0.426118,0.150003,-0.079123,-0.044308,0.393678,0.314620,0.603019,0.047272,-0.005355,0.004549,-0.150003,0.079123,0.044308,-0.126530,0.103934,0.022750,-0.986240,-0.393678,-0.314620,-0.603019,0.147557,0.141142,0.139961,0.095318,0.075779,0.057626,0.171891,0.150363,0.136771,0.089577,0.055269,0.147479,0.146594,0.122508,0.093884,0.065638,0.165886,0.165638,0.112377,0.077724,0.056174,0.130556,0.731354,0.681998,0.000000,-0.062349,-0.007597,0.133521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.222222,0.000000,0.000000,0.000000,0.000000
48,17.6047,-0.381027,-0.381417,0.318512,-0.642921,0.530429,0.961699,-0.328352,-0.416454,0.359759,-0.570177,-0.014053,-0.105298,1.733781,-0.423994,-0.132765,0.180691,-0.507604,0.003523,0.058910,0.357765,0.432827,-0.026658,0.060161,0.007579,-0.131584,-0.000006,-0.000001,0.155888,0.987775,-0.116768,-0.115648,0.002446,-0.007773,-0.002609,0.336240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.060226,0.007464,-0.245671,0.073500,3.333333,2.937269,0.459818,-2.036632,0.107616,-1.304089,-1.539081,0.254044,1.146895,-0.119003,0.480468,1.396298,-0.105255,0.434393,-0.123757,0.416085,0.634220,0.699764,0.268362,0.466065,1.499256,-0.203330,-0.226696,-0.979199,0.896133,-0.449170,0.994215,0.263556,0.031710,0.967904,0.411319,0.992927,0.886779,0.173614,0.994466,0.907126,0.992352,0.914678,0.805534,0.764994,0.964207,0.893344,0.071479,0.979400,0.974414,0.202904,0.443785,-0.893447,0.107409,-0.964644,-0.999497,0.251320,0.911491,-0.118722,0.462194,0.984814,-0.105061,0.420860,-0.123442,0.404183,0.592549,0.644037,0.265152,0.449374,0.997442,-0.201932,-0.224759,0.628443,0.484236,-0.436893,0.423910,0.135887,-0.059144,-0.061684,0.518242,0.352577,0.594582,0.045018,-0.004611,0.005555,-0.135887,0.059144,0.061684,-0.132201,0.099566,0.017577,-0.986053,-0.518242,-0.352577,-0.594582,0.145744,0.139506,0.138182,0.093664,0.074114,0.056909,0.170549,0.149523,0.136100,0.088987,0.055452,0.145659,0.144631,0.120672,0.092015,0.063930,0.164076,0.163702,0.110492,0.076173,0.055773,0.133333,0.743145,0.669131,0.000000,-0.060095,-0.008342,0.132515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.222222,0.000000,0.000000,0.000000,0.000000
49,17.9366,-0.393130,-0.380913,0.169551,-0.417366,0.529990,0.981408,-0.587640,0.865893,-0.774630,-0.157745,-0.249090,-0.118040,1.411228,-0.323431,0.071512,0.128394,1.554156,-0.199255,0.015429,0.912419,-1.573541,0.012052,0.058555,0.007273,-0.129825,0.000001,0.000000,0.158374,0.987379,-0.255188,0.386322,0.011512,-0.006888,-0.002421,2.255516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.058620,0.007160,-0.243913,0.075031,3.333333,2.930470,0.453838,-2.032682,0.096259,-1.293122,-1.520659,0.252162,1.139485,-0.128411,0.477422,1.394574,-0.105197,0.460699,-0.131130,0.414109,0.616732,0.711257,0.264336,0.464193,1.483137,-0.211672,-0.226025,-0.977796,0.898771,-0.445637,0.995371,0.274120,0.050116,0.968375,0.418062,0.991767,0.888182,0.175312,0.994472,0.895742,0.991415,0.915475,0.815773,0.757542,0.965266,0.894183,0.087547,0.977681,0.974565,0.209558,0.438418,-0.895214,0.096111,-0.961696,-0.998743,0.249498,0.908419,-0.128058,0.459491,0.984513,-0.105003,0.444575,-0.130755,0.402374,0.578372,0.652786,0.261269,0.447701,0.996160,-0.210095,-0.224105,0.626435,0.491658,-0.433740,0.421571,0.148503,-0.065665,-0.109806,0.513005,0.255987,0.592207,0.042861,-0.003889,0.007331,-0.148503,0.065665,0.109806,-0.138045,0.095551,0.012664,-0.985725,-0.513005,-0.255987,-0.592207,0.143289,0.137185,0.135731,0.091398,0.072699,0.057045,0.168533,0.148067,0.134841,0.087599,0.054311,0.143198,0.142041,0.118798,0.090413,0.062986,0.161708,0.161225,0.108162,0.074460,0.055906,0.136111,0.754710,0.656059,0.000000,-0.057938,-0.009063,0.130739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.222222,0.000000,0.000000,0.000000,0.000000
50,18.2251,-0.372141,-0.340211,0.087492,-0.490179,0.505127,0.925166,-0.049072,-1.836170,2.927679,0.334161,-0.033961,-0.120108,1.451504,-0.173347,0.071282,0.411208,-0.110238,-0.432499,0.095965,0.906732,-2.304452,0.075667,0.056774,0.007900,-0.127321,0.000006,0.000001,0.164175,0.986431,0.003278,-0.125699,0.000158,-0.002107,-0.000867,0.510958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056838,0.007786,-0.241408,0.076563,3.333333,2.923840,0.448284,-2.030329,0.084768,-1.281480,-1.500623,0.253459,1.135571,-0.142384,0.483802,1.395544,-0.105162,0.477117,-0.137194,0.412588,0.612416,0.718602,0.256437,0.463875,1.470387,-0.213690,-0.226132,-0.976385,0.901192,-0.443529,0.996409,0.285297,0.070116,0.968051,0.421615,0.989881,0.885233,0.174357,0.994476,0.888322,0.990604,0.916086,0.818262,0.752727,0.967300,0.894325,0.100241,0.977255,0.974541,0.216036,0.433420,-0.896260,0.084666,-0.958439,-0.997539,0.250754,0.906775,-0.141903,0.465148,0.984683,-0.104968,0.459220,-0.136764,0.400981,0.574846,0.658333,0.253636,0.447417,0.994963,-0.212068,-0.224210,0.624107,0.499829,-0.430099,0.419138,0.107098,-0.053631,-0.147823,0.535241,0.368673,0.546732,0.040920,-0.003417,0.009831,-0.107098,0.053631,0.147823,-0.144433,0.091220,0.007044,-0.985276,-0.535241,-0.368673,-0.546732,0.140257,0.134149,0.132531,0.088278,0.070552,0.056594,0.165953,0.146223,0.133250,0.086193,0.054167,0.140158,0.138848,0.115608,0.087241,0.060427,0.158936,0.158328,0.105417,0.072182,0.055151,0.138889,0.766044,0.642788,0.000000,-0.055997,-0.009536,0.128239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000
51,18.8986,-0.319937,-0.102575,-0.048885,-0.276139,0.339379,0.937897,-0.426301,-1.939033,1.323098,0.830382,-0.128500,-0.209637,1.175680,-0.039638,-0.082927,1.974511,-2.124659,-0.440553,0.065445,1.078582,-1.128972,0.044369,0.055409,0.009418,-0.125087,0.000012,0.000002,0.167952,0.985795,0.035293,-0.065227,-0.000928,0.000676,0.000249,0.206503,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055472,0.009305,-0.239174,0.078094,3.333333,2.917759,0.445633,-2.030592,0.077187,-1.273906,-1.480283,0.248215,1.127936,-0.146642,0.499835,1.395716,-0.105369,0.481633,-0.141510,0.407139,0.620336,0.729514,0.248801,0.463400,1.461812,-0.209509,-0.226580,-0.975054,0.902338,-0.443765,0.997023,0.292548,0.090390,0.969353,0.428525,0.989267,0.877662,0.174187,0.994454,0.886240,0.990004,0.918257,0.813683,0.745499,0.969208,0.894538,0.108769,0.978133,0.974440,0.221970,0.431029,-0.896143,0.077110,-0.956251,-0.995906,0.245674,0.903530,-0.146117,0.479281,0.984713,-0.105174,0.463227,-0.141038,0.395984,0.581309,0.666507,0.246243,0.446992,0.994067,-0.207980,-0.224646,0.621432,0.506321,-0.426390,0.419109,0.065008,-0.055638,-0.103338,0.311556,0.084061,0.595174,0.039524,-0.002534,0.012017,-0.065008,0.055638,0.103338,-0.148541,0.088643,0.000765,-0.984925,-0.311556,-0.084061,-0.595174,0.137765,0.131718,0.130051,0.086063,0.069239,0.056210,0.163692,0.144387,0.131577,0.084819,0.054327,0.137664,0.136306,0.112721,0.084019,0.057337,0.156598,0.155956,0.103186,0.070288,0.054437,0.141667,0.777146,0.629320,0.000000,-0.054601,-0.010419,0.126053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000
52,19.3375,-0.309145,0.201811,-0.314063,0.011222,-0.049439,0.982662,2.026130,-0.163274,1.578710,1.046638,0.018530,-0.283011,1.169416,-0.131022,-0.478106,0.232494,2.123442,-0.191872,0.014959,1.467812,-1.203271,0.016854,0.054696,0.010487,-0.123381,-0.000005,-0.000001,0.172767,0.984963,0.002597,-0.133553,-0.002577,-0.002105,-0.000812,0.146655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.054757,0.010370,-0.237468,0.079625,3.333333,2.912027,0.447819,-2.035461,0.076573,-1.274502,-1.460168,0.238606,1.128884,-0.154680,0.520042,1.396188,-0.105636,0.478684,-0.145162,0.395522,0.616498,0.744787,0.244800,0.462723,1.459453,-0.206861,-0.226691,-0.973765,0.901394,-0.448123,0.997070,0.291978,0.110402,0.971668,0.427669,0.988061,0.867798,0.173723,0.994426,0.887602,0.989483,0.922795,0.815908,0.735232,0.970186,0.894840,0.111114,0.978680,0.974415,0.227554,0.433001,-0.893972,0.076498,-0.956425,-0.993887,0.236349,0.903935,-0.154064,0.496917,0.984795,-0.105439,0.460612,-0.144652,0.385290,0.578181,0.677815,0.242362,0.446386,0.993808,-0.205389,-0.224755,0.617985,0.509547,-0.423492,0.423216,-0.006682,-0.104828,-0.083771,-0.143644,-0.158033,0.625900,0.039111,-0.000522,0.013703,0.006682,0.104828,0.083771,-0.147997,0.088687,-0.006110,-0.984984,0.143644,0.158033,-0.625900,0.136228,0.130280,0.128842,0.085236,0.069449,0.056710,0.161800,0.142205,0.129344,0.082625,0.053073,0.136135,0.134993,0.112401,0.083893,0.057602,0.155066,0.154613,0.102010,0.069609,0.055110,0.144444,0.788011,0.615662,0.000000,-0.054188,-0.012431,0.124367,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000
53,19.8975,-0.019516,0.454724,-0.467299,0.033268,-0.246454,1.030026,3.293637,0.951726,2.615963,1.146344,0.290010,-0.449928,0.535236,-0.166825,-0.536039,0.535749,0.597690,0.150648,0.087148,1.390743,-1.016970,-0.051298,0.054943,0.012996,-0.122256,-0.000001,-0.000000,0.177177,0.984179,-0.053310,0.076680,-0.001150,-0.001397,-0.000562,0.612325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055003,0.012879,-0.236344,0.081156,3.333333,2.910061,0.454069,-2.043001,0.078877,-1.280296,-1.439392,0.240175,1.136603,-0.145443,0.542175,1.396709,-0.106025,0.458668,-0.148248,0.382319,0.618496,0.759797,0.247012,0.461579,1.466295,-0.196202,-0.227077,-0.973316,0.898670,-0.454851,0.996891,0.286432,0.131027,0.971296,0.420679,0.989442,0.856588,0.173209,0.994385,0.896643,0.989031,0.927802,0.814752,0.724976,0.969647,0.895351,0.104311,0.980814,0.974329,0.229468,0.438626,-0.890568,0.078795,-0.958101,-0.991379,0.237873,0.907210,-0.144931,0.516000,0.984885,-0.105827,0.442754,-0.147706,0.373073,0.579810,0.688774,0.244508,0.445362,0.994545,-0.194946,-0.225130,0.612818,0.512052,-0.420280,0.430839,-0.080066,-0.020372,-0.065928,-0.370823,-0.235195,0.950644,0.039603,0.000878,0.014787,0.080066,0.020372,0.065928,-0.144614,0.089940,-0.015507,-0.985270,0.370823,0.235195,-0.950644,0.135573,0.129578,0.128345,0.084960,0.069257,0.056007,0.160717,0.140782,0.127837,0.081476,0.053586,0.135488,0.134545,0.112496,0.083843,0.057211,0.154472,0.154195,0.101660,0.069211,0.054683,0.147222,0.798636,0.601815,0.000000,-0.054681,-0.013830,0.123283,0.000000,0.000000,0.000000,0.222222,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,0.000000,0.000000
54,20.4107,-0.085108,0.648102,-0.386308,-0.107155,-0.451169,0.941059,2.072701,1.392066,0.437664,1.045223,-0.129638,-0.477328,0.433027,-0.186880,-0.456277,0.371751,1.203650,0.230346,0.117154,1.409385,-0.065823,-0.053126,0.056030,0.015278,-0.122160,-0.000010,-0.000002,0.174926,0.984582,-0.025639,0.104822,0.002547,0.000511,0.000206,-0.183870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056090,0.015159,-0.236248,0.082687,3.333333,2.908481,0.463794,-2.050351,0.078603,-1.289496,-1.418908,0.237810,1.159181,-0.158801,0.562376,1.395587,-0.105941,0.443207,-0.151454,0.370656,0.625293,0.780796,0.250720,0.460530,1.477978,-0.182748,-0.227074,-0.972952,0.894362,-0.461384,0.996912,0.277606,0.151305,0.971856,0.400090,0.987418,0.845991,0.174315,0.994393,0.903381,0.988553,0.932090,0.810792,0.710354,0.968734,0.895817,0.092685,0.983348,0.974329,0.231006,0.447344,-0.887200,0.078522,-0.960695,-0.988487,0.235575,0.916476,-0.158134,0.533197,0.984690,-0.105743,0.428839,-0.150876,0.362227,0.585335,0.703845,0.248102,0.444423,0.995695,-0.181732,-0.225127,0.606847,0.513731,-0.417931,0.439489,-0.144987,-0.063911,0.030560,-0.588561,-0.285705,0.789668,0.041345,0.002430,0.014789,0.144987,0.063911,-0.030560,-0.139473,0.091177,-0.025028,-0.985702,0.588561,0.285705,-0.789668,0.136449,0.130094,0.129111,0.085215,0.069198,0.054709,0.160835,0.140294,0.127158,0.080733,0.053105,0.136376,0.135684,0.113929,0.084680,0.056865,0.155536,0.155485,0.102996,0.070292,0.054865,0.150000,0.809017,0.587785,0.000000,-0.056422,-0.015383,0.123281,0.000000,0.000000,0.000000,0.333333,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000
55,20.1487,0.120318,0.782630,-0.287189,-0.124254,-0.601704,0.975568,2.071701,1.863405,0.172510,0.797939,-0.550419,-0.460721,0.634749,-0.133897,-0.115015,-0.126980,1.002901,0.288827,0.140921,0.814874,0.184838,-0.068582,0.057802,0.016728,-0.123804,-0.000012,-0.000002,0.176386,0.984321,-0.110509,-0.010512,0.000224,-0.006090,-0.002347,0.106672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057862,0.016609,-0.237891,0.084219,3.333333,2.909516,0.475832,-2.056143,0.078286,-1.300788,-1.398909,0.239647,1.186642,-0.189064,0.577763,1.386339,-0.105924,0.418910,-0.154387,0.363305,0.625949,0.808828,0.256329,0.460067,1.492922,-0.178313,-0.227104,-0.973191,0.888912,-0.466515,0.996937,0.266739,0.171042,0.971422,0.374775,0.982181,0.837687,0.183413,0.994395,0.913533,0.988106,0.934727,0.810408,0.690347,0.967327,0.896023,0.077796,0.984144,0.974322,0.229999,0.458078,-0.884513,0.078206,-0.963769,-0.985264,0.237359,0.927116,-0.187940,0.546151,0.983036,-0.105726,0.406765,-0.153774,0.355365,0.585866,0.723479,0.253531,0.444008,0.996969,-0.177370,-0.225157,0.600242,0.514710,-0.414937,0.450123,-0.157516,-0.014893,0.132567,-0.791636,-0.459954,1.017775,0.043375,0.003351,0.013104,0.157516,0.014893,-0.132567,-0.132945,0.093655,-0.035880,-0.986036,0.791636,0.459954,-1.017775,0.138921,0.132350,0.131516,0.086787,0.070225,0.054201,0.162767,0.141578,0.128231,0.081927,0.054419,0.138855,0.138311,0.116722,0.086552,0.056950,0.157969,0.158046,0.105421,0.072201,0.055135,0.152778,0.819152,0.573576,0.000000,-0.058452,-0.016303,0.124966,0.000000,0.000000,0.000000,0.222222,0.000000,0.111111,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000
56,20.3187,0.331627,0.839202,-0.164070,-0.351051,-0.449781,0.912143,1.872911,0.893469,0.174036,0.439729,0.064981,-0.362007,0.619423,0.031574,0.338724,-0.376934,-2.010724,0.134417,0.153938,0.603106,0.833487,-0.045768,0.059718,0.016706,-0.126356,-0.000021,-0.000004,0.178770,0.983891,0.039760,0.103673,-0.003245,0.003814,0.001490,0.396699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.059777,0.016585,-0.240444,0.085750,3.333333,2.914141,0.489023,-2.059508,0.073261,-1.310121,-1.379567,0.237618,1.197188,-0.218393,0.586076,1.387694,-0.105685,0.417190,-0.156431,0.363917,0.614568,0.832820,0.259248,0.460387,1.500291,-0.180402,-0.227049,-0.974244,0.882792,-0.469489,0.997318,0.257733,0.190066,0.971901,0.364977,0.976247,0.833117,0.182081,0.994421,0.914231,0.987790,0.934510,0.817023,0.672792,0.966583,0.895881,0.070447,0.983772,0.974335,0.225495,0.469764,-0.882938,0.073195,-0.966216,-0.981771,0.235389,0.931017,-0.216661,0.553097,0.983283,-0.105488,0.405193,-0.155794,0.355937,0.576605,0.739831,0.256354,0.444294,0.997515,-0.179425,-0.225104,0.593032,0.517207,-0.410904,0.460399,-0.182373,0.090742,0.175533,-0.626153,-0.427774,1.177672,0.045923,0.002533,0.010512,0.182373,-0.090742,-0.175533,-0.127647,0.095464,-0.048076,-0.986043,0.626153,0.427774,-1.177672,0.142238,0.135302,0.134322,0.088597,0.071180,0.053344,0.166055,0.144791,0.131355,0.084733,0.055564,0.142168,0.141498,0.119786,0.088680,0.057410,0.161359,0.161328,0.108529,0.074760,0.055794,0.155556,0.829038,0.559193,0.000000,-0.061000,-0.015486,0.127558,0.000000,0.000000,0.000000,0.222222,0.000000,0.111111,0.111111,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000
