step,cap_deg,raw_th_c_d,raw_th_c_p,raw_th_ny_d,raw_th_ny_p,raw_th_py_d,raw_th_py_p,raw_ix_c_d,raw_ix_c_p,raw_ix_ny_d,raw_ix_ny_p,raw_ix_py_d,raw_ix_py_p,raw_mi_c_d,raw_mi_c_p,raw_mi_ny_d,raw_mi_ny_p,raw_mi_py_d,raw_mi_py_p,raw_ri_c_d,raw_ri_c_p,raw_ri_ny_d,raw_ri_ny_p,raw_ri_py_d,raw_ri_py_p,filt_th_c_d,filt_th_c_p,filt_th_ny_d,filt_th_ny_p,filt_th_py_d,filt_th_py_p,filt_ix_c_d,filt_ix_c_p,filt_ix_ny_d,filt_ix_ny_p,filt_ix_py_d,filt_ix_py_p,filt_mi_c_d,filt_mi_c_p,filt_mi_ny_d,filt_mi_ny_p,filt_mi_py_d,filt_mi_py_p,filt_ri_c_d,filt_ri_c_p,filt_ri_ny_d,filt_ri_ny_p,filt_ri_py_d,filt_ri_py_p,lvl_th_c_d,lvl_th_c_p,lvl_th_ny_d,lvl_th_ny_p,lvl_th_py_d,lvl_th_py_p,lvl_ix_c_d,lvl_ix_c_p,lvl_ix_ny_d,lvl_ix_ny_p,lvl_ix_py_d,lvl_ix_py_p,lvl_mi_c_d,lvl_mi_c_p,lvl_mi_ny_d,lvl_mi_ny_p,lvl_mi_py_d,lvl_mi_py_p,lvl_ri_c_d,lvl_ri_c_p,lvl_ri_ny_d,lvl_ri_ny_p,lvl_ri_py_d,lvl_ri_py_p,tot_th,tot_ix,tot_mi,tot_ri
38,22.416,0.00051,0.00299,0.29080,0.28890,0.49077,0.50266,0.06805,0.37008,2.12520,2.07674,0.00000,0.40358,0.02184,0.20032,0.00725,0.00000,0.19378,0.07241,0.92138,0.31818,0.00000,0.00000,0.05621,1.07402,0.02919,0.00412,0.59704,0.60604,0.47058,0.86378,0.14065,0.26187,1.40798,1.58913,0.00000,0.29712,0.02563,0.25546,0.00282,0.04634,0.23057,0.52792,0.30203,0.57937,0.00000,0.00000,0.10909,0.50616,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57663,5.04366,0.49561,2.36978
39,22.354,0.00063,0.00462,0.47474,0.50857,0.83172,0.83232,0.12650,0.47698,2.84177,2.67402,0.00000,0.00000,0.01590,0.28347,0.00000,0.00000,0.22852,0.13445,3.11160,1.88350,0.00000,0.00000,0.06674,1.94616,0.02062,0.00427,0.56035,0.57680,0.57892,0.85434,0.13641,0.32640,1.83812,1.91460,0.00000,0.20799,0.02271,0.26386,0.00197,0.03244,0.22995,0.40988,1.14490,0.97061,0.00000,0.00000,0.09638,0.93816,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.65260,6.11926,0.66234,7.00799
40,23.075,0.00120,0.00810,0.87544,0.91980,1.05668,1.34643,1.58168,0.41283,0.00000,1.79869,0.00000,0.00000,0.14855,0.53781,0.00000,0.00000,0.41591,0.36837,2.70597,2.19586,0.00000,0.00000,0.06358,1.35828,0.01479,0.00542,0.65488,0.67970,0.72225,1.00197,0.56999,0.35233,1.28668,1.87983,0.00000,0.14559,0.06046,0.34605,0.00138,0.02271,0.28574,0.39743,1.61322,1.33818,0.00000,0.00000,0.08654,1.06420,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4.20765,3.79321,1.47064,6.32368
41,24.802,0.00096,0.00556,0.39788,0.41200,0.37076,0.46388,1.35161,0.35371,0.00000,1.62770,0.00000,0.00000,0.60230,1.71424,0.00000,0.00000,1.53157,2.34907,0.00000,3.98356,0.00000,0.00000,0.15885,1.62952,0.01064,0.00546,0.57778,0.59939,0.61680,0.84054,0.80448,0.35274,0.90068,1.80419,0.00000,0.10191,0.22301,0.75650,0.00097,0.01589,0.65949,0.98292,1.12926,2.13180,0.00000,0.00000,0.10823,1.23379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1.65105,3.33302,6.19718,5.77194
42,25.789,0.00295,0.01091,1.07289,1.06492,1.04082,1.11087,0.00000,0.00621,0.00000,0.01951,0.00000,0.00000,0.00000,1.77402,0.00000,0.10257,1.91055,2.18518,0.00000,3.22836,0.00000,0.00000,1.96768,0.81979,0.00834,0.00710,0.72631,0.73905,0.74401,0.92164,0.56313,0.24878,0.63047,1.26878,0.00000,0.07134,0.15611,1.06176,0.00068,0.04190,1.03481,1.34360,0.79048,2.46077,0.00000,0.00000,0.66607,1.10959,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2,0,0,0,1,4.30337,0.02571,5.97232,6.01583
43,28.617,0.00379,0.01099,0.46854,0.46920,0.43471,0.47227,0.00000,0.00734,0.00000,0.02269,0.00000,0.00000,0.00000,1.12865,0.00000,0.94794,4.44164,4.44892,0.00000,3.92532,0.00000,0.00000,1.78783,0.54305,0.00697,0.00826,0.64898,0.65809,0.65122,0.78683,0.39419,0.17635,0.44133,0.89495,0.00000,0.04994,0.10928,1.08183,0.00047,0.31371,2.05686,2.27520,0.55334,2.90013,0.00000,0.00000,1.00260,0.93963,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,1,0,1.85950,0.03003,10.96716,6.25620
44,29.893,0.03620,0.01510,0.61749,0.61289,0.63264,0.62611,0.00000,0.01040,0.00000,0.02813,0.00000,0.00000,0.00000,0.95554,0.00000,2.91957,0.00000,7.23986,0.00000,5.62644,0.00000,0.00000,0.00000,0.64709,0.01574,0.01031,0.63953,0.64453,0.64565,0.73862,0.27594,0.12656,0.30893,0.63491,0.00000,0.03496,0.07649,1.04394,0.00033,1.09547,1.43980,3.76460,0.38734,3.71803,0.00000,0.00000,0.70182,0.85187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,3,0,0,0,0,2.54043,0.03852,11.11497,6.27354
45,32.123,0.32360,0.01824,2.40178,2.54639,0.00000,2.01098,0.00000,0.02878,0.00000,0.03658,0.00000,0.00000,0.00000,1.53437,0.00000,0.01725,0.00000,1.60116,0.00000,8.34751,0.00000,0.00000,0.00000,1.01248,0.10810,0.01269,1.16821,1.21509,0.45195,1.12033,0.19315,0.09723,0.21625,0.45541,0.00000,0.02447,0.05355,1.19107,0.00023,0.77200,1.00786,3.11556,0.27113,5.10687,0.00000,0.00000,0.49127,0.90005,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,4,0,0,0,0,7.30099,0.06535,3.15278,9.35999
46,33.840,0.00000,0.00812,1.97872,4.58925,0.00000,2.91936,0.00000,0.41946,0.00000,0.20532,0.00000,0.00000,0.00000,0.44893,0.00000,0.00000,0.00000,0.09260,0.00000,2.76779,0.00000,0.00000,0.00000,0.67995,0.07567,0.01132,1.41136,2.22734,0.31637,1.66004,0.13521,0.19390,0.15138,0.38038,0.00000,0.01713,0.03748,0.96843,0.00016,0.54040,0.70550,2.20867,0.18979,4.40515,0.00000,0.00000,0.34389,0.83402,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,9.49545,0.62478,0.54153,3.44774
47,34.018,0.00000,0.01572,0.28345,1.54932,0.00000,1.38068,0.00000,0.02360,0.00000,0.05347,0.00000,0.00000,0.00000,2.83395,0.00000,0.00636,0.00000,2.28057,0.00000,1.34716,0.00000,0.00000,0.00000,0.35989,0.05297,0.01264,1.07299,2.02393,0.22146,1.57623,0.09465,0.14281,0.10596,0.28231,0.00000,0.01199,0.02624,1.52809,0.00011,0.38019,0.49385,2.23024,0.13286,3.48775,0.00000,0.00000,0.24072,0.69178,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,3.22917,0.07707,5.12088,1.70704
48,34.445,0.11228,0.00728,0.64978,0.65721,0.00000,0.60509,0.00000,0.01293,0.00000,0.05248,0.00000,0.00000,0.00000,1.48587,0.00000,0.00000,1.53532,1.44416,0.00000,0.34710,0.00000,0.00000,0.22275,0.13518,0.07076,0.01103,0.94603,1.61392,0.15502,1.28489,0.06625,0.10385,0.07417,0.21336,0.00000,0.00839,0.01837,1.51542,0.00008,0.26613,0.80629,1.99442,0.09300,2.54556,0.00000,0.00000,0.23533,0.52480,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,2.03164,0.06542,4.46535,0.70502
49,34.730,0.14211,0.00804,0.56642,0.56279,0.00000,0.56039,0.30033,0.09020,0.00000,0.48990,0.00000,0.00000,0.53823,1.09975,0.00000,0.00000,1.24094,0.95205,0.00000,0.23128,0.00000,0.00000,0.19498,0.13625,0.09217,0.01013,0.83215,1.29858,0.10851,1.06754,0.13647,0.09975,0.05192,0.29632,0.00000,0.00588,0.17433,1.39072,0.00006,0.18629,0.93669,1.68171,0.06510,1.85127,0.00000,0.00000,0.22323,0.40823,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1.83976,0.88042,3.83098,0.56251
50,35.017,0.01901,0.00983,0.71318,0.71039,0.00000,0.73853,0.75100,0.19683,0.00000,0.99506,0.00000,0.00000,0.22786,0.35527,0.00000,0.00000,0.29723,0.22942,0.00000,0.17762,0.00000,0.00000,0.07702,0.16907,0.07022,0.01004,0.79646,1.12212,0.07596,0.96884,0.32083,0.12888,0.03635,0.50594,0.00000,0.00411,0.19039,1.08008,0.00004,0.13040,0.74485,1.24602,0.04557,1.34918,0.00000,0.00000,0.17936,0.33648,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2.19094,1.94289,1.10979,0.42371
51,35.500,0.00188,0.00940,0.72009,0.73375,0.77354,0.82028,0.27220,0.29529,0.00000,1.59253,0.00000,0.27936,0.09536,0.11272,0.00000,0.00000,0.10189,0.05283,0.00000,0.18736,0.00000,0.00000,0.02857,0.23722,0.04972,0.00985,0.77355,1.00561,0.28523,0.92427,0.30624,0.17880,0.02544,0.83192,0.00000,0.08669,0.16188,0.78988,0.00003,0.09128,0.55196,0.88807,0.03190,1.00063,0.00000,0.00000,0.13413,0.30670,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.05894,2.43937,0.36281,0.45315
52,35.676,0.00156,0.00829,0.56340,0.58123,0.59558,0.64278,0.90513,0.33646,0.00000,1.93422,0.00000,0.36426,0.11777,0.13429,0.00000,0.00000,0.11862,0.06642,0.00000,0.54085,0.00000,0.00000,0.05901,0.55477,0.03527,0.00938,0.71050,0.87829,0.37834,0.83982,0.48591,0.22610,0.01781,1.16261,0.00000,0.16996,0.14865,0.59320,0.00002,0.06390,0.42196,0.64157,0.02233,0.86270,0.00000,0.00000,0.11159,0.38112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39283,3.54007,0.43711,1.15463
53,35.726,0.00134,0.00707,0.40733,0.42007,0.40441,0.43928,1.49775,0.35465,0.00000,2.30562,0.00000,0.00000,0.16109,0.26460,0.00000,0.00000,0.21052,0.21168,0.00000,2.37479,0.00000,0.00000,0.13308,1.31294,0.02509,0.00869,0.61955,0.74083,0.38616,0.71966,0.78946,0.26466,0.01247,1.50551,0.00000,0.11897,0.15238,0.49462,0.00001,0.04473,0.35853,0.51261,0.01563,1.31633,0.00000,0.00000,0.11804,0.66067,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.67949,4.15802,0.84789,3.82082
54,35.876,0.00179,0.00850,0.83580,0.84789,0.89839,0.91080,0.50158,0.16711,0.00000,0.62196,0.00000,0.00000,0.47684,0.90823,0.00000,0.00000,0.88284,0.92692,0.00000,3.73692,0.00000,0.00000,0.09887,1.01840,0.01810,0.00863,0.68443,0.77294,0.53983,0.77700,0.70310,0.23540,0.00873,1.24045,0.00000,0.08328,0.24972,0.61870,0.00001,0.03131,0.51582,0.63690,0.01094,2.04251,0.00000,0.00000,0.11229,0.76799,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3.50317,1.29066,3.19482,4.85419
55,36.746,0.00232,0.00809,0.64892,0.64787,0.63032,0.65427,0.00000,0.66850,0.00000,3.78785,0.00000,0.00000,0.00000,0.66701,0.00000,0.00000,1.04016,0.97753,0.00000,4.22201,0.00000,0.00000,0.55495,0.87040,0.01337,0.00847,0.67377,0.73542,0.56698,0.74018,0.49217,0.36533,0.00611,2.00467,0.00000,0.05830,0.17480,0.63320,0.00001,0.02192,0.67312,0.73909,0.00766,2.69636,0.00000,0.00000,0.24509,0.79871,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.59179,4.45636,2.68470,5.64736
56,37.541,0.00361,0.01103,0.78716,0.78697,0.74932,0.75632,0.00000,0.41294,0.00000,2.81767,0.00000,0.00000,0.00000,0.97409,0.00000,0.00000,1.56204,1.78798,0.00000,3.34321,0.00000,0.00000,0.44178,0.55036,0.01044,0.00924,0.70779,0.75089,0.62168,0.74502,0.34452,0.37961,0.00428,2.24857,0.00000,0.04081,0.12236,0.73547,0.00000,0.01534,0.93980,1.05376,0.00536,2.89041,0.00000,0.00000,0.30410,0.72421,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3.09440,3.23061,4.32412,4.33535
57,39.309,0.00362,0.00679,0.68400,0.69124,0.68316,0.60526,0.00000,0.82775,0.00000,4.29626,0.00000,0.00000,0.00000,0.45792,0.00000,0.00000,0.83330,0.87335,0.00000,2.11335,0.00000,0.00000,1.98401,0.31830,0.00839,0.00851,0.70065,0.73299,0.64012,0.70309,0.24116,0.51406,0.00299,2.86288,0.00000,0.02856,0.08565,0.65220,0.00000,0.01074,0.90785,0.99963,0.00375,2.65729,0.00000,0.00000,0.80807,0.60243,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.67408,5.12401,2.16457,4.41565
58,40.442,0.33394,0.00919,1.20163,1.24589,0.00000,0.95618,0.00000,0.00763,0.00000,0.02298,0.00000,0.00000,0.00000,1.47017,0.00000,0.26035,0.00000,2.93934,0.00000,2.44717,0.00000,0.00000,2.16972,0.32881,0.10606,0.00871,0.85094,0.88686,0.44809,0.77902,0.16881,0.36213,0.00210,2.01091,0.00000,0.02000,0.05996,0.89759,0.00000,0.08562,0.63549,1.58154,0.00263,2.59426,0.00000,0.00000,1.21656,0.52035,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,3.74682,0.03061,4.66986,4.94570
59,41.185,0.48029,0.01791,0.98117,3.36737,0.00000,2.32913,0.00000,0.01305,0.00000,0.03205,0.00000,0.00000,0.00000,1.76668,0.00000,0.09806,0.00000,2.06901,0.00000,5.76227,0.00000,0.00000,0.00000,0.75341,0.21833,0.01147,0.89001,1.63101,0.31366,1.24405,0.11817,0.25740,0.00147,1.41725,0.00000,0.01400,0.04197,1.15832,0.00000,0.08935,0.44485,1.72778,0.00184,3.54466,0.00000,0.00000,0.85159,0.59026,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,7.17588,0.04510,3.93374,6.51567
60,41.417,0.00000,0.01781,0.60747,2.75936,0.00000,2.03134,0.00000,0.01157,0.00000,0.02843,0.00000,0.00000,0.00000,1.70682,0.00000,0.04724,0.00000,2.25176,0.00000,3.40781,0.00000,0.00000,0.00000,0.52717,0.15283,0.01337,0.80525,1.96952,0.21956,1.48024,0.08272,0.18366,0.00103,1.00060,0.00000,0.00980,0.02938,1.32287,0.00000,0.07672,0.31139,1.88498,0.00129,3.50360,0.00000,0.00000,0.59612,0.57133,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,5.41598,0.04000,4.00582,3.93497
61,41.423,0.00000,0.01520,0.45437,3.03830,0.00000,1.84976,0.00000,0.00771,0.00000,0.01783,0.00000,0.00000,0.00000,1.16765,0.00000,0.03789,0.00000,1.10427,0.00000,1.02771,0.00000,0.00000,0.00000,0.22608,0.10698,0.01392,0.69998,2.29015,0.15369,1.59109,0.05790,0.13087,0.00072,0.70577,0.00000,0.00686,0.02057,1.27630,0.00000,0.06507,0.21797,1.65076,0.00090,2.76083,0.00000,0.00000,0.41728,0.46776,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,5.35762,0.02554,2.30981,1.25378
62,41.497,0.00000,0.01132,0.32462,1.65997,0.00000,1.15835,0.00000,0.01225,0.00000,0.04299,0.00000,0.00000,0.00000,0.63437,0.00000,0.00000,0.70282,0.74806,0.00000,0.14340,0.00000,0.00000,0.08166,0.04379,0.07489,0.01314,0.58738,2.10110,0.10759,1.46127,0.04053,0.09529,0.00050,0.50694,0.00000,0.00480,0.01440,1.08372,0.00000,0.04555,0.36343,1.37995,0.00063,1.97560,0.00000,0.00000,0.31660,0.34057,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3.15427,0.05524,2.08525,0.26885
63,41.748,0.25405,0.01568,0.67843,0.73381,0.00000,0.72633,0.35287,0.09413,0.00000,0.49516,0.00000,0.00000,0.16150,0.29934,0.00000,0.00000,0.35944,0.43113,0.00000,0.27148,0.00000,0.00000,0.12904,0.11361,0.12864,0.01390,0.61469,1.69091,0.07531,1.24079,0.13423,0.09494,0.00035,0.50340,0.00000,0.00336,0.05853,0.84841,0.00000,0.03189,0.36223,1.09531,0.00044,1.46437,0.00000,0.00000,0.26033,0.27248,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.40831,0.94216,1.25142,0.51413
64,42.272,0.00246,0.00899,0.49783,0.49753,0.47648,0.49471,0.11136,0.24829,0.00000,1.85961,0.00000,0.00000,0.01068,0.11725,0.00000,0.00000,0.11344,0.12996,0.00000,0.23540,0.00000,0.00000,0.01412,0.16959,0.09078,0.01243,0.57963,1.33290,0.19566,1.01697,0.12737,0.14094,0.00025,0.91026,0.00000,0.00235,0.04417,0.62906,0.00000,0.02232,0.28759,0.80570,0.00031,1.09568,0.00000,0.00000,0.18647,0.24161,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.97800,2.21926,0.37133,0.41911
65,42.642,0.00178,0.01160,0.69298,0.71261,0.60959,0.75022,0.02895,0.11369,1.07894,0.87121,0.00000,0.00000,0.00790,0.10304,0.00513,0.00000,0.09366,0.06347,0.06522,0.03832,0.00000,0.00000,0.00481,0.05443,0.06408,0.01218,0.61364,1.14681,0.31984,0.93694,0.09784,0.13277,0.32385,0.89855,0.00000,0.00165,0.03329,0.47126,0.00154,0.01562,0.22941,0.58303,0.01978,0.77847,0.00000,0.00000,0.13197,0.18546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77877,2.09279,0.27320,0.16277
66,42.925,0.00119,0.00928,0.67918,0.72629,0.84513,0.84480,0.04360,0.16671,1.34647,1.13026,0.00000,0.00000,0.01729,0.16147,0.00543,0.00000,0.15404,0.07497,0.34889,0.20613,0.00000,0.00000,0.02340,0.30481,0.04521,0.01131,0.63330,1.02066,0.47743,0.90930,0.08157,0.14295,0.63064,0.96806,0.00000,0.00115,0.02849,0.37832,0.00271,0.01094,0.20680,0.43061,0.11852,0.60677,0.00000,0.00000,0.09940,0.22126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10587,2.68704,0.41321,0.88323
67,43.070,0.00088,0.00607,0.47022,0.49386,0.56670,0.56716,0.07904,0.27927,2.32714,1.95999,0.00000,0.00000,0.00968,0.18849,0.01762,0.00000,0.16832,0.12227,1.66591,1.21137,0.00000,0.00000,0.05463,0.97034,0.03191,0.00974,0.58438,0.86262,0.50421,0.80666,0.08081,0.18385,1.13959,1.26564,0.00000,0.00081,0.02285,0.32137,0.00718,0.00766,0.19526,0.33811,0.58273,0.78815,0.00000,0.00000,0.08597,0.44598,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10487,4.64544,0.50638,3.90224
68,43.062,0.00067,0.00540,0.27672,0.29533,0.30590,0.30576,0.95308,0.60605,0.00000,4.41237,0.00000,0.00000,0.00785,0.34703,0.00000,0.00000,0.37032,0.50280,3.24199,3.33006,0.00000,0.00000,0.05364,1.06722,0.02254,0.00843,0.49208,0.69243,0.44472,0.65639,0.34249,0.31051,0.79771,2.20966,0.00000,0.00056,0.01835,0.32907,0.00503,0.00536,0.24778,0.38752,1.38051,1.55072,0.00000,0.00000,0.07627,0.63236,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.18978,5.97149,1.22799,7.69291
69,43.889,0.00162,0.01248,0.67574,0.70909,0.69961,0.71992,2.86922,0.30913,0.00000,1.71502,0.00000,0.00000,0.54697,0.67104,0.00000,0.12599,1.04713,1.44844,0.00000,8.53259,0.00000,0.00000,0.08731,1.36230,0.01626,0.00965,0.54718,0.69743,0.52118,0.67545,1.10051,0.31010,0.55840,2.06127,0.00000,0.00040,0.17693,0.43166,0.00352,0.04155,0.48758,0.70579,0.96636,3.64528,0.00000,0.00000,0.07958,0.85134,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2.81847,4.89337,3.83958,9.98220
70,45.248,0.00178,0.01443,0.65772,0.67725,0.64834,0.67753,0.00000,0.67312,0.00000,3.90419,0.00000,0.00000,0.43007,0.74477,0.00000,0.31936,1.58956,2.29674,0.00000,4.35796,0.00000,0.00000,1.33617,0.66920,0.01192,0.01108,0.58034,0.69137,0.55933,0.67607,0.77036,0.41900,0.39088,2.61414,0.00000,0.00028,0.25288,0.52559,0.00246,0.12489,0.81818,1.18308,0.67645,3.85909,0.00000,0.00000,0.45656,0.79670,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2.67705,4.57732,5.38050,6.36332
71,46.109,0.00147,0.00658,2.46298,2.43125,2.97163,2.22266,0.00000,0.01105,0.00000,0.02014,0.00000,0.00000,0.13758,0.18095,0.00000,0.01110,0.18662,0.13054,0.00000,2.12883,0.00000,0.00000,1.30990,0.43146,0.00878,0.00973,1.14513,1.21334,1.28302,1.14005,0.53925,0.29662,0.27362,1.83594,0.00000,0.00019,0.21829,0.42220,0.00172,0.09075,0.62871,0.86732,0.47352,3.34001,0.00000,0.00000,0.71256,0.68712,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10.09657,0.03119,0.64679,3.87019
72,48.251,0.00240,0.00605,1.52621,1.46302,1.58298,1.23366,0.00000,0.78711,0.00000,2.06879,0.00000,0.00000,0.00000,0.77006,0.00000,0.22564,0.84539,1.41494,0.00000,3.66687,0.00000,0.00000,1.51129,0.63119,0.00687,0.00863,1.25946,1.28824,1.37301,1.16813,0.37748,0.44377,0.19153,1.90580,0.00000,0.00014,0.15280,0.52656,0.00121,0.13122,0.69372,1.03160,0.33146,3.43807,0.00000,0.00000,0.95218,0.67034,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5.81432,2.85590,3.25603,5.80935
73,47.141,0.00163,0.00389,0.12269,0.12877,0.13671,0.13564,0.00000,0.82517,0.00000,3.33742,0.00000,0.00000,0.00000,0.29616,0.00000,0.66352,1.69931,1.87842,0.00000,6.20705,0.00000,0.00000,0.00000,0.51774,0.00530,0.00721,0.91843,0.94040,1.00212,0.85838,0.26423,0.55819,0.13407,2.33528,0.00000,0.00009,0.10696,0.45744,0.00084,0.29091,0.99539,1.28565,0.23202,4.26876,0.00000,0.00000,0.66653,0.62456,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0.52933,4.16259,4.53742,6.72478
74,47.330,0.01208,0.03166,0.53910,0.53504,0.69870,0.69221,0.00000,0.42023,0.00000,1.10190,0.00000,0.00000,0.00000,0.14021,0.00000,2.25619,0.00000,2.82046,0.00000,8.89079,0.00000,0.00000,0.00000,0.44919,0.00733,0.01454,0.80463,0.81879,0.91109,0.80853,0.18496,0.51680,0.09385,1.96527,0.00000,0.00007,0.07487,0.36227,0.00059,0.88049,0.69678,1.74609,0.16242,5.65537,0.00000,0.00000,0.46657,0.57195,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2.50878,1.52212,5.21685,9.33998
75,47.893,0.54217,0.05863,1.19282,1.15250,0.00000,1.43394,0.00000,0.00838,0.00000,0.01922,0.00000,0.00000,0.00000,0.49566,0.00000,0.99554,0.00000,6.01584,0.00000,10.46673,0.00000,0.00000,0.00000,0.19781,0.16778,0.02777,0.92109,0.91890,0.63777,0.99615,0.12947,0.36427,0.06569,1.38145,0.00000,0.00005,0.05241,0.40229,0.00041,0.91501,0.48774,3.02702,0.11369,7.09878,0.00000,0.00000,0.32660,0.45971,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,0,4.38005,0.02760,7.50705,10.66454
76,47.853,0.39983,0.03491,3.89223,6.08224,0.00000,4.01685,0.00000,0.08785,0.00000,0.38680,0.00000,0.00000,0.00000,0.24688,0.00000,0.00280,0.00000,0.78711,0.00000,35.79979,0.00000,0.00000,0.00000,1.10126,0.23740,0.02991,1.81243,2.46791,0.44644,1.90236,0.09063,0.28135,0.04599,1.08306,0.00000,0.00003,0.03669,0.35566,0.00029,0.64134,0.34142,2.35505,0.07958,15.70908,0.00000,0.00000,0.22862,0.65217,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,8,0,0,0,0,14.42606,0.47465,1.03678,36.90105
77,48.152,0.00000,0.00681,2.13807,6.01791,0.00000,2.21796,0.00000,0.01478,0.00000,0.02458,0.00000,0.00000,0.00000,0.54304,0.00000,0.00000,0.00000,0.08915,0.00000,4.91503,0.00000,0.00000,0.00000,5.74194,0.16618,0.02298,1.91012,3.53291,0.31251,1.99704,0.06344,0.20138,0.03219,0.76551,0.00000,0.00002,0.02568,0.41188,0.00020,0.44894,0.23899,1.67528,0.05571,12.47087,0.00000,0.00000,0.16003,2.17910,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,2,10.38074,0.03936,0.63219,10.65697
78,48.726,0.19934,0.01243,0.37849,0.91148,0.00000,0.76546,0.00000,0.97859,0.00000,4.59217,0.00000,0.00000,0.00000,0.37371,0.00000,0.00297,0.00000,0.19050,0.00000,0.61216,0.00000,0.00000,0.00000,0.14620,0.17613,0.01982,1.45063,2.74648,0.21875,1.62757,0.04441,0.43454,0.02253,1.91351,0.00000,0.00002,0.01798,0.40043,0.00014,0.31515,0.16730,1.22984,0.03900,8.91325,0.00000,0.00000,0.11202,1.56923,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,1,2.26720,5.57076,0.56719,0.75835
79,49.492,0.17011,0.01541,0.95293,0.99792,0.00000,0.92327,0.00000,0.35668,0.00000,2.46403,0.00000,0.00000,0.00000,0.19693,0.00000,0.00127,0.04797,0.11203,0.00000,0.47664,0.00000,0.00000,0.00000,0.17965,0.17432,0.01850,1.30132,2.22191,0.15313,1.41628,0.03109,0.41118,0.01577,2.07867,0.00000,0.00001,0.01258,0.33938,0.00010,0.22099,0.13150,0.89450,0.02730,6.38227,0.00000,0.00000,0.07842,1.15236,0,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3.05965,2.82071,0.35820,0.65629
