step,cap_deg,raw_th_c_d,raw_th_c_p,raw_th_ny_d,raw_th_ny_p,raw_th_py_d,raw_th_py_p,raw_ix_c_d,raw_ix_c_p,raw_ix_ny_d,raw_ix_ny_p,raw_ix_py_d,raw_ix_py_p,raw_mi_c_d,raw_mi_c_p,raw_mi_ny_d,raw_mi_ny_p,raw_mi_py_d,raw_mi_py_p,raw_ri_c_d,raw_ri_c_p,raw_ri_ny_d,raw_ri_ny_p,raw_ri_py_d,raw_ri_py_p,filt_th_c_d,filt_th_c_p,filt_th_ny_d,filt_th_ny_p,filt_th_py_d,filt_th_py_p,filt_ix_c_d,filt_ix_c_p,filt_ix_ny_d,filt_ix_ny_p,filt_ix_py_d,filt_ix_py_p,filt_mi_c_d,filt_mi_c_p,filt_mi_ny_d,filt_mi_ny_p,filt_mi_py_d,filt_mi_py_p,filt_ri_c_d,filt_ri_c_p,filt_ri_ny_d,filt_ri_ny_p,filt_ri_py_d,filt_ri_py_p,lvl_th_c_d,lvl_th_c_p,lvl_th_ny_d,lvl_th_ny_p,lvl_th_py_d,lvl_th_py_p,lvl_ix_c_d,lvl_ix_c_p,lvl_ix_ny_d,lvl_ix_ny_p,lvl_ix_py_d,lvl_ix_py_p,lvl_mi_c_d,lvl_mi_c_p,lvl_mi_ny_d,lvl_mi_ny_p,lvl_mi_py_d,lvl_mi_py_p,lvl_ri_c_d,lvl_ri_c_p,lvl_ri_ny_d,lvl_ri_ny_p,lvl_ri_py_d,lvl_ri_py_p,tot_th,tot_ix,tot_mi,tot_ri
22,11.261,0.00209,0.02302,0.76772,0.94781,1.06125,1.25809,0.02570,0.02950,1.41296,0.83027,0.00000,1.05006,0.01480,0.13918,0.00000,0.00000,0.12005,0.09610,0.07267,0.01213,0.00000,0.00000,0.00756,0.11089,0.03788,0.02921,0.80663,0.97181,0.49374,1.05185,0.30040,0.04464,0.43442,0.96396,0.00029,0.68124,0.08557,0.29012,0.00001,0.01305,0.56712,1.10000,0.08749,0.57788,0.00000,0.00000,0.21305,0.46760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.05998,3.34848,0.37013,0.20324
23,11.536,0.00205,0.01918,0.61269,0.74060,0.76741,0.91581,0.03802,0.04963,1.80761,1.12733,0.00000,1.18407,0.01612,0.15061,0.00000,0.00000,0.13172,0.09486,0.66189,0.13155,0.00000,0.00000,0.04915,0.90041,0.02713,0.02620,0.74845,0.90245,0.57584,1.01104,0.22168,0.04614,0.84638,1.01297,0.00021,0.83209,0.06473,0.24827,0.00000,0.00914,0.43650,0.79846,0.25981,0.44398,0.00000,0.00000,0.16388,0.59744,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05776,4.20666,0.39330,1.74300
24,11.668,0.00149,0.01403,0.47532,0.57642,0.57958,0.68777,0.33219,0.09535,0.00000,2.18157,0.00000,2.32208,0.03630,0.17021,0.00000,0.00000,0.14598,0.11812,2.12089,0.65397,0.00000,0.00000,0.07136,2.04118,0.01944,0.02255,0.66651,0.80464,0.57697,0.91406,0.25484,0.06090,0.59246,1.36355,0.00014,1.27909,0.05620,0.22485,0.00000,0.00640,0.34934,0.59435,0.81813,0.50698,0.00000,0.00000,0.13612,1.03056,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.33462,4.93119,0.47061,4.88740
25,11.559,0.00075,0.00728,0.21886,0.25859,0.20799,0.25855,2.86566,0.08432,0.00000,2.68149,0.00000,0.00000,0.16586,0.24047,0.00000,0.00000,0.20058,0.28769,2.93336,1.24665,0.00000,0.00000,0.06224,2.03058,0.01383,0.01797,0.53222,0.64083,0.46627,0.71740,1.03808,0.06793,0.41472,1.75893,0.00010,0.89536,0.08910,0.22954,0.00000,0.00448,0.30471,0.50236,1.45270,0.72888,0.00000,0.00000,0.11396,1.33057,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.95202,5.63147,0.89460,6.27284
26,11.754,0.00172,0.01704,0.49889,0.60705,0.52249,0.59582,2.86759,0.12771,0.00000,3.25241,0.00000,0.00000,0.15341,0.23992,0.00000,0.00000,0.23510,0.33979,0.00000,1.65359,0.00000,0.00000,0.09499,2.07907,0.01020,0.01769,0.52222,0.63069,0.48314,0.68093,1.58694,0.08586,0.29031,2.20697,0.00007,0.62675,0.10839,0.23265,0.00000,0.00313,0.28383,0.45359,1.01689,1.00629,0.00000,0.00000,0.10827,1.55512,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2.24300,6.24771,0.96822,3.82765
27,12.809,0.00182,0.01241,0.73677,0.83284,0.85064,0.95225,0.00000,0.26990,0.00000,3.06021,0.00000,0.00000,0.17862,0.29594,0.00000,0.00000,0.79559,0.92638,0.00000,5.25639,0.00000,0.00000,0.16471,2.81107,0.00768,0.01611,0.58658,0.69134,0.59339,0.76233,1.11085,0.14107,0.20322,2.46294,0.00005,0.43873,0.12946,0.25164,0.00000,0.00219,0.43736,0.59542,0.71182,2.28132,0.00000,0.00000,0.12520,1.93190,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3.38672,3.33011,2.19653,8.23217
28,14.413,0.00724,0.00933,0.70933,0.75554,0.76283,0.83925,0.00000,0.21600,0.00000,2.07636,0.00000,0.00000,0.00000,0.74739,0.00000,0.00000,2.93721,3.14964,0.00000,2.34698,0.00000,0.00000,1.33695,0.94550,0.00755,0.01407,0.62341,0.71060,0.64422,0.78540,0.77760,0.16355,0.14225,2.34697,0.00003,0.30711,0.09062,0.40036,0.00000,0.00154,1.18731,1.36169,0.49828,2.30102,0.00000,0.00000,0.48872,1.63598,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,1,3.08352,2.29236,6.83424,4.62943
29,14.779,0.17760,0.01002,1.49528,1.49251,0.00000,1.48345,0.00000,0.33878,0.00000,2.40504,0.00000,0.00000,0.00000,0.30460,0.00000,0.63149,2.23226,2.09310,0.00000,4.14116,0.00000,0.00000,1.51625,1.06519,0.05856,0.01286,0.88497,0.94517,0.45095,0.99482,0.54432,0.21612,0.09958,2.36439,0.00002,0.21498,0.06343,0.37163,0.00000,0.19052,1.50080,1.58111,0.34879,2.85306,0.00000,0.00000,0.79698,1.46475,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,1,4.65886,2.74381,5.26145,6.72261
30,16.646,0.24934,0.00902,2.18390,2.05589,0.00000,1.82180,0.00000,0.00709,0.00000,0.02232,0.00000,0.00000,0.00000,0.91277,0.00000,0.65450,0.00000,3.54840,0.00000,2.77756,0.00000,0.00000,1.03230,0.53380,0.11580,0.01171,1.27465,1.27839,0.31567,1.24291,0.38102,0.15341,0.06970,1.66177,0.00002,0.15048,0.04440,0.53397,0.00000,0.32971,1.05056,2.17130,0.24416,2.83041,0.00000,0.00000,0.86758,1.18546,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,2,0,0,0,1,6.31995,0.02941,5.11567,4.34365
31,19.654,0.25494,0.01185,1.03991,1.92959,0.00000,1.70768,0.00000,0.00965,0.00000,0.04250,0.00000,0.00000,0.00000,1.25119,0.00000,0.68494,0.00000,8.37143,0.00000,4.30085,0.00000,0.00000,0.00000,0.93661,0.15754,0.01175,1.20422,1.47375,0.22097,1.38234,0.26672,0.11028,0.04879,1.17599,0.00001,0.10534,0.03108,0.74914,0.00000,0.43628,0.73539,4.03134,0.17091,3.27154,0.00000,0.00000,0.60730,1.11081,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,1,4.94397,0.05215,10.30756,5.23746
32,20.472,0.26056,0.01141,1.32689,2.11885,0.00000,1.91111,0.00000,0.01205,0.00000,0.04534,0.00000,0.00000,0.00000,1.11301,0.00000,0.29491,0.00000,3.13201,0.00000,4.12518,0.00000,0.00000,0.00000,0.96843,0.18844,0.01165,1.24103,1.66728,0.15468,1.54097,0.18670,0.08081,0.03415,0.83679,0.00001,0.07374,0.02176,0.85830,0.00000,0.39387,0.51477,3.76154,0.11964,3.52763,0.00000,0.00000,0.42511,1.06809,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,5.62881,0.05739,4.53993,5.09361
33,21.273,0.11797,0.00433,1.30090,1.13519,0.00000,1.14573,0.00000,0.00707,0.00000,0.04411,0.00000,0.00000,0.00000,0.50039,0.00000,0.00000,0.63457,0.68724,0.00000,1.10862,0.00000,0.00000,0.73828,0.67907,0.16730,0.00945,1.25899,1.50765,0.10827,1.42240,0.13069,0.05869,0.02391,0.59899,0.00001,0.05162,0.01523,0.75093,0.00000,0.27571,0.55071,2.83925,0.08375,2.80193,0.00000,0.00000,0.51906,0.95139,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3.70412,0.05118,1.82220,2.52597
34,21.500,0.00827,0.00250,0.81980,0.70440,0.00000,0.74198,1.02267,0.17681,0.00000,1.85209,0.00000,0.00000,0.00000,0.13726,0.00000,0.00000,0.15327,0.11759,0.00000,0.13993,0.00000,0.00000,0.05556,0.17316,0.11959,0.00737,1.12723,1.26668,0.07579,1.21827,0.39828,0.09412,0.01674,0.97492,0.00000,0.03613,0.01066,0.56683,0.00000,0.19300,0.43148,2.02275,0.05862,2.00333,0.00000,0.00000,0.38001,0.71792,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2.27694,3.05156,0.40812,0.36865
35,21.633,0.00063,0.00207,0.42905,0.37260,0.46840,0.52006,0.04525,0.15474,1.67647,1.45563,0.00000,0.53692,0.05073,0.14279,0.00000,0.00000,0.13108,0.07445,0.04023,0.01640,0.00000,0.00000,0.00425,0.04077,0.08390,0.00578,0.91778,0.99845,0.19358,1.00881,0.29237,0.11231,0.51466,1.11913,0.00000,0.18637,0.02268,0.43961,0.00000,0.13510,0.34136,1.43826,0.05310,1.40725,0.00000,0.00000,0.26728,0.51477,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.79282,3.86901,0.39904,0.10165
36,21.880,0.00074,0.00349,0.60672,0.54726,0.67052,1.06676,0.04695,0.23655,1.53845,1.46860,0.00000,0.33846,0.03030,0.12733,0.00170,0.00000,0.14821,0.03939,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05895,0.00509,0.82446,0.86310,0.33666,1.02619,0.21875,0.14958,0.82179,1.22397,0.00000,0.23199,0.02497,0.34593,0.00051,0.09457,0.28341,1.01860,0.03717,0.98507,0.00000,0.00000,0.18710,0.36034,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.89548,3.62900,0.34693,0.00000
37,22.191,0.00069,0.00349,0.50388,0.45930,0.75422,1.00072,0.06214,0.36928,1.75114,1.74459,0.00000,0.29700,0.03260,0.12312,0.00187,0.00000,0.15981,0.03374,0.03527,0.00587,0.00000,0.00000,0.00261,0.03518,0.04148,0.00461,0.72829,0.74196,0.46193,1.01855,0.17177,0.21549,1.10060,1.38015,0.00000,0.25150,0.02726,0.27909,0.00092,0.06620,0.24633,0.72314,0.03660,0.69131,0.00000,0.00000,0.13175,0.26280,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72231,4.22415,0.35115,0.07894
