step,cap_deg,raw_th_c_d,raw_th_c_p,raw_th_ny_d,raw_th_ny_p,raw_th_py_d,raw_th_py_p,raw_ix_c_d,raw_ix_c_p,raw_ix_ny_d,raw_ix_ny_p,raw_ix_py_d,raw_ix_py_p,raw_mi_c_d,raw_mi_c_p,raw_mi_ny_d,raw_mi_ny_p,raw_mi_py_d,raw_mi_py_p,raw_ri_c_d,raw_ri_c_p,raw_ri_ny_d,raw_ri_ny_p,raw_ri_py_d,raw_ri_py_p,filt_th_c_d,filt_th_c_p,filt_th_ny_d,filt_th_ny_p,filt_th_py_d,filt_th_py_p,filt_ix_c_d,filt_ix_c_p,filt_ix_ny_d,filt_ix_ny_p,filt_ix_py_d,filt_ix_py_p,filt_mi_c_d,filt_mi_c_p,filt_mi_ny_d,filt_mi_ny_p,filt_mi_py_d,filt_mi_py_p,filt_ri_c_d,filt_ri_c_p,filt_ri_ny_d,filt_ri_ny_p,filt_ri_py_d,filt_ri_py_p,lvl_th_c_d,lvl_th_c_p,lvl_th_ny_d,lvl_th_ny_p,lvl_th_py_d,lvl_th_py_p,lvl_ix_c_d,lvl_ix_c_p,lvl_ix_ny_d,lvl_ix_ny_p,lvl_ix_py_d,lvl_ix_py_p,lvl_mi_c_d,lvl_mi_c_p,lvl_mi_ny_d,lvl_mi_ny_p,lvl_mi_py_d,lvl_mi_py_p,lvl_ri_c_d,lvl_ri_c_p,lvl_ri_ny_d,lvl_ri_ny_p,lvl_ri_py_d,lvl_ri_py_p,tot_th,tot_ix,tot_mi,tot_ri
29,13.969,0.07472,0.63359,0.94452,2.19387,0.00000,0.00000,2.25828,0.08649,1.03466,0.59894,0.00000,0.00000,0.00038,0.00013,0.66999,0.49123,0.33240,0.05669,3.61415,0.34708,0.00000,0.00000,0.18142,4.25294,0.04370,0.49392,0.80323,1.73609,0.07560,0.05747,1.52405,0.07474,0.79690,0.59311,0.00000,0.00000,0.00284,0.00059,0.50834,0.86349,0.37580,0.16785,1.60164,0.58756,0.00000,0.00000,0.11879,2.37072,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3.84670,3.97836,1.55082,8.39559
30,14.345,0.08961,0.55394,1.17340,2.00496,0.00000,0.00000,3.25552,0.09720,0.89152,0.28780,0.00000,0.00000,0.00101,0.00005,1.55224,0.61082,0.98107,0.08574,0.00000,3.82107,0.00000,0.00000,0.11794,8.73142,0.05747,0.51193,0.91428,1.81675,0.05292,0.04023,2.04349,0.08148,0.82528,0.50152,0.00000,0.00000,0.00229,0.00043,0.82151,0.78769,0.55738,0.14322,1.12115,1.55761,0.00000,0.00000,0.11854,4.27893,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3.82191,4.53204,3.23094,12.67042
31,16.804,0.22090,0.14465,1.43616,2.27412,0.00000,1.60213,0.35937,0.02482,0.09105,0.04441,0.00000,0.00000,0.00244,0.00006,0.00000,0.55763,1.40386,0.17166,0.00000,2.58246,0.00000,0.00000,0.43709,4.78525,0.10650,0.40174,1.07084,1.95396,0.03704,0.50880,1.53825,0.06448,0.60502,0.36439,0.00000,0.00000,0.00234,0.00032,0.57506,0.71867,0.81133,0.15175,0.78480,1.86507,0.00000,0.00000,0.21410,4.43083,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5.67795,0.51966,2.13565,7.80479
32,21.020,0.34549,0.06083,2.03575,2.22741,0.00000,2.33624,0.19390,0.02090,0.73886,0.01973,0.00000,0.00000,0.49688,0.00016,0.00000,1.26051,4.94613,0.73032,0.00000,2.24425,0.00000,0.00000,1.92400,2.80741,0.17820,0.29947,1.36032,2.03600,0.02593,1.05703,1.13495,0.05141,0.64517,0.26099,0.00000,0.00000,0.15070,0.00027,0.40254,0.88122,2.05177,0.32532,0.54936,1.97882,0.00000,0.00000,0.72707,3.94380,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,7.00572,0.97339,7.43400,6.97566
33,21.714,0.24666,0.03555,1.09876,1.14398,0.00000,1.08969,4.97476,0.22560,0.00000,0.11663,0.00000,0.00000,0.00000,0.00035,0.00000,0.98997,3.97506,1.25071,0.00000,6.57767,0.00000,0.00000,0.00000,3.67641,0.19874,0.22029,1.28185,1.76839,0.01815,1.06683,2.28689,0.10366,0.45162,0.21768,0.00000,0.00000,0.10549,0.00029,0.28178,0.91385,2.62875,0.60294,0.38455,3.35848,0.00000,0.00000,0.50895,3.86358,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,3.61464,5.31699,6.21609,10.25408
34,21.971,0.12438,0.01765,0.71121,0.70947,0.00000,0.70417,1.86600,0.12891,0.00000,0.08335,0.00000,0.00000,0.00000,0.00018,0.00000,0.47789,1.57249,0.51394,0.00000,2.97710,0.00000,0.00000,0.00000,1.77461,0.17643,0.15950,1.11066,1.45071,0.01271,0.95803,2.16063,0.11124,0.31613,0.17738,0.00000,0.00000,0.07384,0.00026,0.19724,0.78306,2.31187,0.57624,0.26919,3.24406,0.00000,0.00000,0.35626,3.23689,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,2.26687,2.07827,2.56450,4.75170
35,22.507,0.12188,0.01775,0.49243,0.49981,0.00000,0.46359,1.20622,0.14368,5.17049,0.14856,0.00000,0.00000,0.00000,0.00006,0.00000,0.32982,1.28810,0.21754,0.00000,2.44501,0.00000,0.00000,0.00000,1.43391,0.16006,0.11698,0.92519,1.16544,0.00889,0.80970,1.87430,0.12097,1.77244,0.16874,0.00000,0.00000,0.05169,0.00020,0.13807,0.64709,2.00474,0.46863,0.18843,3.00435,0.00000,0.00000,0.24939,2.69600,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,1.59546,6.66895,1.83551,3.87892
36,22.638,0.18753,0.03934,0.59680,0.67035,0.00000,0.46337,0.55495,0.05953,6.61470,0.11615,0.00000,0.00000,0.24809,0.00011,0.00000,0.85206,1.83825,0.22650,0.00000,0.70933,0.00000,0.00000,0.67956,0.84279,0.16830,0.09369,0.82667,1.01692,0.00623,0.70580,1.47850,0.10254,3.22512,0.15296,0.00000,0.00000,0.11061,0.00017,0.09665,0.70858,1.95479,0.39599,0.13190,2.31584,0.00000,0.00000,0.37844,2.14003,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1.95740,7.34534,3.16500,2.23168
37,23.373,0.22724,0.09419,0.84987,1.14131,0.00000,0.58016,5.35176,0.38601,2.31345,0.88409,0.00000,0.00000,0.10883,0.00011,0.00000,0.65540,0.77803,0.09775,0.00000,0.07770,0.00000,0.00000,0.18091,0.22219,0.18598,0.09384,0.83363,1.05423,0.00436,0.66811,2.64048,0.18758,2.95162,0.37230,0.00000,0.00000,0.11008,0.00015,0.06765,0.69262,1.60176,0.30652,0.09233,1.64440,0.00000,0.00000,0.31918,1.56468,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2.89278,8.93531,1.64012,0.48080
38,26.013,0.00000,0.27923,1.78649,1.48454,0.00000,0.00000,4.92684,0.33262,1.32836,1.16009,0.00000,0.00000,0.06254,0.00010,0.00000,0.38480,0.26915,0.03732,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13019,0.14946,1.11949,1.18332,0.00305,0.46768,3.32638,0.23109,2.46464,0.60864,0.00000,0.00000,0.09581,0.00014,0.04736,0.60028,1.20198,0.22576,0.06463,1.15108,0.00000,0.00000,0.22343,1.09528,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3.55025,7.74790,0.75390,0.00000
39,27.688,0.00000,0.26643,3.62465,2.36249,0.00000,0.00000,3.11679,0.27468,0.84346,1.06398,0.00000,0.00000,0.00015,0.00006,0.00000,0.14647,0.09084,0.01937,0.00000,0.01782,0.00000,0.00000,0.05018,0.18447,0.09113,0.18455,1.87104,1.53708,0.00214,0.32737,3.26350,0.24417,1.97829,0.74524,0.00000,0.00000,0.06712,0.00011,0.03315,0.46413,0.86864,0.16384,0.04524,0.81110,0.00000,0.00000,0.17145,0.82203,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25358,5.29891,0.25690,0.25247
40,29.075,0.00000,0.20762,1.41485,1.06121,0.00000,0.00000,4.18699,0.24560,1.14398,1.14350,0.00000,0.00000,0.00027,0.00019,0.43521,0.40873,0.21687,0.04926,0.00000,0.02205,0.00000,0.00000,0.02451,0.29463,0.06379,0.19147,1.73418,1.39431,0.00149,0.22916,3.54055,0.24460,1.72799,0.86472,0.00000,0.00000,0.04706,0.00014,0.15377,0.44751,0.67311,0.12947,0.03167,0.57439,0.00000,0.00000,0.12737,0.66381,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68367,6.72006,1.11054,0.34119
41,31.094,0.25700,0.23594,0.35973,0.68317,0.00000,0.00000,2.67735,0.09791,0.74820,0.67128,0.00000,0.00000,0.00018,0.00014,0.25325,0.46409,0.21154,0.04343,0.08256,0.00848,0.00000,0.00000,0.01297,0.14243,0.12175,0.20481,1.32185,1.18097,0.00105,0.16041,3.28159,0.20059,1.43405,0.80669,0.00000,0.00000,0.03300,0.00014,0.18361,0.45249,0.53464,0.10366,0.04694,0.40462,0.00000,0.00000,0.09305,0.50740,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53583,4.19474,0.97263,0.24644
42,31.981,0.61495,0.49501,0.66935,1.33828,0.00000,0.00000,1.16819,0.04800,0.43374,0.62306,0.00000,0.00000,0.00025,0.00026,0.48570,1.06292,0.44748,0.09315,0.38060,0.03168,0.00000,0.00000,0.03419,0.46493,0.26971,0.29187,1.12610,1.22816,0.00073,0.11229,2.64757,0.15481,1.13396,0.75160,0.00000,0.00000,0.02317,0.00017,0.27424,0.63562,0.50849,0.10050,0.14704,0.29274,0.00000,0.00000,0.07539,0.49466,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11760,2.27300,2.08976,0.91139
43,32.391,0.57481,0.54830,0.65811,1.23880,0.00000,0.00000,2.57302,0.07767,0.91802,0.86047,0.00000,0.00000,0.00016,0.00012,0.28868,0.55995,0.23460,0.04296,0.86458,0.09933,0.00000,0.00000,0.06514,1.16023,0.36124,0.36880,0.98570,1.23135,0.00051,0.07860,2.62521,0.13167,1.06918,0.78426,0.00000,0.00000,0.01627,0.00016,0.27857,0.61292,0.42632,0.08324,0.36230,0.23471,0.00000,0.00000,0.07232,0.69433,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02002,4.42918,1.12647,2.18928
44,32.526,0.90428,0.81988,2.36547,2.36251,0.00000,0.00000,2.30224,0.07403,0.56317,0.25076,0.00000,0.00000,0.00032,0.00009,0.35197,0.49049,0.33226,0.05009,3.48432,0.65373,0.00000,0.00000,0.13686,3.96391,0.52415,0.50412,1.39963,1.57070,0.00036,0.05502,2.52832,0.11438,0.91737,0.62421,0.00000,0.00000,0.01148,0.00014,0.30059,0.57619,0.39810,0.07330,1.29891,0.36042,0.00000,0.00000,0.09168,1.67520,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.45215,3.19020,1.22522,8.23882
45,33.155,0.00000,0.52521,3.12452,2.96712,0.00000,0.00000,3.53882,0.14071,0.47804,0.16060,0.00000,0.00000,0.00102,0.00005,1.52368,0.52773,1.05404,0.11124,5.66107,3.56677,0.00000,0.00000,0.03555,3.79434,0.36691,0.51045,1.91710,1.98963,0.00025,0.03852,2.83147,0.12228,0.78558,0.48513,0.00000,0.00000,0.00835,0.00011,0.66752,0.56165,0.59489,0.08468,2.60756,1.32232,0.00000,0.00000,0.07484,2.31094,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,6.61686,4.31818,3.21776,13.05774
46,34.857,0.00000,0.26963,2.21666,3.06975,0.00000,1.48236,3.13288,0.17029,0.55960,0.07141,0.00000,0.00000,0.00504,0.00004,0.00000,0.35613,1.53909,0.21138,0.00000,12.56026,0.00000,0.00000,0.00232,1.24455,0.25684,0.43820,2.00697,2.31366,0.00018,0.47167,2.92189,0.13668,0.71778,0.36101,0.00000,0.00000,0.00735,0.00009,0.46726,0.50000,0.87815,0.12269,1.82529,4.69371,0.00000,0.00000,0.05309,1.99102,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,7.03840,3.93418,2.11169,13.80713
47,37.803,0.00000,0.09845,2.20598,2.68447,0.00000,2.32788,0.98420,0.10876,2.32195,0.04033,0.00000,0.00000,0.20018,0.00006,0.00000,0.34393,1.39471,0.26028,0.00000,5.97506,0.00000,0.00000,1.55721,3.31437,0.17978,0.33628,2.06667,2.42490,0.00012,1.02853,2.34059,0.12831,1.19903,0.26481,0.00000,0.00000,0.06520,0.00008,0.32708,0.45318,1.03312,0.16397,1.27770,5.07811,0.00000,0.00000,0.50432,2.38803,0,0,2,2,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,0,2,7.31678,3.45525,2.19917,10.84665
48,39.189,0.00000,0.05454,1.11337,1.91167,0.00000,1.82730,4.31082,0.19768,0.00000,0.05746,0.00000,0.00000,0.00000,0.00009,0.00000,0.40883,2.39422,0.57030,0.00000,4.01567,0.00000,0.00000,0.00000,2.21737,0.12585,0.25176,1.78068,2.27093,0.00009,1.26816,2.93166,0.14912,0.83932,0.20260,0.00000,0.00000,0.04564,0.00008,0.22896,0.43987,1.44145,0.28587,0.89439,4.75938,0.00000,0.00000,0.35303,2.33683,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,4.90688,4.56596,3.37343,6.23305
49,40.423,0.00000,0.02948,0.29683,0.91706,0.00000,0.92989,5.10529,0.19997,0.00000,0.02353,0.00000,0.00000,0.00000,0.00090,0.00000,1.11839,0.27555,2.92468,0.00000,2.21450,0.00000,0.00000,0.00000,4.46674,0.08809,0.18508,1.33553,1.86477,0.00006,1.16668,3.58375,0.16437,0.58753,0.14888,0.00000,0.00000,0.03195,0.00033,0.16027,0.64343,1.09168,1.07751,0.62607,3.99591,0.00000,0.00000,0.24712,2.97581,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,2,2.17326,5.32879,4.31951,6.68124
50,41.202,0.00000,0.02162,0.21053,0.65350,0.00000,0.66953,4.25220,0.11325,0.00000,0.02617,0.00000,0.00000,0.00000,0.00087,0.00000,1.39205,0.39223,3.22431,0.00000,1.74364,0.00000,0.00000,0.00000,2.12038,0.06167,0.13604,0.99803,1.50139,0.00004,1.01754,3.78428,0.14904,0.41127,0.11207,0.00000,0.00000,0.02236,0.00049,0.11219,0.86801,0.88184,1.72155,0.43825,3.32023,0.00000,0.00000,0.17298,2.71918,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1.55518,4.39162,5.00947,3.86402
51,41.401,0.00000,0.02508,0.20125,0.63484,0.00000,0.62778,4.92591,0.27207,0.00000,0.08525,0.00000,0.00000,0.00000,0.00010,0.00000,0.33828,1.72749,0.53925,0.00000,6.36582,0.00000,0.00000,0.00000,1.94157,0.04317,0.10275,0.75900,1.24142,0.00003,0.90061,4.12677,0.18595,0.28789,0.10402,0.00000,0.00000,0.01565,0.00037,0.07853,0.70909,1.13554,1.36686,0.30678,4.23391,0.00000,0.00000,0.12109,2.48589,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,2,1.48894,5.28323,2.60512,8.30739
52,41.498,0.00000,0.07439,0.44117,1.16330,0.00000,0.94994,1.70452,0.20864,5.14208,0.08694,0.00000,0.00000,0.25294,0.00005,0.00000,0.33261,1.71179,0.29081,0.00000,1.87270,0.00000,0.00000,0.00000,1.82872,0.03022,0.09424,0.66365,1.21798,0.00002,0.91541,3.40010,0.19275,1.74414,0.09890,0.00000,0.00000,0.08684,0.00028,0.05497,0.59615,1.30841,1.04405,0.21474,3.52555,0.00000,0.00000,0.08476,2.28874,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,2,2.62880,7.14217,2.58820,3.70141
53,42.706,0.00000,0.06595,0.63816,0.77718,0.00000,0.41502,5.15036,0.39082,2.84124,0.20815,0.00000,0.00000,0.13911,0.00003,0.00000,0.29430,0.86159,0.09215,0.00000,0.43325,0.00000,0.00000,0.74677,0.90223,0.02115,0.08576,0.65600,1.08574,0.00001,0.76529,3.92518,0.25217,2.07327,0.13167,0.00000,0.00000,0.10252,0.00020,0.03848,0.50560,1.17437,0.75848,0.15032,2.59786,0.00000,0.00000,0.28336,1.87279,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1.89631,8.59057,1.38718,2.08225
54,44.668,0.00000,0.12990,1.48715,1.48724,0.00000,0.73196,6.32357,0.54331,0.57659,0.41899,0.00000,0.00000,0.00968,0.00004,0.00000,0.31217,0.48726,0.05990,0.00000,0.02675,0.00000,0.00000,0.07446,0.09146,0.01481,0.09900,0.90535,1.20619,0.00001,0.75529,4.64470,0.33952,1.62427,0.21787,0.00000,0.00000,0.07467,0.00015,0.02694,0.44757,0.96823,0.54890,0.10522,1.82652,0.00000,0.00000,0.22069,1.33839,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.83626,7.86247,0.86905,0.19267
55,46.378,0.00000,0.26491,0.00000,2.96286,0.00000,1.44752,4.34159,0.44229,0.44291,0.43365,0.00000,0.00000,0.00003,0.00000,0.00000,0.02167,0.02458,0.00426,0.00000,0.17456,0.00000,0.00000,0.32855,0.66166,0.01036,0.14877,0.63374,1.73319,0.00001,0.96296,4.55376,0.37035,1.26986,0.28260,0.00000,0.00000,0.05228,0.00011,0.01886,0.31980,0.68514,0.38551,0.07366,1.33093,0.00000,0.00000,0.25305,1.13537,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.67529,5.66043,0.05053,1.16477
56,47.156,0.00000,0.15488,0.00000,1.64967,0.00000,0.75663,4.80944,0.38176,0.48531,0.41350,0.00000,0.00000,0.00013,0.00005,0.27518,0.18624,0.15054,0.02966,0.00000,0.07486,0.00000,0.00000,0.02801,0.34632,0.00725,0.15061,0.44362,1.70814,0.00000,0.90106,4.63047,0.37377,1.03450,0.32187,0.00000,0.00000,0.03663,0.00009,0.09575,0.27973,0.52476,0.27875,0.05156,0.95411,0.00000,0.00000,0.18554,0.89866,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56118,6.09002,0.64180,0.44918
57,48.326,0.00000,0.07304,0.70844,0.62509,0.00000,0.00000,3.98998,0.26132,0.48323,0.40483,0.00000,0.00000,0.00009,0.00004,0.12647,0.21957,0.14091,0.02720,0.34763,0.10773,0.00000,0.00000,0.02340,0.39789,0.00508,0.12734,0.52306,1.38322,0.00000,0.63074,4.43832,0.34004,0.86912,0.34676,0.00000,0.00000,0.02567,0.00008,0.10497,0.26168,0.40960,0.20329,0.14038,0.70020,0.00000,0.00000,0.13690,0.74843,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40657,5.13937,0.51429,0.87665
58,48.946,0.00000,0.17456,1.47566,1.24331,0.00000,0.00000,2.68830,0.18150,0.40932,0.43726,0.00000,0.00000,0.00004,0.00003,0.05773,0.10850,0.05087,0.01161,0.49519,0.18840,0.00000,0.00000,0.04430,0.75973,0.00355,0.14150,0.80884,1.34125,0.00000,0.44152,3.91332,0.29247,0.73118,0.37391,0.00000,0.00000,0.01798,0.00006,0.09080,0.21573,0.30198,0.14578,0.24682,0.54666,0.00000,0.00000,0.10912,0.75182,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89352,3.71638,0.22878,1.48762
59,49.127,0.00000,0.20156,1.57177,1.36296,0.00000,0.00000,2.87624,0.17555,0.39211,0.32506,0.00000,0.00000,0.00012,0.00011,0.20620,0.34308,0.13570,0.03104,1.12556,0.71751,0.00000,0.00000,0.09620,2.00516,0.00249,0.15952,1.03772,1.34776,0.00000,0.30906,3.60219,0.25740,0.62946,0.35926,0.00000,0.00000,0.01262,0.00008,0.12542,0.25393,0.25210,0.11136,0.51044,0.59791,0.00000,0.00000,0.10524,1.12782,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.13629,3.76896,0.71625,3.94442
60,49.167,0.00000,0.22071,2.44486,2.36020,0.00000,1.01135,2.93199,0.21798,0.33472,0.22350,0.00000,0.00000,0.00027,0.00011,0.69788,0.50970,0.30359,0.05910,3.65766,1.72349,0.00000,0.00000,0.09724,3.04721,0.00174,0.17788,1.45986,1.65149,0.00000,0.51975,3.40113,0.24557,0.54104,0.31853,0.00000,0.00000,0.00892,0.00009,0.29716,0.33067,0.26755,0.09568,1.45461,0.93559,0.00000,0.00000,0.10284,1.70364,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.03712,3.70819,1.57066,8.52561
61,49.543,0.00000,0.23651,2.60848,3.83855,0.00000,2.49977,2.39202,0.21005,0.13528,0.08164,0.00000,0.00000,0.00045,0.00006,1.02985,0.48904,0.60289,0.09395,4.87362,3.83273,0.00000,0.00000,0.07361,2.98157,0.00122,0.19547,1.80445,2.30761,0.00000,1.11376,3.09840,0.23492,0.41931,0.24746,0.00000,0.00000,0.00638,0.00008,0.51697,0.37818,0.36815,0.09516,2.48031,1.80473,0.00000,0.00000,0.09407,2.08702,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,9.18331,2.81899,2.21625,11.76153
62,51.750,0.00000,0.07305,1.33057,2.63454,0.00000,2.53939,2.80069,0.32429,0.09739,0.04322,0.00000,0.00000,0.02022,0.00003,0.00000,0.22584,0.46943,0.08384,0.00000,2.99433,0.00000,0.00000,2.47085,2.60509,0.00085,0.15874,1.66228,2.40569,0.00000,1.54145,3.00908,0.26173,0.32273,0.18619,0.00000,0.00000,0.01053,0.00007,0.36188,0.33248,0.39853,0.09177,1.73622,2.16161,0.00000,0.00000,0.80711,2.24244,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,6.57755,3.26559,0.79936,8.07027
63,53.601,0.00000,0.04763,0.21159,1.14004,0.00000,1.26653,1.85883,0.31535,1.24671,0.01724,0.00000,0.00000,0.00000,0.00025,0.00000,0.84019,3.23898,0.97695,0.00000,10.86740,0.00000,0.00000,0.00000,1.89367,0.00060,0.12541,1.22708,2.02599,0.00000,1.45897,2.66401,0.27781,0.59993,0.13551,0.00000,0.00000,0.00737,0.00012,0.25331,0.48479,1.25067,0.35732,1.21535,4.77334,0.00000,0.00000,0.56497,2.13781,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,2,2.66578,3.43813,5.05637,12.76107
64,55.194,0.00000,0.03290,0.00000,2.75987,0.00000,2.25518,1.87569,0.10743,0.00000,0.00993,0.00000,0.00000,0.00000,0.00043,0.00000,0.96627,0.99117,1.35018,0.00000,6.54609,0.00000,0.00000,0.00000,2.12834,0.00042,0.09766,0.85895,2.24616,0.00000,1.69783,2.42751,0.22670,0.41995,0.09783,0.00000,0.00000,0.00516,0.00021,0.17732,0.62923,1.17282,0.65518,0.85075,5.30517,0.00000,0.00000,0.39548,2.13497,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,5.04795,1.99305,3.30805,8.67443
65,56.343,0.00000,0.04328,0.00000,2.00772,0.00000,1.80848,3.53532,0.23448,0.00000,0.02123,0.00000,0.00000,0.00000,0.00042,0.00000,1.33939,3.72386,2.83623,0.00000,15.89050,0.00000,0.00000,0.00000,5.00663,0.00029,0.08134,0.60127,2.17462,0.00000,1.73103,2.75985,0.22903,0.29396,0.07485,0.00000,0.00000,0.00361,0.00028,0.12412,0.84228,1.93813,1.30949,0.59552,8.48077,0.00000,0.00000,0.27684,2.99647,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,2,3.85948,3.79103,7.89990,20.89713
66,56.971,0.00000,0.04206,0.00000,0.76854,0.00000,0.97299,4.73527,0.25811,0.00000,0.02066,0.00000,0.00000,0.00000,0.00036,0.00000,1.59857,5.99717,3.70125,0.00000,10.98484,0.00000,0.00000,0.00000,3.21487,0.00020,0.06956,0.42089,1.75280,0.00000,1.50361,3.35248,0.23776,0.20577,0.05859,0.00000,0.00000,0.00253,0.00030,0.08689,1.06917,3.15584,2.02702,0.41687,9.23199,0.00000,0.00000,0.19379,3.06199,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,2,2,0,6,0,0,0,2,1.78358,5.01404,11.29735,14.19971
67,57.606,0.00000,0.03337,0.07435,0.54896,0.00000,0.70656,6.20582,0.29964,0.00000,0.01931,0.00000,0.00000,0.00000,0.00037,0.00000,1.62572,2.85250,2.08201,0.00000,3.34304,0.00000,0.00000,0.00000,1.20428,0.00014,0.05870,0.31693,1.39165,0.00000,1.26450,4.20848,0.25632,0.14404,0.04681,0.00000,0.00000,0.00177,0.00032,0.06082,1.23613,3.06484,2.04352,0.29181,7.46530,0.00000,0.00000,0.13565,2.50467,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,2,2,0,5,0,0,0,2,1.36324,6.52478,6.56060,4.54732
68,57.810,0.00000,0.01855,0.19045,0.55538,0.00000,0.58342,2.72509,0.41797,3.40674,0.05082,0.00000,0.00000,0.00000,0.00011,0.00000,0.52776,1.71006,0.39892,0.00000,1.48018,0.00000,0.00000,0.91741,0.57365,0.00010,0.04666,0.27898,1.14077,0.00000,1.06017,3.76346,0.30482,1.12285,0.04801,0.00000,0.00000,0.00124,0.00026,0.04257,1.02362,2.65841,1.55014,0.20426,5.66977,0.00000,0.00000,0.37018,1.92537,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,1,2,1,0,4,0,0,0,1,1.34779,6.60061,2.63684,2.97124
69,58.322,0.00000,0.02852,0.23343,0.41953,0.00000,0.34005,4.36915,0.42224,4.52076,0.07929,0.00000,0.00000,0.16747,0.00009,0.00000,0.77278,1.50306,0.25207,0.00000,0.48399,0.00000,0.00000,0.37885,0.24402,0.00007,0.04121,0.26532,0.92440,0.00000,0.84414,3.94517,0.34004,2.14222,0.05740,0.00000,0.00000,0.05111,0.00021,0.02980,0.94837,2.31180,1.16072,0.14299,4.11403,0.00000,0.00000,0.37278,1.42096,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,1,0,3,0,0,0,1,1.02153,9.39145,2.69548,1.10686
70,60.069,0.00000,0.10238,0.00000,2.24801,0.00000,1.79579,6.28167,0.53933,0.16392,0.08662,0.00000,0.00000,0.00065,0.00006,0.00000,0.30480,0.37227,0.08462,0.00000,0.20550,0.00000,0.00000,0.02351,0.14375,0.00005,0.05956,0.18572,1.32148,0.00000,1.12963,4.64612,0.39983,1.54873,0.06616,0.00000,0.00000,0.03597,0.00017,0.02086,0.75530,1.72994,0.83789,0.10009,2.94147,0.00000,0.00000,0.26800,1.03780,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,4.14618,7.07153,0.76241,0.37275
