step,cap_deg,raw_th_c_d,raw_th_c_p,raw_th_ny_d,raw_th_ny_p,raw_th_py_d,raw_th_py_p,raw_ix_c_d,raw_ix_c_p,raw_ix_ny_d,raw_ix_ny_p,raw_ix_py_d,raw_ix_py_p,raw_mi_c_d,raw_mi_c_p,raw_mi_ny_d,raw_mi_ny_p,raw_mi_py_d,raw_mi_py_p,raw_ri_c_d,raw_ri_c_p,raw_ri_ny_d,raw_ri_ny_p,raw_ri_py_d,raw_ri_py_p,filt_th_c_d,filt_th_c_p,filt_th_ny_d,filt_th_ny_p,filt_th_py_d,filt_th_py_p,filt_ix_c_d,filt_ix_c_p,filt_ix_ny_d,filt_ix_ny_p,filt_ix_py_d,filt_ix_py_p,filt_mi_c_d,filt_mi_c_p,filt_mi_ny_d,filt_mi_ny_p,filt_mi_py_d,filt_mi_py_p,filt_ri_c_d,filt_ri_c_p,filt_ri_ny_d,filt_ri_ny_p,filt_ri_py_d,filt_ri_py_p,lvl_th_c_d,lvl_th_c_p,lvl_th_ny_d,lvl_th_ny_p,lvl_th_py_d,lvl_th_py_p,lvl_ix_c_d,lvl_ix_c_p,lvl_ix_ny_d,lvl_ix_ny_p,lvl_ix_py_d,lvl_ix_py_p,lvl_mi_c_d,lvl_mi_c_p,lvl_mi_ny_d,lvl_mi_ny_p,lvl_mi_py_d,lvl_mi_py_p,lvl_ri_c_d,lvl_ri_c_p,lvl_ri_ny_d,lvl_ri_ny_p,lvl_ri_py_d,lvl_ri_py_p,tot_th,tot_ix,tot_mi,tot_ri
71,61.769,0.00000,0.09947,0.00000,2.30136,0.00000,1.89071,5.56869,0.46211,0.15353,0.10715,0.00000,0.00000,0.00006,0.00004,0.10267,0.08274,0.05892,0.01922,0.01302,0.00914,0.00000,0.00000,0.00117,0.01017,0.00003,0.07154,0.13001,1.61544,0.00000,1.35796,4.92289,0.41851,1.13017,0.07846,0.00000,0.00000,0.02520,0.00013,0.04540,0.55353,1.22864,0.59229,0.07397,2.06177,0.00000,0.00000,0.18795,0.72951,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4.29154,6.29148,0.26365,0.03351
72,63.178,0.00000,0.06423,0.00000,2.16847,0.00000,2.19948,4.89349,0.42369,0.15483,0.12576,0.00000,0.00000,0.00005,0.00008,0.07650,0.07051,0.04371,0.02022,0.16967,0.11175,0.00000,0.00000,0.01431,0.13960,0.00002,0.06934,0.09100,1.78135,0.00000,1.61041,4.91407,0.42007,0.83757,0.09265,0.00000,0.00000,0.01765,0.00011,0.05473,0.40863,0.87316,0.42067,0.10268,1.47677,0.00000,0.00000,0.13586,0.55254,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.43218,5.59777,0.21107,0.43532
73,64.420,0.00000,0.08557,0.00000,1.58590,0.00000,1.14306,4.52987,0.27282,0.14839,0.09732,0.00000,0.00000,0.00006,0.00016,0.06929,0.13148,0.06106,0.03011,0.30408,0.23666,0.00000,0.00000,0.02722,0.34534,0.00002,0.07421,0.06370,1.72272,0.00000,1.47021,4.79881,0.37589,0.63082,0.09405,0.00000,0.00000,0.01237,0.00013,0.05910,0.32548,0.62953,0.30350,0.16310,1.10473,0.00000,0.00000,0.10326,0.49038,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.81453,5.04841,0.29216,0.91330
74,65.327,0.00000,0.08683,1.39057,1.20991,0.00000,0.69143,2.98893,0.17056,0.10011,0.08273,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22931,0.26616,0.00000,0.00000,0.02847,0.43104,0.00001,0.07800,0.46176,1.56888,0.00000,1.23657,4.25585,0.31429,0.47161,0.09065,0.00000,0.00000,0.00866,0.00009,0.04137,0.22784,0.44067,0.21245,0.18296,0.85316,0.00000,0.00000,0.08083,0.47258,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37873,3.34233,0.00000,0.95497
75,65.786,0.00000,0.08111,1.17098,1.02320,0.00000,0.52959,2.98176,0.17800,0.10327,0.10559,0.00000,0.00000,0.00003,0.00026,0.06340,0.10748,0.03297,0.02267,0.28102,0.33906,0.00000,0.00000,0.03539,0.56216,0.00001,0.07893,0.67453,1.40517,0.00000,1.02448,3.87362,0.27340,0.36110,0.09513,0.00000,0.00000,0.00607,0.00014,0.04798,0.19173,0.31836,0.15552,0.21238,0.69893,0.00000,0.00000,0.06720,0.49945,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80489,3.36861,0.22681,1.21763
76,65.992,0.00000,0.10600,1.64509,1.59656,0.00000,0.94449,2.49010,0.17810,0.08633,0.07539,0.00000,0.00000,0.00019,0.00118,0.26516,0.40457,0.14068,0.09765,1.09655,2.18262,0.00000,0.00000,0.13411,2.61190,0.00001,0.08705,0.96570,1.46259,0.00000,1.00048,3.45856,0.24481,0.27867,0.08921,0.00000,0.00000,0.00431,0.00045,0.11313,0.25558,0.26506,0.13816,0.47763,1.14404,0.00000,0.00000,0.08727,1.13319,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.29214,2.82993,0.90944,6.02518
77,66.068,0.00000,0.12216,2.43797,2.81837,0.00000,2.22109,3.08531,0.37443,0.16727,0.13608,0.00000,0.00000,0.00025,0.00071,0.28711,0.47668,0.21228,0.11682,1.29343,4.98472,0.00000,0.00000,0.13481,3.48712,0.00000,0.09758,1.40738,1.86932,0.00000,1.36666,3.34659,0.28370,0.24525,0.10327,0.00000,0.00000,0.00309,0.00053,0.16533,0.32191,0.24922,0.13175,0.72237,2.29624,0.00000,0.00000,0.10153,1.83937,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7.59958,3.76309,1.09385,9.90008
78,67.146,0.00000,0.05402,1.55260,2.59930,0.00000,2.65751,0.72095,0.13697,0.03946,0.04295,0.00000,0.00000,0.00018,0.00034,0.44414,0.39974,0.21544,0.10625,2.80583,3.13532,0.00000,0.00000,0.13521,2.21457,0.00000,0.08451,1.45095,2.08832,0.00000,1.75392,2.55890,0.23968,0.18351,0.08517,0.00000,0.00000,0.00222,0.00047,0.24897,0.34526,0.23909,0.12410,1.34741,2.54797,0.00000,0.00000,0.11163,1.95193,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,6.86343,0.94033,1.16608,8.29093
79,68.415,0.00000,0.04248,0.26456,1.34856,0.00000,1.41182,3.22247,0.64968,0.09404,0.06511,0.00000,0.00000,0.00143,0.00051,1.84182,1.07737,1.41762,0.54915,4.04174,7.53831,0.00000,0.00000,0.04903,1.83911,0.00000,0.07190,1.09503,1.86639,0.00000,1.65129,2.75797,0.36268,0.15667,0.07915,0.00000,0.00000,0.00198,0.00048,0.72682,0.56489,0.59265,0.25162,2.15571,4.04507,0.00000,0.00000,0.09285,1.91808,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,3.06742,4.03129,4.88789,13.46819
80,69.864,0.00000,0.04491,0.45152,2.44082,0.00000,2.30179,0.78430,0.23938,0.97847,0.02755,0.00000,0.00000,0.12732,0.00028,0.00000,0.86886,1.73032,0.65981,0.00000,3.18193,0.00000,0.00000,2.20265,1.63168,0.00000,0.06381,0.90198,2.03872,0.00000,1.84644,2.16587,0.32569,0.40321,0.06367,0.00000,0.00000,0.03958,0.00042,0.50878,0.65608,0.93395,0.37408,1.50899,3.78613,0.00000,0.00000,0.72579,1.83216,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,5.23904,2.02970,3.38659,7.01626
81,71.004,0.00000,0.08501,0.00000,1.58711,0.00000,2.00127,3.85410,0.29309,0.00000,0.02437,0.00000,0.00000,0.00000,0.00054,0.00000,1.22877,1.89830,2.04964,0.00000,7.56430,0.00000,0.00000,0.00000,2.82684,0.00000,0.07017,0.63138,1.90323,0.00000,1.89289,2.67234,0.31591,0.28225,0.05188,0.00000,0.00000,0.02771,0.00046,0.35614,0.82789,1.22325,0.87675,1.05630,4.91958,0.00000,0.00000,0.50805,2.13057,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,2,3.67339,4.17156,5.17725,10.39113
82,71.677,0.00000,0.05183,0.00000,1.60097,0.00000,1.48295,0.00000,3.13496,0.00000,0.20859,0.00000,0.00000,0.00000,0.00083,0.00000,0.73588,0.99256,2.21366,0.00000,8.06021,0.00000,0.00000,0.00000,3.26017,0.00000,0.06467,0.44197,1.81256,0.00000,1.76991,1.87064,1.16163,0.19757,0.09889,0.00000,0.00000,0.01939,0.00057,0.24930,0.80029,1.15405,1.27782,0.73941,5.86177,0.00000,0.00000,0.35564,2.46945,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,2,3.13575,3.34355,3.94292,11.32038
83,72.436,0.00000,0.04230,0.00000,1.17486,0.00000,1.09782,0.00000,4.51456,0.00000,0.24850,0.00000,0.00000,0.00000,0.00204,0.00000,1.65107,0.00000,7.79968,0.00000,11.01486,0.00000,0.00000,0.00000,1.89034,0.00000,0.05796,0.30938,1.62125,0.00000,1.56828,1.30945,2.16751,0.13830,0.14378,0.00000,0.00000,0.01358,0.00101,0.17451,1.05552,0.80783,3.23438,0.51759,7.40769,0.00000,0.00000,0.24895,2.29572,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,2,0,5,0,0,0,2,2.31498,4.76306,9.45279,12.90520
84,73.162,0.00000,0.04972,0.00000,2.27175,0.00000,1.65521,0.00000,3.65494,0.00000,0.11927,0.00000,0.00000,0.00000,0.00204,0.00000,1.15928,0.00000,6.28932,0.00000,9.21495,0.00000,0.00000,0.00000,2.78300,0.00000,0.05548,0.21656,1.81640,0.00000,1.59436,0.91661,2.61373,0.09681,0.13642,0.00000,0.00000,0.00950,0.00132,0.12216,1.08665,0.56548,4.15086,0.36231,7.94987,0.00000,0.00000,0.17426,2.44190,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,3,0,5,0,0,0,2,3.97667,3.77421,7.45064,11.99794
85,73.947,0.00000,0.03784,0.00000,1.47394,0.00000,1.20940,5.78520,0.37972,0.00000,0.01589,0.00000,0.00000,0.00000,0.00234,0.00000,1.19173,0.00000,4.95487,0.00000,6.24385,0.00000,0.00000,0.00000,1.84475,0.00000,0.05019,0.15160,1.71366,0.00000,1.47887,2.37719,1.94353,0.06777,0.10026,0.00000,0.00000,0.00665,0.00163,0.08551,1.11817,0.39584,4.39206,0.25362,7.43807,0.00000,0.00000,0.12198,2.26276,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,3,0,5,0,0,0,2,2.72118,6.18081,6.14894,8.08861
86,74.001,0.00000,0.03001,0.00000,1.72394,0.00000,1.39065,5.20693,0.20076,0.00000,0.01258,0.00000,0.00000,0.09230,0.00021,0.00000,0.21268,0.93479,0.59447,0.00000,2.20781,0.00000,0.00000,0.00000,0.76417,0.00000,0.04414,0.10612,1.71674,0.00000,1.45241,3.22611,1.42070,0.04744,0.07396,0.00000,0.00000,0.03235,0.00120,0.05986,0.84653,0.55752,3.25279,0.17753,5.86899,0.00000,0.00000,0.08539,1.81318,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,3.14460,5.42027,1.83446,2.97198
87,74.517,0.00000,0.00982,0.00000,1.37055,0.00000,1.23612,3.38656,0.61150,3.09323,0.05227,0.00000,0.00000,0.09597,0.00035,0.00000,0.33135,0.67607,0.38397,0.00000,0.32976,0.00000,0.00000,0.28909,0.12906,0.00000,0.03384,0.07428,1.61289,0.00000,1.38752,3.27425,1.17794,0.96118,0.06745,0.00000,0.00000,0.05143,0.00095,0.04190,0.69197,0.59309,2.39214,0.12427,4.20722,0.00000,0.00000,0.14650,1.30794,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,2.61650,7.14356,1.48770,0.74791
88,75.581,0.00000,0.01478,0.00000,0.97814,0.00000,1.06662,3.43520,0.44946,4.63924,0.05253,0.00000,0.00000,0.00106,0.00061,0.67996,0.50679,0.60073,0.30652,0.00000,0.29127,0.00000,0.00000,0.02353,0.15307,0.00000,0.02812,0.05200,1.42246,0.00000,1.29125,3.32253,0.95939,2.06459,0.06298,0.00000,0.00000,0.03632,0.00085,0.23332,0.63642,0.59538,1.76645,0.08699,3.03243,0.00000,0.00000,0.10961,0.96148,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2.05954,8.57642,2.09567,0.46786
89,76.980,0.00000,0.03103,0.00000,1.94609,0.00000,2.35467,4.91317,0.56223,0.11590,0.06847,0.00000,0.00000,0.00012,0.00017,0.09410,0.09182,0.08128,0.04834,0.16532,0.15417,0.00000,0.00000,0.01376,0.09775,0.00000,0.02899,0.03640,1.57955,0.00000,1.61028,3.79972,0.84025,1.47999,0.06462,0.00000,0.00000,0.02546,0.00064,0.19155,0.47304,0.44115,1.25102,0.11049,2.16896,0.00000,0.00000,0.08085,0.70236,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4.33178,5.65978,0.31583,0.43100
90,78.185,0.00000,0.05429,0.00000,1.84321,0.00000,1.87192,3.99441,0.38074,0.09806,0.05750,0.00000,0.00000,0.00008,0.00022,0.05247,0.09201,0.05781,0.03777,0.14799,0.21618,0.00000,0.00000,0.01720,0.15675,0.00000,0.03658,0.02548,1.65865,0.00000,1.68877,3.85813,0.70239,1.06541,0.06249,0.00000,0.00000,0.01784,0.00052,0.14983,0.35873,0.32615,0.88704,0.12174,1.58312,0.00000,0.00000,0.06175,0.53868,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.76942,4.53071,0.24035,0.53812
91,79.052,0.00000,0.05562,1.68474,1.38872,0.00000,1.20746,3.35455,0.31904,0.11157,0.06802,0.00000,0.00000,0.00001,0.00007,0.01041,0.01664,0.00827,0.00673,0.15465,0.33745,0.00000,0.00000,0.02717,0.29338,0.00000,0.04229,0.52326,1.57767,0.00000,1.54437,3.70706,0.58739,0.77926,0.06415,0.00000,0.00000,0.01249,0.00038,0.10800,0.25610,0.23078,0.62295,0.13161,1.20942,0.00000,0.00000,0.05138,0.46509,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.33653,3.85318,0.04213,0.81264
92,79.508,0.00000,0.05024,1.74424,1.30566,0.00000,1.20614,2.46869,0.26205,0.08984,0.05982,0.00000,0.00000,0.00001,0.00007,0.00565,0.00685,0.00322,0.00341,0.35316,0.81197,0.00000,0.00000,0.06796,0.79979,0.00000,0.04468,0.88955,1.49607,0.00000,1.44291,3.33555,0.48979,0.57243,0.06285,0.00000,0.00000,0.00875,0.00029,0.07730,0.18133,0.16251,0.43709,0.19808,1.09019,0.00000,0.00000,0.05635,0.56550,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.30629,2.88039,0.01921,2.03287
93,79.728,0.00000,0.04447,1.68399,1.45507,0.00000,1.42192,2.66509,0.40004,0.10964,0.10311,0.00000,0.00000,0.00027,0.00325,0.23301,0.26487,0.13170,0.14527,0.37930,2.21379,0.00000,0.00000,0.10156,1.42395,0.00000,0.04462,1.12788,1.48377,0.00000,1.43661,3.13441,0.46286,0.43359,0.07493,0.00000,0.00000,0.00621,0.00118,0.12401,0.20639,0.15327,0.34954,0.25244,1.42727,0.00000,0.00000,0.06992,0.82303,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.60545,3.27788,0.77838,4.11859
94,79.739,0.00000,0.04737,1.65067,1.84646,0.00000,1.81446,1.44835,0.30409,0.05211,0.05786,0.00000,0.00000,0.00036,0.00279,0.47984,0.54348,0.25522,0.24288,0.47961,3.56318,0.00000,0.00000,0.13759,1.95637,0.00000,0.04544,1.28472,1.59257,0.00000,1.54996,2.62859,0.41523,0.31915,0.06981,0.00000,0.00000,0.00445,0.00166,0.23076,0.30752,0.18385,0.31754,0.32059,2.06804,0.00000,0.00000,0.09022,1.16303,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5.35895,1.86241,1.52458,6.13675
95,80.323,0.00000,0.05799,0.72553,1.72589,0.00000,1.69400,2.22517,0.54286,0.18860,0.04886,0.00000,0.00000,0.00044,0.00106,0.92492,0.82780,0.55856,0.36387,4.37379,5.42744,0.00000,0.00000,0.10771,1.94160,0.00000,0.04921,1.11696,1.63257,0.00000,1.59318,2.50756,0.45352,0.27998,0.06352,0.00000,0.00000,0.00325,0.00148,0.43901,0.46360,0.29627,0.33144,1.53655,3.07586,0.00000,0.00000,0.09547,1.39660,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,4.20341,3.00548,2.67664,11.85053
96,81.475,0.00000,0.04493,0.86857,2.52348,0.00000,2.46660,0.70064,0.24915,0.70905,0.02657,0.00000,0.00000,0.05515,0.00153,0.00000,1.38185,1.23142,0.80695,0.00000,4.00980,0.00000,0.00000,0.25068,2.04086,0.00000,0.04792,1.04245,1.89984,0.00000,1.85520,1.96549,0.39221,0.40870,0.05244,0.00000,0.00000,0.01882,0.00150,0.30730,0.73908,0.57681,0.47409,1.07559,3.35604,0.00000,0.00000,0.14203,1.58988,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,5.90359,1.68541,3.47690,6.30133
97,82.339,0.00000,0.11089,0.00000,1.70037,0.00000,2.29563,2.07078,0.17643,0.00000,0.00953,0.00000,0.00000,0.00000,0.00095,0.00000,1.47771,2.78101,1.47658,0.00000,3.40420,0.00000,0.00000,2.58339,1.63855,0.00000,0.06681,0.72971,1.84000,0.00000,1.98733,1.99707,0.32747,0.28609,0.03957,0.00000,0.00000,0.01317,0.00133,0.21511,0.96067,1.23807,0.77484,0.75291,3.37049,0.00000,0.00000,0.87444,1.60448,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,4.10688,2.25674,5.73625,7.62614
98,83.173,0.00000,0.08281,0.00000,2.31690,0.00000,2.38201,0.00000,1.38253,0.00000,0.07433,0.00000,0.00000,0.00000,0.00143,0.00000,0.78430,0.71151,1.21848,0.00000,5.20790,0.00000,0.00000,0.00000,3.47651,0.00000,0.07161,0.51080,1.98307,0.00000,2.10574,1.39795,0.64399,0.20026,0.04999,0.00000,0.00000,0.00922,0.00136,0.15058,0.90776,1.08010,0.90793,0.52704,3.92171,0.00000,0.00000,0.61211,2.16609,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,4.78172,1.45685,2.71571,8.68442
99,83.793,0.00000,0.12814,0.00000,1.38181,0.00000,2.19261,0.00000,3.87054,0.00000,0.13682,0.00000,0.00000,0.00000,0.00285,0.00000,3.45000,0.00000,7.92748,0.00000,8.74977,0.00000,0.00000,0.00000,4.03443,0.00000,0.08857,0.35756,1.80269,0.00000,2.13180,0.97857,1.61196,0.14018,0.07604,0.00000,0.00000,0.00645,0.00181,0.10541,1.67043,0.75607,3.01380,0.36893,5.37013,0.00000,0.00000,0.42847,2.72659,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,2,3.70257,4.00736,11.38033,12.78420
100,84.046,0.00000,0.20605,0.00000,2.77477,0.00000,4.00999,0.00000,4.31355,0.00000,0.18112,0.00000,0.00000,0.00000,0.00311,0.00000,3.13661,0.00000,7.61305,0.00000,8.90187,0.00000,0.00000,0.00000,4.06278,0.00000,0.12382,0.25029,2.09431,0.00000,2.69526,0.68500,2.42244,0.09813,0.10756,0.00000,0.00000,0.00452,0.00220,0.07378,2.11028,0.52925,4.39357,0.25825,6.42965,0.00000,0.00000,0.29993,3.12745,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,3,0,4,0,0,0,2,6.99081,4.49467,10.75276,12.96465
101,85.268,0.00000,0.14433,0.00000,2.91042,0.00000,3.55168,0.00000,4.34207,0.00000,0.17790,0.00000,0.00000,0.00000,0.00389,0.00000,2.73257,0.00000,6.39034,0.00000,7.89385,0.00000,0.00000,0.00000,3.97963,0.00000,0.12997,0.17520,2.33915,0.00000,2.95218,0.47950,2.99833,0.06869,0.12867,0.00000,0.00000,0.00316,0.00271,0.05165,2.29697,0.37047,4.99260,0.18077,6.86891,0.00000,0.00000,0.20995,3.38311,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,3,0,5,0,0,0,2,6.60644,4.51997,9.12680,11.87348
102,86.639,0.00000,0.04080,0.00000,2.50164,0.00000,2.15817,0.00000,4.79475,0.00000,0.20503,0.00000,0.00000,0.00000,0.00328,0.00000,1.67022,1.63618,2.87650,0.00000,5.02796,0.00000,0.00000,0.00000,2.65250,0.00000,0.10322,0.12264,2.38790,0.00000,2.71398,0.33565,3.53725,0.04808,0.15158,0.00000,0.00000,0.00221,0.00288,0.03615,2.10894,0.75019,4.35777,0.12654,6.31662,0.00000,0.00000,0.14697,3.16392,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,2,0,3,0,4,0,0,0,2,4.70061,4.99978,6.18618,7.68046
103,86.853,0.00000,0.02007,0.00000,2.18135,0.00000,1.96163,4.73566,0.51972,0.00000,0.03211,0.00000,0.00000,0.00000,0.00409,0.00000,0.76417,0.64505,0.89630,0.00000,1.92521,0.00000,0.00000,1.99439,0.91573,0.00000,0.07827,0.08585,2.32593,0.00000,2.48827,1.65565,2.63199,0.03366,0.11574,0.00000,0.00000,0.00155,0.00324,0.02531,1.70551,0.71864,3.31933,0.08858,4.99920,0.00000,0.00000,0.70119,2.48947,0,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,2,4.16305,5.28749,2.30961,4.83533
104,86.840,0.00000,0.01838,0.00000,1.35707,0.00000,1.44044,5.02765,0.41327,0.00000,0.02357,0.00000,0.00000,0.11538,0.00211,0.00000,0.37581,0.44737,0.40835,0.00000,0.55540,0.00000,0.00000,0.12427,0.26981,0.00000,0.06031,0.06009,2.03527,0.00000,2.17392,2.66725,1.96638,0.02356,0.08809,0.00000,0.00000,0.03570,0.00290,0.01772,1.30660,0.63726,2.44603,0.06201,3.66606,0.00000,0.00000,0.52812,1.82357,0,0,0,2,0,2,2,1,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,1,2.81590,5.46448,1.34902,0.94949
105,87.395,0.00000,0.03359,0.00000,1.41826,0.00000,1.47587,2.79468,0.79816,1.89195,0.04829,0.00000,0.00000,0.00077,0.00117,0.24838,0.22159,0.24769,0.21087,0.17166,0.19451,0.00000,0.00000,0.01704,0.08757,0.00000,0.05229,0.04207,1.85017,0.00000,1.96451,2.70548,1.61591,0.58408,0.07615,0.00000,0.00000,0.02522,0.00238,0.08691,0.98110,0.52039,1.77549,0.09490,2.62460,0.00000,0.00000,0.37480,1.30277,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2.92772,5.53308,0.93048,0.47078
106,88.057,0.00000,0.06356,0.00000,1.55570,0.00000,1.29777,2.32108,0.53972,2.09135,0.03266,0.00000,0.00000,0.00054,0.00127,0.19602,0.20750,0.20664,0.17387,0.17211,0.17443,0.00000,0.00000,0.01267,0.08064,0.00000,0.05567,0.02945,1.76183,0.00000,1.76449,2.59016,1.29305,1.03626,0.06310,0.00000,0.00000,0.01782,0.00205,0.11965,0.74902,0.42627,1.29500,0.11807,1.88954,0.00000,0.00000,0.26616,0.93613,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.91703,4.98482,0.78584,0.43984
107,88.636,0.00000,0.08242,0.00000,1.99505,0.00000,1.66100,2.71700,0.62977,0.38708,0.05066,0.00000,0.00000,0.00026,0.00079,0.08620,0.09413,0.08970,0.07933,0.21298,0.54871,0.00000,0.00000,0.03800,0.26582,0.00000,0.06370,0.02061,1.83180,0.00000,1.73344,2.62821,1.09407,0.84151,0.05937,0.00000,0.00000,0.01255,0.00167,0.10961,0.55255,0.32530,0.93030,0.14654,1.48729,0.00000,0.00000,0.19771,0.73504,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.73847,3.78450,0.35041,1.06551
108,88.938,0.00000,0.07898,0.00000,2.13270,0.00000,1.90006,2.47850,0.59115,0.07778,0.06084,0.00000,0.00000,0.00017,0.00073,0.03474,0.05537,0.05154,0.04830,0.14004,0.74223,0.00000,0.00000,0.05461,0.40451,0.00000,0.06828,0.01443,1.92207,0.00000,1.78342,2.58330,0.94319,0.61239,0.05981,0.00000,0.00000,0.00883,0.00139,0.08715,0.40340,0.24317,0.66570,0.14459,1.26378,0.00000,0.00000,0.15478,0.63588,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.11174,3.20826,0.19084,1.34140
109,89.445,0.00000,0.08721,0.00000,2.41400,0.00000,2.13697,2.24661,0.56205,0.06827,0.06721,0.00000,0.00000,0.00020,0.00117,0.04691,0.06645,0.06027,0.05910,0.19213,1.27954,0.00000,0.00000,0.08803,0.73542,0.00000,0.07396,0.01010,2.06965,0.00000,1.88949,2.48229,0.82885,0.44915,0.06203,0.00000,0.00000,0.00624,0.00132,0.07508,0.30231,0.18830,0.48372,0.15885,1.26850,0.00000,0.00000,0.13475,0.66574,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.63818,2.94415,0.23410,2.29512
110,89.685,0.00000,0.07866,0.00000,2.25676,0.00000,1.96215,1.12284,0.38096,2.08342,0.05909,0.00000,0.00000,0.00070,0.00409,0.33690,0.34786,0.29714,0.28706,0.24754,2.83384,0.00000,0.00000,0.19743,1.52457,0.00000,0.07537,0.00707,2.12578,0.00000,1.91129,2.07446,0.69448,0.93943,0.06115,0.00000,0.00000,0.00458,0.00215,0.15362,0.31598,0.22095,0.42472,0.18546,1.73811,0.00000,0.00000,0.15356,0.92339,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.29757,3.64631,1.27375,4.80338
111,89.721,0.00000,0.09460,0.00000,2.62181,0.00000,2.39578,1.18613,0.49810,1.12685,0.06684,0.00000,0.00000,0.00043,0.00148,0.28027,0.27210,0.24875,0.21699,3.30441,3.62463,0.00000,0.00000,0.19944,1.77993,0.00000,0.08114,0.00495,2.27459,0.00000,2.05663,1.80796,0.63557,0.99566,0.06286,0.00000,0.00000,0.00333,0.00195,0.19162,0.30281,0.22929,0.36240,1.12115,2.30406,0.00000,0.00000,0.16732,1.18035,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,5.11219,2.87792,1.02003,8.90840
112,90.924,0.00000,0.11826,0.00000,2.04362,0.00000,2.09592,3.57493,0.48562,0.00000,0.05507,0.00000,0.00000,0.18573,0.00236,0.00000,1.17180,1.37216,1.04842,2.77348,3.73507,0.00000,0.00000,0.32713,2.04209,0.00000,0.09228,0.00346,2.20530,0.00000,2.06842,2.33805,0.59058,0.69696,0.06052,0.00000,0.00000,0.05805,0.00208,0.13413,0.56351,0.57215,0.56821,1.61685,2.73336,0.00000,0.00000,0.21526,1.43887,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,4.25781,4.11562,3.78047,8.87777
