step,unscrew_deg,arm_cmd_j1,arm_cmd_j2,arm_cmd_j3,arm_cmd_j4,arm_cmd_j5,arm_cmd_j6,hand_cmd_0,hand_cmd_1,hand_cmd_2,hand_cmd_3,hand_cmd_4,hand_cmd_5,hand_cmd_6,hand_cmd_7,hand_cmd_8,hand_cmd_9,hand_cmd_10,hand_cmd_11,hand_cmd_12,hand_cmd_13,hand_cmd_14,hand_cmd_15,arm_q_j1,arm_q_j2,arm_q_j3,arm_q_j4,arm_q_j5,arm_q_j6,hand_q_0,hand_q_1,hand_q_2,hand_q_3,hand_q_4,hand_q_5,hand_q_6,hand_q_7,hand_q_8,hand_q_9,hand_q_10,hand_q_11,hand_q_12,hand_q_13,hand_q_14,hand_q_15
51,27.39,2.938711,0.26477,-1.962037,0.20292,-1.395961,-1.637615,-0.301,1.61,-0.174,0.248491,1.396,0.688298,0.248643,0.394084,0.116291,1.499938,-0.174,0.389638,0.24896,1.551741,0.011406,0.077519,2.937311,0.220115,-1.945934,0.1753,-1.390509,-1.694026,-0.160508,1.474681,-0.193981,0.125772,1.375719,0.699028,0.098643,0.365516,-0.032189,1.349938,-0.176188,0.414406,0.09896,1.401741,-0.138594,0.136612
52,28.38,2.94772,0.280586,-1.973554,0.190584,-1.415539,-1.633405,-0.316695,1.61,-0.174,0.289233,1.396,0.727125,0.243689,0.359476,0.086766,1.500431,-0.174,0.406393,0.24267,1.554244,0.011978,0.081037,2.93659,0.230793,-1.953672,0.18166,-1.391861,-1.6748,-0.166695,1.472388,-0.196197,0.155183,1.377082,0.698852,0.093689,0.372041,-0.038536,1.350431,-0.17853,0.409961,0.09267,1.404244,-0.138022,0.122452
53,28.54,2.962851,0.292704,-1.986798,0.173162,-1.435382,-1.643084,-0.307627,1.61,-0.174,0.316086,1.396,0.777,0.228545,0.311953,0.051598,1.521141,-0.174,0.437036,0.247888,1.567941,0.013611,0.098444,2.938804,0.242508,-1.962209,0.184173,-1.399239,-1.660742,-0.157627,1.479229,-0.196009,0.187326,1.376398,0.706652,0.078545,0.366935,-0.030964,1.371141,-0.185066,0.409797,0.097888,1.417941,-0.127548,0.112763
54,28.55,2.974908,0.290934,-1.986154,0.169629,-1.45527,-1.654117,-0.294711,1.61,-0.174,0.32905,1.396,0.824404,0.214693,0.263407,0.030319,1.542775,-0.174,0.453791,0.256186,1.583393,0.029132,0.12974,2.944365,0.254085,-1.971245,0.182743,-1.411443,-1.654929,-0.144711,1.487011,-0.18906,0.21822,1.358281,0.723696,0.064693,0.351676,-0.020043,1.392775,-0.188694,0.415671,0.106186,1.433393,-0.115876,0.109665
55,28.74,2.975128,0.287908,-1.971621,0.173912,-1.474914,-1.651261,-0.282449,1.61,-0.174,0.328126,1.396,0.865254,0.215739,0.219566,0.022928,1.554902,-0.174,0.463556,0.263343,1.60076,0.029474,0.147148,2.952416,0.262804,-1.977844,0.180273,-1.426691,-1.654738,-0.132449,1.494472,-0.18883,0.244809,1.332864,0.747708,0.065739,0.328788,-0.010409,1.404902,-0.187959,0.423783,0.113343,1.45076,-0.120526,0.11455
56,28.9,2.965082,0.271718,-1.970891,0.164307,-1.492691,-1.634516,-0.277774,1.61,-0.174,0.313312,1.396,0.892214,0.208847,0.173326,0.029427,1.569937,-0.174,0.459433,0.266488,1.61,0.021208,0.150666,2.959915,0.269058,-1.979704,0.178149,-1.443093,-1.654019,-0.127774,1.504357,-0.188684,0.264783,1.331757,0.775362,0.058847,0.300919,-0.00468,1.419937,-0.1874,0.432433,0.116488,1.469028,-0.128792,0.122564
57,29.08,2.968925,0.253633,-1.964664,0.148482,-1.496579,-1.615909,-0.272299,1.61,-0.161328,0.284609,1.396,0.905286,0.191754,0.140974,0.048474,1.589287,-0.174,0.44142,0.268037,1.61,0.022841,0.140295,2.963072,0.271204,-1.978598,0.173148,-1.459298,-1.647987,-0.122299,1.517035,-0.177693,0.276408,1.337007,0.801809,0.041754,0.268237,-0.002652,1.439287,-0.183575,0.438762,0.118037,1.488463,-0.126586,0.129787
58,29.15,2.977244,0.2408,-1.953504,0.133037,-1.486578,-1.597786,-0.268545,1.61,-0.134767,0.242018,1.396,0.90447,0.179248,0.122511,0.076587,1.607985,-0.174,0.437296,0.267263,1.61,0.029836,0.130518,2.965597,0.267908,-1.975197,0.164482,-1.471568,-1.637863,-0.118545,1.535756,-0.174286,0.278368,1.340721,0.82408,0.029248,0.235843,-0.001373,1.457985,-0.178153,0.43913,0.117263,1.505395,-0.120164,0.13281
59,29.26,2.971674,0.241236,-1.939299,0.120545,-1.470209,-1.582046,-0.269182,1.61,-0.094317,0.192025,1.396,0.889764,0.183438,0.117937,0.109951,1.61,-0.174,0.441821,0.265559,1.61,0.021154,0.13463,2.969354,0.260646,-1.969495,0.153742,-1.47691,-1.625262,-0.119182,1.545065,-0.173616,0.269604,1.337434,0.841037,0.033438,0.20708,-0.002381,1.468429,-0.182156,0.437702,0.115559,1.518008,-0.128846,0.132446
60,29.57,2.957033,0.227824,-1.938983,0.106834,-1.451888,-1.562206,-0.269073,1.61,-0.049295,0.147165,1.396,0.861169,0.198588,0.127252,0.147943,1.61,-0.174,0.444319,0.266628,1.61,0.006568,0.150246,2.97056,0.254008,-1.962188,0.141848,-1.47554,-1.611298,-0.119073,1.536389,-0.170051,0.250908,1.345876,0.851743,0.048588,0.185154,-0.002057,1.461529,-0.186336,0.437295,0.116628,1.51653,-0.143432,0.132801
61,29.83,2.956281,0.228301,-1.924778,0.097856,-1.432586,-1.542282,-0.27077,1.61,-0.018162,0.116195,1.396,0.819178,0.208315,0.150456,0.146869,1.601543,-0.174,0.460705,0.266407,1.61,-0.001744,0.154023,2.967452,0.247557,-1.955468,0.129396,-1.468475,-1.595207,-0.12077,1.52715,-0.157047,0.225916,1.349486,0.852762,0.058315,0.170975,-0.003131,1.451543,-0.182551,0.437759,0.116407,1.512671,-0.151744,0.136843
62,30.29,2.951558,0.224981,-1.914239,0.086232,-1.414097,-1.522299,-0.275353,1.61,-0.011104,0.099113,1.396,0.779197,0.222799,0.187549,0.144129,1.581342,-0.174,0.463203,0.265634,1.61,-0.01113,0.171689,2.96399,0.241376,-1.947855,0.116831,-1.457595,-1.577114,-0.125353,1.524192,-0.161104,0.199461,1.354275,0.844025,0.072799,0.165917,-0.005872,1.431342,-0.179482,0.44294,0.115634,1.499115,-0.16113,0.14062
63,30.99,2.939884,0.21921,-1.914697,0.07571,-1.395265,-1.502315,-0.281854,1.61,-0.022274,0.09592,1.396,0.743204,0.239624,0.237474,0.139547,1.5666,-0.174,0.451812,0.26337,1.61,-0.026164,0.175466,2.960186,0.235879,-1.939241,0.104027,-1.444154,-1.558231,-0.131854,1.519701,-0.172274,0.175251,1.361011,0.828288,0.089624,0.171111,-0.010453,1.4166,-0.188653,0.447773,0.11337,1.486289,-0.176164,0.147619
64,31.46,2.9421,0.224092,-1.906059,0.069663,-1.375806,-1.482332,-0.287173,1.61,-0.032808,0.106617,1.396,0.699722,0.247665,0.287258,0.135827,1.551242,-0.174,0.454309,0.261404,1.61,-0.035343,0.165354,2.954442,0.231172,-1.932803,0.092447,-1.428958,-1.539427,-0.137173,1.508504,-0.173591,0.156112,1.364113,0.807875,0.097665,0.187498,-0.014173,1.401242,-0.191491,0.447994,0.111404,1.474601,-0.185343,0.153865
65,32.45,2.930426,0.230106,-1.91131,0.077504,-1.357332,-1.462337,-0.293282,1.61,-0.05723,0.131202,1.396,0.653562,0.261415,0.326032,0.132224,1.525535,-0.174,0.444209,0.26061,1.602947,-0.042453,0.141353,2.950157,0.228055,-1.927085,0.08229,-1.41314,-1.5202,-0.143282,1.495893,-0.184722,0.144128,1.366855,0.782667,0.111415,0.212214,-0.017776,1.375535,-0.188756,0.448608,0.11061,1.452947,-0.192453,0.155794
66,33.97,2.917661,0.234198,-1.92207,0.084173,-1.338902,-1.442339,-0.305132,1.61,-0.095542,0.169676,1.396,0.621291,0.277923,0.350917,0.123705,1.503866,-0.174,0.447998,0.255087,1.582129,-0.042013,0.115298,2.943965,0.227567,-1.923936,0.077792,-1.396205,-1.500508,-0.155132,1.478615,-0.192203,0.140919,1.371537,0.753197,0.127923,0.240338,-0.026295,1.353866,-0.187091,0.447133,0.105087,1.432129,-0.192013,0.15143
67,35.83,2.918784,0.245142,-1.926946,0.093473,-1.323983,-1.422342,-0.307193,1.61,-0.143974,0.219294,1.396,0.602909,0.288142,0.361913,0.123663,1.484016,-0.174,0.447381,0.257672,1.56298,-0.039271,0.103132,2.935711,0.229269,-1.924358,0.076993,-1.378226,-1.480506,-0.157193,1.462022,-0.193896,0.147738,1.373345,0.724527,0.138142,0.267683,-0.026337,1.334016,-0.182299,0.447861,0.107672,1.41298,-0.189271,0.142169
68,37.39,2.915541,0.262642,-1.937686,0.096305,-1.322952,-1.402372,-0.307162,1.596973,-0.174,0.269,1.396,0.597742,0.295027,0.35902,0.125942,1.471854,-0.174,0.437151,0.261971,1.545597,-0.039695,0.104856,2.929543,0.232399,-1.927399,0.078745,-1.361433,-1.459984,-0.157162,1.446973,-0.204944,0.164811,1.381452,0.697698,0.145027,0.290703,-0.024058,1.321854,-0.200284,0.448749,0.111971,1.395597,-0.189695,0.132206
69,38.49,2.916399,0.280794,-1.938003,0.095522,-1.33581,-1.383476,-0.312285,1.578674,-0.174,0.318632,1.396,0.606464,0.303041,0.342238,0.122107,1.457961,-0.174,0.440809,0.260766,1.533097,-0.045703,0.105146,2.924438,0.238447,-1.932853,0.081278,-1.349687,-1.4403,-0.163157,1.428674,-0.206888,0.189753,1.383461,0.677172,0.153041,0.307693,-0.027893,1.307961,-0.201189,0.44661,0.110766,1.383097,-0.195703,0.125079
70,38.92,2.908648,0.299301,-1.952209,0.084801,-1.355728,-1.378469,-0.315853,1.579326,-0.174,0.356209,1.396,0.629075,0.300998,0.311567,0.104459,1.452419,-0.174,0.450738,0.254425,1.531398,-0.037369,0.119325,2.920923,0.247533,-1.93828,0.0836,-1.345684,-1.420614,-0.165853,1.429326,-0.210123,0.220623,1.38654,0.662291,0.150998,0.315059,-0.033192,1.302419,-0.183467,0.446298,0.104425,1.381398,-0.187369,0.120036
71,38.97,2.914785,0.307932,-1.970342,0.087968,-1.375532,-1.387351,-0.304957,1.578443,-0.174,0.379897,1.396,0.665574,0.283653,0.267007,0.072922,1.464483,-0.174,0.457693,0.262067,1.542179,-0.027505,0.147393,2.916689,0.260096,-1.945433,0.083072,-1.34881,-1.406361,-0.154957,1.428443,-0.209411,0.253097,1.38502,0.6562,0.133653,0.312656,-0.023057,1.314483,-0.181037,0.447898,0.112067,1.392179,-0.177505,0.120071
72,38.95,2.931998,0.313825,-1.980817,0.10116,-1.395098,-1.395995,-0.292088,1.590363,-0.174,0.389696,1.396,0.714523,0.25861,0.236336,0.052498,1.482554,-0.174,0.474148,0.267484,1.554957,-0.010704,0.161573,2.914977,0.272914,-1.954975,0.085294,-1.357395,-1.400187,-0.142088,1.440363,-0.207026,0.283467,1.379948,0.659096,0.10861,0.299285,-0.013629,1.332554,-0.173791,0.450469,0.117484,1.404957,-0.160704,0.127231
73,39.1,2.945428,0.31628,-1.977403,0.114222,-1.414843,-1.405063,-0.286647,1.593031,-0.174,0.385607,1.396,0.763826,0.249347,0.194796,0.045963,1.501327,-0.174,0.476714,0.269025,1.573997,-0.012882,0.161863,2.918621,0.282715,-1.964589,0.091898,-1.369774,-1.399373,-0.136647,1.443031,-0.193928,0.308935,1.363975,0.672782,0.099347,0.282677,-0.0102,1.351327,-0.175216,0.455672,0.119025,1.423997,-0.162882,0.135954
74,39.37,2.944969,0.31602,-1.981165,0.113395,-1.434427,-1.406557,-0.277341,1.599319,-0.174,0.367628,1.396,0.809481,0.244641,0.159668,0.053187,1.520326,-0.174,0.465392,0.275088,1.590817,-0.01663,0.148264,2.925552,0.290121,-1.971512,0.100224,-1.384922,-1.401576,-0.127341,1.449319,-0.190607,0.327297,1.361775,0.694434,0.094641,0.2602,-0.002831,1.370327,-0.182816,0.459904,0.125088,1.440817,-0.16663,0.142502
75,39.64,2.944303,0.310032,-1.977896,0.105473,-1.452831,-1.39552,-0.27051,1.608699,-0.174,0.335761,1.396,0.841248,0.236964,0.13574,0.066692,1.537765,-0.174,0.459057,0.278092,1.608122,-0.012495,0.128061,2.931575,0.296268,-1.976697,0.105646,-1.401334,-1.403513,-0.12051,1.458699,-0.184885,0.33693,1.357249,0.721411,0.086964,0.234586,0.002316,1.387765,-0.182482,0.460401,0.128092,1.458122,-0.162495,0.144292
76,39.93,2.949559,0.303875,-1.973896,0.09716,-1.464134,-1.378823,-0.26249,1.61,-0.164161,0.290004,1.396,0.859125,0.224099,0.123818,0.077438,1.558229,-0.174,0.445993,0.281104,1.61,-0.010816,0.119576,2.935975,0.299998,-1.979214,0.105976,-1.418241,-1.401331,-0.11249,1.474595,-0.177493,0.336607,1.352044,0.748852,0.074099,0.209324,0.008273,1.408229,-0.179312,0.459446,0.131104,1.478162,-0.154887,0.141031
77,40.15,2.944645,0.287673,-1.966168,0.085599,-1.461549,-1.360563,-0.259722,1.61,-0.140432,0.240004,1.396,0.863114,0.211889,0.125785,0.102074,1.577976,-0.174,0.438615,0.281129,1.61,0.002916,0.097202,2.94041,0.301074,-1.979374,0.10309,-1.433431,-1.394534,-0.109722,1.493561,-0.171425,0.325382,1.348847,0.773215,0.061889,0.187291,0.010377,1.427976,-0.17758,0.455565,0.131129,1.495318,-0.147084,0.136574
78,40.31,2.949636,0.268469,-1.956703,0.078442,-1.445074,-1.341658,-0.260062,1.61,-0.102815,0.190062,1.396,0.853213,0.202917,0.14164,0.140598,1.597646,-0.174,0.417347,0.278462,1.61,0.000141,0.088717,2.94278,0.29847,-1.976771,0.097088,-1.442663,-1.384003,-0.110062,1.507935,-0.164971,0.304828,1.344887,0.792031,0.052917,0.171072,0.008521,1.447646,-0.186096,0.450679,0.128462,1.511913,-0.149859,0.12766
79,40.54,2.946701,0.263153,-1.943533,0.058848,-1.42565,-1.322445,-0.261833,1.61,-0.057025,0.141822,1.396,0.829424,0.210878,0.171385,0.156677,1.596942,-0.174,0.409969,0.277176,1.61,-0.012978,0.094121,2.945222,0.291615,-1.971646,0.09046,-1.444768,-1.370543,-0.111833,1.501093,-0.14909,0.277202,1.350553,0.805371,0.060878,0.163834,0.006677,1.446942,-0.18914,0.441024,0.127176,1.516338,-0.162978,0.118139
80,41.08,2.937382,0.267982,-1.927802,0.039715,-1.406558,-1.302763,-0.271591,1.61,-0.025125,0.10747,1.396,0.791746,0.228762,0.215019,0.149252,1.578697,-0.174,0.416479,0.272506,1.61,-0.03085,0.113414,2.94597,0.28362,-1.964087,0.079727,-1.440581,-1.354861,-0.121591,1.47942,-0.129717,0.24461,1.352581,0.811057,0.078762,0.16652,-0.000748,1.428697,-0.187227,0.431284,0.122506,1.508734,-0.180851,0.111628
81,42.02,2.919065,0.258921,-1.925961,0.034461,-1.387307,-1.282773,-0.271075,1.61,-0.007113,0.087008,1.396,0.747103,0.23202,0.264119,0.150248,1.56699,-0.174,0.436879,0.274276,1.61,-0.03148,0.146595,2.94385,0.27876,-1.955946,0.064997,-1.431188,-1.337465,-0.121075,1.473116,-0.118973,0.21158,1.357531,0.805884,0.08202,0.178832,0.000248,1.41699,-0.183504,0.4262,0.124276,1.497968,-0.18148,0.111582
82,42.37,2.914636,0.248234,-1.91931,0.019602,-1.367543,-1.262778,-0.277924,1.61,-0.002991,0.080434,1.396,0.712428,0.238704,0.312685,0.145431,1.556054,-0.174,0.443389,0.271043,1.61,-0.040926,0.165888,2.937273,0.273635,-1.94809,0.052769,-1.418096,-1.319002,-0.127924,1.473286,-0.131147,0.181549,1.363663,0.791302,0.088704,0.199464,-0.004569,1.406054,-0.187133,0.428042,0.121043,1.489548,-0.190926,0.119487
83,43.07,2.924097,0.251436,-1.908472,0.003885,-1.348192,-1.24278,-0.283999,1.61,-0.012757,0.087749,1.396,0.670201,0.2399,0.360021,0.14106,1.536073,-0.174,0.438908,0.268472,1.61,-0.045784,0.171292,2.93013,0.266877,-1.940286,0.03952,-1.403235,-1.299889,-0.133999,1.473835,-0.144774,0.157158,1.36646,0.772312,0.0899,0.22698,-0.00894,1.386073,-0.179325,0.431437,0.118472,1.474563,-0.195784,0.12993
84,44.48,2.919669,0.262027,-1.911523,0.002057,-1.333909,-1.222788,-0.292103,1.61,-0.036412,0.108954,1.396,0.622413,0.254955,0.393468,0.135624,1.509618,-0.174,0.441293,0.266863,1.601874,-0.061583,0.162807,2.92693,0.260978,-1.932317,0.025566,-1.387514,-1.280437,-0.142103,1.469534,-0.165445,0.140391,1.368903,0.748792,0.104955,0.259588,-0.014376,1.359618,-0.183002,0.432978,0.116863,1.451874,-0.211583,0.138827
85,46.46,2.901352,0.259506,-1.923979,0.012717,-1.320189,-1.202794,-0.297219,1.609916,-0.073956,0.144047,1.396,0.588514,0.27711,0.413026,0.133881,1.481362,-0.174,0.43335,0.267644,1.578271,-0.063617,0.140433,2.923926,0.25923,-1.927229,0.015869,-1.372106,-1.260594,-0.147219,1.459916,-0.186126,0.132751,1.372805,0.720456,0.12711,0.292316,-0.016119,1.331362,-0.177435,0.434891,0.117644,1.428271,-0.213617,0.143388
86,48.6,2.896924,0.270874,-1.929236,0.009489,-1.307713,-1.182796,-0.297978,1.596865,-0.114854,0.193029,1.396,0.55042,0.279686,0.418696,0.135381,1.464213,-0.174,0.439297,0.271152,1.559539,-0.064608,0.10417,2.91767,0.259943,-1.926951,0.01196,-1.35658,-1.240481,-0.147978,1.446865,-0.200873,0.135363,1.378155,0.692011,0.129686,0.321717,-0.014619,1.314213,-0.182799,0.435473,0.121152,1.409539,-0.214608,0.141889
87,49.66,2.906384,0.285134,-1.931049,0.017769,-1.309126,-1.162801,-0.301622,1.581352,-0.164073,0.24268,1.396,0.526216,0.285237,0.410476,0.127862,1.445784,-0.174,0.444552,0.272282,1.540165,-0.054256,0.081796,2.910633,0.262089,-1.929397,0.008754,-1.342242,-1.220402,-0.151622,1.431352,-0.205975,0.149107,1.380518,0.661159,0.135237,0.345356,-0.016026,1.295784,-0.180261,0.437183,0.122282,1.390165,-0.204256,0.131983
88,51.25,2.901956,0.303611,-1.94348,0.015375,-1.324427,-1.143922,-0.305201,1.564651,-0.174,0.291444,1.396,0.5159,0.297059,0.388368,0.106454,1.432936,-0.174,0.456403,0.274906,1.52127,-0.047938,0.073311,2.907529,0.266564,-1.932495,0.00913,-1.333612,-1.200626,-0.155201,1.414651,-0.217498,0.171467,1.382819,0.632101,0.147059,0.361125,-0.016254,1.282936,-0.190159,0.439625,0.124906,1.37127,-0.197938,0.119172
89,52.58,2.89737,0.322659,-1.957697,0.010979,-1.344386,-1.138932,-0.307176,1.561405,-0.174,0.32632,1.396,0.519473,0.292589,0.35237,0.071158,1.422852,-0.174,0.454364,0.271396,1.51335,-0.035923,0.078715,2.904948,0.275064,-1.937964,0.009492,-1.331826,-1.181236,-0.157176,1.411405,-0.22241,0.200168,1.386065,0.60719,0.142589,0.366492,-0.0195,1.272852,-0.175984,0.444694,0.121396,1.36335,-0.185923,0.107818
90,52.57,2.906606,0.34017,-1.968932,0.020472,-1.364277,-1.14783,-0.293897,1.556594,-0.174,0.347307,1.396,0.536935,0.271782,0.302787,0.022507,1.436276,-0.174,0.440261,0.279336,1.524588,-0.020115,0.098008,2.901901,0.285287,-1.946248,0.009204,-1.335447,-1.166819,-0.143897,1.406594,-0.207964,0.230373,1.38574,0.588914,0.121782,0.36164,-0.008456,1.286276,-0.178623,0.448231,0.129336,1.374588,-0.170115,0.1014
91,52.63,2.912195,0.35284,-1.985852,0.025079,-1.384142,-1.165271,-0.285898,1.566105,-0.174,0.354405,1.396,0.568286,0.257762,0.257256,-0.019579,1.449651,-0.174,0.440046,0.282338,1.538532,-0.016096,0.103411,2.901816,0.297813,-1.955903,0.014018,-1.344073,-1.160146,-0.135898,1.416105,-0.209013,0.258361,1.381961,0.577192,0.107762,0.345805,-0.003838,1.299651,-0.174521,0.446486,0.132338,1.388532,-0.166096,0.101089
92,52.95,2.928225,0.351621,-1.988883,0.043576,-1.403639,-1.168823,-0.284186,1.564779,-0.174,0.347614,1.396,0.613526,0.251871,0.225613,-0.047775,1.468441,-0.174,0.453721,0.28028,1.555334,-0.018578,0.118616,2.903774,0.310857,-1.967062,0.020812,-1.355775,-1.161014,-0.134186,1.414779,-0.197027,0.281357,1.365913,0.575221,0.101871,0.323761,-0.003244,1.318441,-0.181207,0.444047,0.13028,1.405334,-0.168578,0.10195
93,53.29,2.932752,0.346269,-1.987969,0.055762,-1.423442,-1.179641,-0.280157,1.569481,-0.174,0.326934,1.396,0.663504,0.253798,0.181496,-0.062082,1.478444,-0.174,0.467694,0.28211,1.569512,-0.022247,0.120025,2.910208,0.321528,-1.976324,0.030661,-1.370905,-1.162739,-0.130157,1.419481,-0.196067,0.297199,1.357131,0.584448,0.103798,0.299158,-7.8e-05,1.328444,-0.180477,0.445502,0.13211,1.419512,-0.172247,0.10623
94,53.64,2.927411,0.339128,-1.982208,0.055923,-1.442704,-1.176571,-0.275709,1.582008,-0.174,0.292366,1.396,0.7134,0.2508,0.141151,-0.0625,1.493363,-0.174,0.467779,0.282497,1.584476,-0.020451,0.107545,2.917647,0.328941,-1.982546,0.040576,-1.387363,-1.167619,-0.125709,1.432008,-0.193911,0.304244,1.356128,0.603012,0.1008,0.269477,0.002357,1.343363,-0.17889,0.450198,0.132497,1.434476,-0.170451,0.110052
95,54.24,2.923764,0.332539,-1.976166,0.053561,-1.456059,-1.159612,-0.267001,1.598721,-0.174,0.243908,1.396,0.75918,0.237616,0.111603,-0.04903,1.51606,-0.174,0.453974,0.281933,1.601702,-0.008363,0.081176,2.922037,0.332483,-1.985003,0.046752,-1.404269,-1.16997,-0.117001,1.448721,-0.183662,0.301306,1.359223,0.628479,0.087616,0.237276,0.004601,1.36606,-0.177202,0.453938,0.131933,1.451702,-0.158363,0.110367
96,54.83,2.931052,0.314631,-1.973257,0.040953,-1.455525,-1.141374,-0.266453,1.61,-0.174,0.193913,1.396,0.791072,0.219839,0.095943,-0.02167,1.542939,-0.174,0.426281,0.280868,1.61,0.002962,0.068696,2.923659,0.332845,-1.984509,0.049341,-1.419971,-1.165697,-0.116453,1.47402,-0.179004,0.287438,1.361653,0.657799,0.069839,0.205555,0.006502,1.392939,-0.17527,0.454047,0.130868,1.471819,-0.143336,0.104375
97,55.06,2.928154,0.30269,-1.962796,0.026316,-1.441101,-1.126047,-0.266,1.61,-0.163586,0.143923,1.396,0.809075,0.214478,0.094173,0.019578,1.560579,-0.174,0.412476,0.277828,1.61,0.007548,0.048735,2.926318,0.329071,-1.981872,0.047507,-1.431192,-1.157098,-0.116,1.491736,-0.174644,0.264903,1.363434,0.687589,0.064478,0.17833,0.004859,1.410579,-0.176296,0.446841,0.127828,1.487531,-0.142452,0.096505
98,55.12,2.923255,0.293335,-1.947923,0.010243,-1.422924,-1.108534,-0.26557,1.61,-0.139283,0.094172,1.396,0.813189,0.221012,0.106291,0.067378,1.569123,-0.174,0.412561,0.277453,1.61,0.009606,0.042662,2.927651,0.322233,-1.976937,0.041362,-1.434363,-1.146616,-0.11557,1.502753,-0.176589,0.235769,1.364313,0.715055,0.071012,0.157413,0.005966,1.419123,-0.175615,0.437635,0.127453,1.49567,-0.140394,0.085523
99,55.33,2.916218,0.282706,-1.936085,-0.008881,-1.404842,-1.088822,-0.269587,1.61,-0.114825,0.05831,1.396,0.803414,0.230175,0.132299,0.116715,1.566272,-0.174,0.426534,0.274749,1.61,0.004206,0.050478,2.92687,0.313989,-1.969268,0.030468,-1.431898,-1.13435,-0.119587,1.505006,-0.170263,0.201667,1.365516,0.73738,0.080175,0.144895,0.001349,1.416272,-0.176727,0.430656,0.124749,1.495072,-0.145794,0.075412
100,55.6,2.92307,0.272695,-1.921251,-0.027834,-1.388407,-1.068888,-0.271482,1.61,-0.104256,0.036337,1.396,0.77975,0.245158,0.172195,0.150809,1.55734,-0.174,0.433436,0.275203,1.61,0.003959,0.072184,2.924032,0.305149,-1.959964,0.016126,-1.424788,-1.118411,-0.121482,1.510597,-0.17483,0.167115,1.369498,0.752558,0.095158,0.141288,0.000809,1.40734,-0.176732,0.429503,0.125203,1.488546,-0.146041,0.069176
101,56.0,2.916032,0.270678,-1.909377,-0.047046,-1.374869,-1.048904,-0.281681,1.61,-0.079799,0.028253,1.396,0.742197,0.263538,0.221883,0.14295,1.544449,-0.174,0.447767,0.269826,1.61,-0.018673,0.107778,2.923213,0.29537,-1.949276,0.000208,-1.415453,-1.101328,-0.131681,1.500329,-0.175825,0.135604,1.372616,0.75929,0.113538,0.149018,-0.00705,1.394449,-0.187106,0.429692,0.119826,1.479596,-0.168673,0.06946
102,57.15,2.899224,0.256013,-1.905375,-0.062184,-1.356467,-1.028907,-0.289763,1.61,-0.06923,0.034058,1.396,0.694394,0.282616,0.268965,0.137789,1.521051,-0.174,0.448209,0.267764,1.61,-0.037794,0.129483,2.921244,0.287879,-1.93889,-0.017143,-1.405326,-1.082988,-0.139763,1.482303,-0.178439,0.109706,1.375372,0.756212,0.132616,0.167063,-0.012211,1.371051,-0.192338,0.43331,0.117764,1.462929,-0.187794,0.07789
103,58.65,2.896304,0.255237,-1.891345,-0.080367,-1.337479,-1.008909,-0.297201,1.61,-0.07255,0.053752,1.396,0.648884,0.295133,0.315778,0.132756,1.499679,-0.174,0.449753,0.26521,1.595488,-0.046425,0.1373,2.915411,0.280217,-1.928735,-0.034101,-1.391973,-1.063893,-0.147201,1.468539,-0.182044,0.091432,1.376306,0.743275,0.145133,0.191844,-0.017244,1.349679,-0.18892,0.43695,0.11521,1.445488,-0.196425,0.089551
104,60.64,2.885663,0.250954,-1.890289,-0.096018,-1.320726,-0.988909,-0.29975,1.59702,-0.089759,0.087335,1.396,0.61014,0.308644,0.348702,0.132211,1.47756,-0.174,0.451019,0.266687,1.576893,-0.049702,0.131227,2.90966,0.273469,-1.91881,-0.051299,-1.377406,-1.044711,-0.14975,1.44702,-0.174927,0.082314,1.376511,0.723764,0.158644,0.22262,-0.017789,1.32756,-0.186486,0.439732,0.116687,1.426893,-0.199702,0.100048
105,62.06,2.884981,0.26056,-1.889629,-0.102103,-1.304918,-0.96891,-0.30228,1.587648,-0.120858,0.134807,1.396,0.562161,0.310603,0.367737,0.131655,1.461593,-0.174,0.438396,0.268172,1.560832,-0.056007,0.111265,2.903227,0.268271,-1.91124,-0.068723,-1.361492,-1.024677,-0.15228,1.437648,-0.192366,0.083419,1.380738,0.698964,0.160604,0.252754,-0.018345,1.311593,-0.192666,0.443177,0.118172,1.410832,-0.206007,0.106553
106,63.35,2.881483,0.274627,-1.898551,-0.111185,-1.301453,-0.948912,-0.301188,1.569812,-0.165508,0.184,1.396,0.519746,0.321004,0.372883,0.136317,1.438773,-0.174,0.439662,0.275808,1.540738,-0.052913,0.077415,2.896715,0.264685,-1.905918,-0.08204,-1.346329,-1.004904,-0.151188,1.419812,-0.20445,0.095668,1.383722,0.669746,0.171004,0.280976,-0.013683,1.288773,-0.189414,0.442413,0.125808,1.390738,-0.202913,0.10652
107,64.21,2.870253,0.289863,-1.905707,-0.106378,-1.311876,-0.928928,-0.299818,1.559004,-0.174,0.233568,1.396,0.486183,0.328837,0.364141,0.138257,1.420339,-0.174,0.454817,0.278838,1.521155,-0.043945,0.057453,2.891127,0.265469,-1.905043,-0.092934,-1.33394,-0.984385,-0.149818,1.409004,-0.223393,0.116744,1.387887,0.636183,0.178837,0.302333,-0.011743,1.270339,-0.185399,0.442441,0.128838,1.371155,-0.193945,0.098702
