step,unscrew_deg,arm_cmd_j1,arm_cmd_j2,arm_cmd_j3,arm_cmd_j4,arm_cmd_j5,arm_cmd_j6,hand_cmd_0,hand_cmd_1,hand_cmd_2,hand_cmd_3,hand_cmd_4,hand_cmd_5,hand_cmd_6,hand_cmd_7,hand_cmd_8,hand_cmd_9,hand_cmd_10,hand_cmd_11,hand_cmd_12,hand_cmd_13,hand_cmd_14,hand_cmd_15,arm_q_j1,arm_q_j2,arm_q_j3,arm_q_j4,arm_q_j5,arm_q_j6,hand_q_0,hand_q_1,hand_q_2,hand_q_3,hand_q_4,hand_q_5,hand_q_6,hand_q_7,hand_q_8,hand_q_9,hand_q_10,hand_q_11,hand_q_12,hand_q_13,hand_q_14,hand_q_15
18,37.06,3.053937,0.32364,-2.06467,0.208578,-1.444943,-1.684667,0.47,1.353351,0.150022,-0.08723,1.396,0.179236,0.586032,-0.140018,0.47,1.13039,0.576534,0.145731,0.47,1.501894,-0.057354,0.194934,3.08768,0.320859,-2.060406,0.219811,-1.47909,-1.747717,0.427376,1.226298,0.300022,-0.184327,1.341972,0.225223,0.436032,-0.146436,0.443262,0.98039,0.426534,0.16112,0.45776,1.351894,-0.207354,0.176483
19,39.69,3.039862,0.324594,-2.067777,0.199356,-1.431913,-1.66469,0.47,1.397379,0.111571,-0.045764,1.396,0.198816,0.587949,-0.129324,0.47,1.129438,0.58126,0.142463,0.47,1.491593,-0.052457,0.204181,3.078318,0.323831,-2.061121,0.2156,-1.467861,-1.728266,0.437607,1.255354,0.261571,-0.160956,1.346941,0.21258,0.437949,-0.145001,0.448803,0.979438,0.43126,0.157402,0.460983,1.341593,-0.202457,0.180568
20,41.76,3.027278,0.333119,-2.060822,0.185685,-1.421695,-1.644738,0.47,1.437784,0.072492,-0.010553,1.396,0.232285,0.586271,-0.129579,0.47,1.13538,0.583491,0.13084,0.47,1.478285,-0.040858,0.227316,3.067551,0.32646,-2.061206,0.210684,-1.455818,-1.707889,0.445394,1.287784,0.222492,-0.133229,1.352413,0.207478,0.436271,-0.141328,0.453373,0.98538,0.433491,0.153817,0.462885,1.328285,-0.190858,0.186259
21,43.53,3.020005,0.331037,-2.067756,0.178692,-1.409743,-1.624771,0.47,1.472797,0.034654,0.026006,1.396,0.251865,0.579241,-0.115944,0.47,1.137424,0.597003,0.133107,0.47,1.470872,-0.040861,0.236563,3.055912,0.329716,-2.059956,0.202739,-1.444281,-1.68767,0.451286,1.322797,0.184654,-0.1037,1.355772,0.211418,0.429241,-0.138683,0.456847,0.987424,0.447003,0.148348,0.463776,1.32881,-0.190861,0.19614
22,43.82,3.02476,0.342843,-2.060801,0.178761,-1.40129,-1.6048,0.47,1.506236,-0.006274,0.06367,1.396,0.257556,0.575528,-0.097202,0.47,1.110124,0.542752,0.121484,0.47,1.471434,-0.040547,0.259699,3.045451,0.332547,-2.060121,0.19629,-1.433289,-1.667008,0.455809,1.356236,0.143726,-0.072481,1.353141,0.219286,0.425528,-0.133212,0.469471,0.960124,0.392752,0.144557,0.462108,1.321434,-0.190547,0.20611
23,44.8,3.015625,0.34076,-2.04913,0.167272,-1.406726,-1.584881,0.47,1.535737,-0.046602,0.087445,1.396,0.277135,0.58137,-0.077821,0.47,1.097118,0.490106,0.09756,0.47,1.455979,-0.029436,0.268946,3.03948,0.335574,-2.060127,0.190832,-1.423006,-1.646768,0.459245,1.385737,0.095782,-0.039719,1.350417,0.227297,0.43137,-0.12432,0.469913,0.947118,0.340106,0.138869,0.446403,1.305979,-0.179436,0.219454
24,47.05,3.000895,0.335067,-2.051349,0.151789,-1.398273,-1.564897,0.47,1.571336,-0.089728,0.097331,1.396,0.282826,0.571155,-0.058008,0.47,1.110262,0.480696,0.087524,0.47,1.446882,-0.024312,0.264303,3.032773,0.337995,-2.057987,0.182121,-1.417085,-1.626618,0.46179,1.421336,0.060272,-0.009108,1.349072,0.237506,0.421155,-0.113324,0.469652,0.960262,0.330696,0.128997,0.450498,1.296882,-0.174312,0.232274
25,47.94,3.000054,0.343263,-2.044446,0.136149,-1.38148,-1.544945,0.47,1.606751,-0.127436,0.115268,1.396,0.274628,0.56976,-0.052085,0.47,1.121835,0.491238,0.091377,0.47,1.457611,-0.030409,0.264417,3.023909,0.338582,-2.056384,0.172971,-1.410651,-1.605801,0.463758,1.456751,0.022564,0.016513,1.348561,0.24757,0.41976,-0.100125,0.469392,0.971835,0.341238,0.119079,0.452898,1.307611,-0.180409,0.240739
26,47.97,2.985323,0.341727,-2.044958,0.133161,-1.378374,-1.524965,0.47,1.61,-0.169495,0.119316,1.396,0.252609,0.563935,-0.042128,0.47,1.119607,0.493195,0.109119,0.47,1.456265,-0.036315,0.264915,3.016044,0.339456,-2.053379,0.16199,-1.401252,-1.585306,0.46529,1.489447,-0.019495,0.040279,1.347628,0.253419,0.413935,-0.088524,0.469455,0.969607,0.343195,0.112452,0.454044,1.306265,-0.186315,0.247052
27,48.94,2.984482,0.34546,-2.040723,0.122359,-1.371737,-1.504992,0.47,1.61,-0.174,0.137253,1.396,0.228262,0.553166,-0.046061,0.47,1.118798,0.503992,0.112973,0.47,1.454613,-0.031782,0.259867,3.006886,0.340646,-2.051716,0.152828,-1.393937,-1.565053,0.466375,1.519901,-0.053534,0.059308,1.348519,0.251913,0.403166,-0.077619,0.469722,0.968799,0.353992,0.111744,0.455017,1.304613,-0.181782,0.25193
28,49.64,2.976267,0.350745,-2.044066,0.117805,-1.36997,-1.485022,0.47,1.61,-0.174,0.141302,1.396,0.217803,0.545449,-0.06147,0.47,1.113984,0.515359,0.102937,0.47,1.453458,-0.027463,0.248953,2.999322,0.341737,-2.049498,0.142615,-1.387102,-1.545255,0.467253,1.540106,-0.085376,0.078068,1.352274,0.245083,0.395449,-0.070092,0.469852,0.963984,0.365359,0.112121,0.455636,1.303458,-0.177463,0.254233
29,50.3,2.967618,0.353859,-2.034509,0.110721,-1.36197,-1.465078,0.47,1.61,-0.174,0.131461,1.396,0.221233,0.542575,-0.071877,0.47,1.119996,0.516725,0.079012,0.47,1.457641,-0.031488,0.23367,2.992469,0.34383,-2.049128,0.133637,-1.381299,-1.52552,0.467914,1.555715,-0.109466,0.093287,1.35661,0.237322,0.392575,-0.068106,0.469617,0.969996,0.366725,0.109983,0.456093,1.307641,-0.181488,0.253414
30,51.41,2.963614,0.35334,-2.038841,0.098907,-1.364493,-1.445112,0.47,1.61,-0.174,0.132166,1.396,0.210774,0.535299,-0.068395,0.47,1.12108,0.52624,0.068977,0.47,1.456681,-0.036844,0.227808,2.984791,0.346148,-2.047183,0.125086,-1.374999,-1.505836,0.468384,1.568309,-0.126309,0.102475,1.360606,0.23172,0.385299,-0.069148,0.469651,0.97108,0.37624,0.102622,0.458796,1.313371,-0.186844,0.248768
31,51.38,2.960612,0.357458,-2.039918,0.100982,-1.356926,-1.42515,0.47,1.61,-0.174,0.122526,1.396,0.205619,0.527776,-0.069014,0.47,1.12376,0.535982,0.045052,0.47,1.468524,-0.035791,0.212696,2.977936,0.348304,-2.045796,0.115321,-1.3717,-1.485878,0.468781,1.578176,-0.138399,0.109622,1.367757,0.224629,0.377776,-0.069113,0.470048,0.97376,0.385982,0.094657,0.460861,1.318524,-0.185791,0.243718
32,52.86,2.954871,0.364422,-2.04266,0.089168,-1.363249,-1.405172,0.47,1.61,-0.174,0.126776,1.396,0.193153,0.523194,-0.074339,0.47,1.124477,0.54624,0.035017,0.47,1.472495,-0.037317,0.211474,2.972149,0.350557,-2.045854,0.108785,-1.367279,-1.465904,0.469073,1.584391,-0.149674,0.112725,1.374319,0.217999,0.373194,-0.069152,0.470104,0.974477,0.39624,0.082863,0.462408,1.322495,-0.187317,0.236062
33,54.05,2.958692,0.363617,-2.042186,0.084165,-1.36281,-1.385188,0.47,1.61,-0.174,0.117136,1.396,0.194576,0.513967,-0.0664,0.47,1.127798,0.560933,0.03887,0.47,1.478319,-0.031236,0.223339,2.966575,0.353889,-2.046521,0.101241,-1.366144,-1.445653,0.469286,1.590693,-0.15592,0.116107,1.378303,0.209566,0.363967,-0.070568,0.470076,0.977798,0.410933,0.07149,0.463052,1.328319,-0.181236,0.230319
34,54.55,2.948624,0.363728,-2.040261,0.076159,-1.357006,-1.365218,0.47,1.61,-0.174,0.121385,1.396,0.200773,0.512909,-0.07235,0.47,1.124629,0.566541,0.028834,0.47,1.481808,-0.035128,0.221316,2.963523,0.35673,-2.046839,0.09428,-1.365819,-1.425808,0.469475,1.593624,-0.163332,0.116352,1.381188,0.203678,0.362909,-0.069591,0.470074,0.974629,0.416541,0.063707,0.461905,1.331808,-0.185128,0.228503
35,55.3,2.949849,0.366961,-2.042359,0.069456,-1.358996,-1.345239,0.47,1.61,-0.174,0.126563,1.396,0.19308,0.514576,-0.064411,0.47,1.122089,0.57301,0.032687,0.47,1.481321,-0.035919,0.205403,2.959186,0.358996,-2.046592,0.08704,-1.363624,-1.405842,0.46959,1.596942,-0.167527,0.117562,1.383362,0.200824,0.364576,-0.070354,0.470064,0.972089,0.42301,0.055371,0.462459,1.331321,-0.185919,0.226628
36,56.7,2.941765,0.368973,-2.036192,0.063373,-1.360898,-1.325261,0.47,1.61,-0.174,0.117852,1.396,0.199276,0.511831,-0.065906,0.47,1.115647,0.58164,0.022652,0.47,1.482263,-0.033511,0.20338,2.955785,0.361074,-2.046658,0.080234,-1.362888,-1.385669,0.469703,1.598814,-0.171579,0.119726,1.385576,0.196492,0.361831,-0.068985,0.47009,0.970136,0.43164,0.049988,0.463048,1.332263,-0.183511,0.221401
37,57.98,2.945868,0.370578,-2.043915,0.052445,-1.354842,-1.305278,0.47,1.61,-0.174,0.12303,1.396,0.191584,0.508944,-0.053581,0.47,1.119644,0.592861,0.015747,0.47,1.485566,-0.031582,0.188255,2.951651,0.36314,-2.045626,0.072917,-1.362916,-1.365667,0.469739,1.601671,-0.172503,0.119274,1.387027,0.194622,0.358944,-0.068389,0.470113,0.969644,0.442861,0.043494,0.461978,1.335567,-0.181582,0.217057
38,58.92,2.936082,0.375556,-2.037748,0.053608,-1.36165,-1.285311,0.47,1.61,-0.174,0.114318,1.396,0.19778,0.509325,-0.055146,0.47,1.111945,0.595603,-0.001231,0.47,1.485541,-0.033108,0.187019,2.949065,0.365285,-2.045832,0.065482,-1.361268,-1.345712,0.469868,1.600455,-0.174115,0.120172,1.388627,0.191451,0.359325,-0.064786,0.470055,0.965074,0.445603,0.036843,0.462651,1.335541,-0.183108,0.209856
39,60.07,2.939166,0.377827,-2.04547,0.040882,-1.357569,-1.265327,0.47,1.61,-0.174,0.114044,1.396,0.190087,0.5048,-0.047595,0.47,1.111982,0.606336,-0.00432,0.47,1.487202,-0.028952,0.190393,2.945364,0.367813,-2.045722,0.05982,-1.362098,-1.325599,0.469843,1.603904,-0.172553,0.118764,1.389393,0.190268,0.3548,-0.062663,0.470087,0.965084,0.456336,0.027758,0.463085,1.337202,-0.178952,0.204394
40,60.25,2.92836,0.373075,-2.039304,0.042045,-1.362565,-1.245364,0.47,1.61,-0.174,0.111255,1.396,0.168506,0.504479,-0.053934,0.47,1.09914,0.610965,0.00648,0.47,1.488291,-0.031442,0.179878,2.942705,0.37068,-2.046443,0.053046,-1.361563,-1.305489,0.46994,1.602685,-0.174117,0.117623,1.390595,0.18768,0.354479,-0.059025,0.470056,0.961977,0.460965,0.020062,0.463359,1.338291,-0.181442,0.200861
41,61.51,2.931444,0.382211,-2.045621,0.029319,-1.355487,-1.22538,0.47,1.61,-0.174,0.121613,1.396,0.160813,0.499434,-0.061253,0.47,1.100187,0.622421,0.003391,0.47,1.490788,-0.027788,0.183253,2.938926,0.372206,-2.046261,0.047575,-1.362719,-1.285214,0.469895,1.60548,-0.172529,0.116091,1.391678,0.180227,0.349434,-0.058003,0.470123,0.961324,0.472421,0.016871,0.463775,1.340788,-0.177788,0.195881
42,62.76,2.920639,0.386787,-2.03805,0.030482,-1.362299,-1.205404,0.47,1.61,-0.174,0.118082,1.396,0.167009,0.500435,-0.054682,0.47,1.087345,0.628385,-0.013586,0.47,1.491757,-0.027627,0.184727,2.935738,0.374423,-2.046974,0.040594,-1.361478,-1.265307,0.469984,1.603521,-0.174152,0.117414,1.392786,0.172982,0.350435,-0.058752,0.470088,0.956668,0.478385,0.013655,0.463537,1.341757,-0.177627,0.192656
43,62.81,2.923723,0.381182,-2.044367,0.018508,-1.35919,-1.185416,0.47,1.61,-0.174,0.113022,1.396,0.159787,0.494974,-0.042749,0.47,1.088393,0.641459,-0.016675,0.47,1.49463,-0.025133,0.172313,2.931473,0.37749,-2.0468,0.035097,-1.36263,-1.244914,0.469925,1.606101,-0.172772,0.117576,1.394383,0.168446,0.344974,-0.057965,0.470135,0.95581,0.491459,0.007189,0.462932,1.34463,-0.175133,0.190793
44,64.09,2.913217,0.389126,-2.036796,0.008958,-1.36301,-1.165433,0.47,1.61,-0.174,0.101018,1.396,0.166453,0.497237,-0.044704,0.47,1.08181,0.644606,-0.021594,0.47,1.49544,-0.027783,0.173788,2.928661,0.379362,-2.04675,0.028505,-1.362577,-1.225204,0.469987,1.604429,-0.174107,0.116475,1.393535,0.163698,0.347237,-0.054295,0.470053,0.952393,0.494606,0.001438,0.458769,1.34544,-0.177783,0.186349
45,64.42,2.9166,0.387619,-2.043113,0.01096,-1.357806,-1.145447,0.47,1.61,-0.174,0.079698,1.396,0.187008,0.494106,-0.035316,0.47,1.08322,0.653173,-0.012624,0.47,1.498133,-0.026,0.165439,2.924206,0.381685,-2.04561,0.020515,-1.363271,-1.205302,0.469964,1.606497,-0.172774,0.112755,1.393193,0.161303,0.344106,-0.052149,0.47013,0.951486,0.503173,-0.004081,0.460756,1.348133,-0.176,0.183608
46,64.72,2.906292,0.391964,-2.035542,-0.000313,-1.366491,-1.125484,0.47,1.61,-0.174,0.072266,1.396,0.193674,0.490668,-0.038087,0.47,1.093787,0.654353,-0.017543,0.47,1.500418,-0.023618,0.170978,2.921262,0.383728,-2.046061,0.015406,-1.362758,-1.185072,0.470002,1.604703,-0.174255,0.104792,1.395814,0.164275,0.340668,-0.048103,0.470152,0.954337,0.504353,-0.006097,0.448303,1.350418,-0.173618,0.179271
47,66.0,2.909872,0.392506,-2.04186,-0.005015,-1.370736,-1.105502,0.47,1.61,-0.174,0.07428,1.396,0.186452,0.480896,-0.026969,0.47,1.103538,0.653921,-0.008573,0.47,1.500149,-0.013024,0.184178,2.917102,0.385584,-2.04542,0.007528,-1.364637,-1.164943,0.469968,1.606695,-0.172775,0.096963,1.396106,0.16769,0.330896,-0.045882,0.470131,0.963154,0.503921,-0.008825,0.452957,1.350149,-0.163024,0.17774
48,67.35,2.909106,0.39522,-2.034288,-0.015894,-1.374637,-1.08553,0.47,1.61,-0.174,0.090182,1.396,0.190358,0.473863,-0.02974,0.47,1.116083,0.651338,-0.013492,0.47,1.50024,-0.007365,0.183489,2.914531,0.387319,-2.045767,0.001817,-1.36743,-1.145108,0.469996,1.605755,-0.17415,0.091499,1.394952,0.168586,0.323863,-0.041393,0.470102,0.968266,0.501338,-0.008813,0.452425,1.35024,-0.157365,0.179915
49,68.41,2.903713,0.397362,-2.040606,-0.022777,-1.376804,-1.065546,0.47,1.61,-0.174,0.092196,1.396,0.180374,0.470578,-0.026507,0.47,1.122512,0.646104,-0.008026,0.47,1.499219,-0.004241,0.171893,2.912743,0.388888,-2.044658,-0.005502,-1.3705,-1.125274,0.47,1.60502,-0.173986,0.091178,1.393151,0.17048,0.320578,-0.038634,0.470063,0.972512,0.496104,-0.010025,0.455453,1.349219,-0.154241,0.181435
50,68.49,2.900384,0.39597,-2.035442,-0.023942,-1.375299,-1.045564,0.47,1.61,-0.174,0.092448,1.396,0.181343,0.46944,-0.016784,0.47,1.125975,0.639739,-0.016449,0.47,1.500419,-0.004377,0.169845,2.909942,0.391161,-2.044635,-0.011659,-1.372827,-1.105239,0.469999,1.605421,-0.173924,0.091421,1.391546,0.169681,0.31944,-0.035807,0.47002,0.976071,0.489739,-0.009668,0.456884,1.350419,-0.154377,0.179911
51,69.57,2.902533,0.399806,-2.044168,-0.035763,-1.38203,-1.025576,0.47,1.61,-0.174,0.08336,1.396,0.176932,0.467514,-0.02095,0.47,1.13018,0.63398,-0.010982,0.47,1.501964,-0.006691,0.181686,2.907031,0.392602,-2.043937,-0.016954,-1.374342,-1.085187,0.469987,1.605559,-0.173856,0.091666,1.390993,0.169259,0.317514,-0.031308,0.470095,0.98018,0.48398,-0.011394,0.455024,1.351964,-0.156691,0.178115
52,70.59,2.892667,0.40392,-2.039004,-0.033695,-1.383592,-1.005596,0.47,1.61,-0.174,0.075198,1.396,0.186411,0.466469,-0.016,0.47,1.131979,0.627743,-0.019405,0.47,1.502665,-0.007822,0.179639,2.905122,0.394416,-2.044808,-0.023174,-1.377229,-1.065203,0.470001,1.604685,-0.174102,0.089663,1.390009,0.167917,0.316469,-0.028853,0.470031,0.981979,0.477743,-0.011443,0.456537,1.352665,-0.157822,0.179685
53,71.78,2.89669,0.406092,-2.047729,-0.045045,-1.384734,-0.985609,0.47,1.61,-0.174,0.080925,1.396,0.182,0.461511,0.00284,0.47,1.130295,0.628661,-0.018192,0.47,1.503054,-0.002614,0.178374,2.901675,0.396699,-2.045288,-0.027446,-1.37944,-1.045386,0.46996,1.606363,-0.17327,0.086181,1.387742,0.16886,0.311511,-0.025908,0.470007,0.985747,0.478661,-0.013532,0.456758,1.353055,-0.152614,0.180784
54,72.5,2.886825,0.407807,-2.042566,-0.042506,-1.388683,-0.965629,0.47,1.61,-0.174,0.07412,1.396,0.191478,0.459545,0.00779,0.47,1.1181,0.625754,-0.030036,0.47,1.501704,-0.002419,0.163221,2.899427,0.399345,-2.046598,-0.032704,-1.38132,-1.02549,0.470002,1.604219,-0.174132,0.08491,1.386386,0.168706,0.309545,-0.018985,0.469981,0.985085,0.475754,-0.014863,0.457459,1.351704,-0.152419,0.18121
55,72.57,2.890848,0.411846,-2.051291,-0.053044,-1.385078,-0.945639,0.47,1.61,-0.174,0.081205,1.396,0.187068,0.456113,0.020237,0.47,1.105881,0.634991,-0.027991,0.47,1.509482,-0.007104,0.161956,2.895943,0.401842,-2.04736,-0.035656,-1.383112,-1.005814,0.469952,1.606437,-0.172682,0.082313,1.383791,0.170808,0.306113,-0.012701,0.46986,0.984046,0.484991,-0.01876,0.458192,1.359482,-0.157104,0.178056
