step,unscrew_deg,arm_cmd_j1,arm_cmd_j2,arm_cmd_j3,arm_cmd_j4,arm_cmd_j5,arm_cmd_j6,hand_cmd_0,hand_cmd_1,hand_cmd_2,hand_cmd_3,hand_cmd_4,hand_cmd_5,hand_cmd_6,hand_cmd_7,hand_cmd_8,hand_cmd_9,hand_cmd_10,hand_cmd_11,hand_cmd_12,hand_cmd_13,hand_cmd_14,hand_cmd_15,arm_q_j1,arm_q_j2,arm_q_j3,arm_q_j4,arm_q_j5,arm_q_j6,hand_q_0,hand_q_1,hand_q_2,hand_q_3,hand_q_4,hand_q_5,hand_q_6,hand_q_7,hand_q_8,hand_q_9,hand_q_10,hand_q_11,hand_q_12,hand_q_13,hand_q_14,hand_q_15
57,11.15,0.166757,0.332253,1.342574,3.126589,-1.403426,-2.116753,0.47,1.61,-0.174,0.639142,1.396,0.124191,-0.091323,0.360203,0.47,1.550197,-0.174,0.250431,0.47,1.61,-0.174,-0.227,0.161484,0.334073,1.353975,3.135583,-1.413448,-2.177748,0.470014,1.572652,-0.167264,0.670195,1.370612,0.131504,-0.165736,0.368919,0.460963,1.400197,-0.175991,0.237211,0.462401,1.610307,-0.169951,-0.223649
58,11.21,0.169652,0.339712,1.334592,3.12905,-1.399776,-2.096818,0.47,1.61,-0.174,0.635122,1.396,0.127754,-0.069856,0.359066,0.47,1.551662,-0.174,0.253067,0.47,1.61,-0.174,-0.227,0.162469,0.335011,1.351482,3.133343,-1.41218,-2.159693,0.470021,1.558793,-0.140405,0.662759,1.379601,0.126868,-0.166877,0.368199,0.458511,1.401662,-0.17638,0.238528,0.460535,1.610215,-0.169561,-0.223397
59,11.25,0.16977,0.344394,1.329388,3.134289,-1.396721,-2.076998,0.47,1.61,-0.174,0.63388,1.396,0.134095,-0.045612,0.360707,0.47,1.552717,-0.174,0.252926,0.47,1.61,-0.174,-0.227,0.16423,0.33755,1.34714,3.132584,-1.409443,-2.140461,0.470016,1.55509,-0.137687,0.656121,1.383381,0.123324,-0.167366,0.366866,0.457503,1.402717,-0.176353,0.240816,0.460223,1.610218,-0.169248,-0.223435
60,11.3,0.169851,0.346298,1.326962,3.142306,-1.396444,-2.057172,0.47,1.61,-0.174,0.635415,1.396,0.143213,-0.01859,0.365126,0.47,1.549067,-0.174,0.250007,0.47,1.61,-0.174,-0.227,0.165887,0.341106,1.342296,3.133565,-1.406579,-2.121758,0.47002,1.545081,-0.132728,0.650785,1.386608,0.121668,-0.163497,0.366612,0.456253,1.399067,-0.175211,0.242105,0.460073,1.610155,-0.16998,-0.223034
61,12.1,0.172709,0.345801,1.321758,3.147546,-1.39339,-2.037255,0.47,1.61,-0.174,0.639728,1.396,0.155109,-0.009904,0.372322,0.47,1.544575,-0.174,0.24431,0.47,1.61,-0.174,-0.227,0.167191,0.344654,1.338111,3.13611,-1.404227,-2.102946,0.47003,1.527181,-0.113448,0.647124,1.38634,0.121937,-0.159904,0.36807,0.456669,1.394575,-0.175716,0.242217,0.460842,1.61024,-0.171232,-0.222404
62,12.24,0.178345,0.348082,1.319332,3.150007,-1.393113,-2.018447,0.47,1.61,-0.174,0.646819,1.396,0.164228,-0.002199,0.382296,0.47,1.537956,-0.174,0.241256,0.47,1.61,-0.174,-0.227,0.168674,0.34768,1.333934,3.138828,-1.400689,-2.08322,0.470006,1.525746,-0.11902,0.645356,1.388826,0.12608,-0.152199,0.370231,0.457031,1.387956,-0.175785,0.24164,0.463187,1.61009,-0.171981,-0.22206
63,12.3,0.181204,0.353141,1.314128,3.149691,-1.395614,-1.999445,0.47,1.61,-0.174,0.656688,1.396,0.170569,0.002754,0.395049,0.47,1.533972,-0.174,0.240979,0.47,1.61,-0.174,-0.227,0.170939,0.350218,1.330278,3.140987,-1.396889,-2.062463,0.469999,1.540804,-0.140652,0.645697,1.389608,0.130851,-0.147246,0.373299,0.457162,1.383972,-0.177683,0.241789,0.466057,1.609049,-0.167337,-0.222567
64,12.35,0.181285,0.355423,1.311701,3.146596,-1.395337,-1.983221,0.47,1.61,-0.174,0.663779,1.396,0.174131,0.000313,0.405023,0.47,1.533839,-0.174,0.238855,0.47,1.61,-0.174,-0.227,0.173459,0.353132,1.326097,3.142449,-1.395056,-2.042531,0.469978,1.556551,-0.151844,0.648338,1.389886,0.135373,-0.149687,0.378408,0.459604,1.383839,-0.180528,0.241689,0.453763,1.605168,-0.160241,-0.223096
65,12.41,0.178587,0.354926,1.306497,3.140724,-1.392282,-1.969775,0.47,1.61,-0.174,0.668092,1.396,0.174916,-0.005868,0.412219,0.47,1.537003,-0.174,0.234182,0.47,1.61,-0.171259,-0.227,0.175671,0.356063,1.322413,3.142635,-1.39416,-2.023906,0.469955,1.568353,-0.160135,0.652051,1.390011,0.139468,-0.155868,0.384703,0.46166,1.387003,-0.177893,0.240909,0.44529,1.601943,-0.151912,-0.223558
66,12.49,0.178668,0.357207,1.304071,3.132075,-1.38645,-1.953551,0.47,1.61,-0.174,0.675183,1.396,0.178479,-0.013022,0.416638,0.47,1.542667,-0.174,0.232287,0.47,1.61,-0.171296,-0.227,0.176832,0.358643,1.318574,3.141158,-1.3926,-2.006786,0.46997,1.5765,-0.167437,0.655907,1.384981,0.141525,-0.163022,0.391269,0.463195,1.392667,-0.179063,0.239388,0.443808,1.602605,-0.139096,-0.224078
67,12.51,0.181527,0.356711,1.304423,3.126203,-1.383395,-1.934549,0.47,1.61,-0.174,0.679496,1.396,0.18482,-0.015635,0.418279,0.47,1.542368,-0.174,0.23317,0.47,1.61,-0.174,-0.227,0.177354,0.360651,1.315081,3.138027,-1.390099,-1.990105,0.469978,1.582911,-0.172716,0.660542,1.3855,0.143359,-0.165635,0.39731,0.463931,1.392368,-0.176486,0.237757,0.448969,1.603544,-0.138477,-0.224432
68,12.51,0.181607,0.353437,1.303201,3.123108,-1.382808,-1.914793,0.47,1.61,-0.174,0.681031,1.396,0.193938,-0.01051,0.417142,0.47,1.536756,-0.174,0.231275,0.47,1.61,-0.174,-0.227,0.178252,0.361919,1.31268,3.13384,-1.387379,-1.972656,0.469993,1.585367,-0.177734,0.665076,1.37269,0.146778,-0.16051,0.402248,0.463789,1.386756,-0.175146,0.236739,0.447533,1.602875,-0.135175,-0.224796
69,12.51,0.17891,0.35294,1.300448,3.122047,-1.379443,-1.895016,0.47,1.61,-0.174,0.679789,1.396,0.203618,-0.013207,0.413228,0.47,1.537915,-0.174,0.232158,0.47,1.61,-0.174,-0.227,0.179263,0.362276,1.31087,3.130209,-1.38572,-1.954695,0.470012,1.5716,-0.17106,0.668895,1.360559,0.150653,-0.163207,0.406356,0.463071,1.387915,-0.177767,0.235075,0.448189,1.602878,-0.134533,-0.224885
70,12.53,0.178991,0.355221,1.300472,3.118208,-1.373301,-1.875139,0.47,1.61,-0.174,0.675768,1.396,0.216076,-0.009926,0.406535,0.47,1.533784,-0.174,0.235819,0.47,1.61,-0.174,-0.227,0.179594,0.362279,1.308973,3.127584,-1.384341,-1.936543,0.470014,1.561837,-0.171949,0.671517,1.355169,0.159074,-0.159926,0.408647,0.462236,1.383784,-0.178172,0.233269,0.442598,1.604997,-0.138544,-0.224566
71,12.55,0.181849,0.354725,1.303275,3.117146,-1.369936,-1.855174,0.47,1.61,-0.174,0.66897,1.396,0.225756,0.003021,0.40262,0.47,1.522994,-0.174,0.242257,0.47,1.61,-0.174,-0.227,0.179527,0.362326,1.307306,3.124277,-1.381019,-1.918169,0.470013,1.556375,-0.17566,0.672506,1.360145,0.169036,-0.146979,0.408444,0.459948,1.372994,-0.177153,0.232935,0.438287,1.603315,-0.143592,-0.224179
72,12.63,0.187486,0.357006,1.303299,3.118863,-1.369349,-1.835218,0.47,1.61,-0.174,0.659395,1.395682,0.232659,0.014296,0.401484,0.47,1.515071,-0.174,0.245918,0.47,1.61,-0.174,-0.227,0.180061,0.362154,1.306868,3.121596,-1.378303,-1.899608,0.470035,1.531883,-0.1587,0.671675,1.361707,0.178473,-0.135704,0.408639,0.46008,1.365071,-0.177419,0.233488,0.442767,1.601328,-0.154168,-0.22342
73,14.29,0.1959,0.362065,1.300546,3.117801,-1.365985,-1.815277,0.47,1.61,-0.174,0.652597,1.392586,0.236783,0.024852,0.403125,0.47,1.506077,-0.174,0.246801,0.47,1.61,-0.174,-0.227,0.181776,0.362272,1.306407,3.11984,-1.375836,-1.881058,0.470044,1.511839,-0.140592,0.668748,1.367101,0.186627,-0.125148,0.408654,0.459608,1.356077,-0.175397,0.234834,0.447148,1.601075,-0.158221,-0.222617
74,16.58,0.201536,0.364346,1.295015,3.11641,-1.359842,-1.795312,0.47,1.61,-0.174,0.648576,1.392268,0.23813,0.026814,0.407543,0.47,1.507785,-0.174,0.244906,0.47,1.61,-0.174,-0.227,0.185125,0.363299,1.305043,3.118376,-1.372708,-1.86129,0.470059,1.498054,-0.102583,0.664922,1.37208,0.192046,-0.123186,0.409154,0.460216,1.357785,-0.175442,0.236524,0.44949,1.598167,-0.162338,-0.222525
75,18.18,0.204394,0.36385,1.286706,3.117797,-1.356478,-1.775384,0.47,1.61,-0.174,0.647334,1.394727,0.236699,0.026611,0.409184,0.47,1.506711,-0.174,0.240233,0.47,1.61,-0.174,-0.227,0.189546,0.365077,1.302296,3.117095,-1.368269,-1.84094,0.470064,1.485287,-0.072248,0.66105,1.375737,0.19413,-0.123389,0.410743,0.461258,1.356711,-0.175354,0.237907,0.450894,1.596162,-0.157023,-0.222833
76,20.0,0.204475,0.366131,1.281175,3.116406,-1.355891,-1.756381,0.47,1.61,-0.174,0.648869,1.396,0.23249,0.02485,0.413603,0.47,1.508104,-0.174,0.238338,0.47,1.61,-0.174,-0.227,0.193938,0.36695,1.297964,3.116527,-1.364138,-1.820792,0.470062,1.478422,-0.054547,0.657804,1.378703,0.195193,-0.12515,0.412254,0.462173,1.358104,-0.175081,0.237865,0.45042,1.593492,-0.153909,-0.223074
77,21.0,0.201778,0.37119,1.278422,3.112238,-1.358082,-1.737826,0.47,1.61,-0.174,0.653182,1.396,0.225503,0.021178,0.420799,0.47,1.509734,-0.174,0.239221,0.47,1.61,-0.171259,-0.227,0.197383,0.368754,1.29318,3.115638,-1.361351,-1.800921,0.47005,1.478312,-0.050251,0.655696,1.381515,0.196283,-0.128822,0.414163,0.463297,1.359734,-0.176885,0.237365,0.451936,1.5923,-0.152906,-0.223242
78,22.72,0.201859,0.373472,1.278446,3.105292,-1.357495,-1.718991,0.47,1.61,-0.174,0.660273,1.396,0.215739,0.018481,0.425218,0.47,1.512247,-0.174,0.242882,0.47,1.61,-0.170603,-0.227,0.199199,0.371009,1.288917,3.113919,-1.360573,-1.781909,0.470052,1.481128,-0.05147,0.655128,1.380208,0.196696,-0.131519,0.417143,0.463521,1.362247,-0.176004,0.236773,0.450404,1.59256,-0.15317,-0.223132
79,22.84,0.204717,0.372975,1.275693,3.101123,-1.359686,-1.699175,0.47,1.61,-0.174,0.664586,1.396,0.208752,0.018696,0.426859,0.47,1.510612,-0.174,0.24932,0.47,1.61,-0.172724,-0.227,0.200199,0.373317,1.286016,3.111346,-1.360094,-1.762348,0.470066,1.478355,-0.045514,0.656412,1.381542,0.193623,-0.131304,0.420612,0.463648,1.360613,-0.176558,0.237413,0.452334,1.592255,-0.152215,-0.223363
80,23.86,0.204798,0.369701,1.270162,3.099732,-1.359099,-1.679481,0.47,1.61,-0.174,0.671677,1.396,0.204543,0.019569,0.425722,0.47,1.511394,-0.174,0.252981,0.47,1.61,-0.174,-0.227,0.201381,0.375205,1.28334,3.108522,-1.360357,-1.742538,0.470073,1.470886,-0.04148,0.658425,1.375106,0.188489,-0.130431,0.423659,0.462561,1.361394,-0.177058,0.239566,0.45308,1.590808,-0.14936,-0.223754
81,25.05,0.202101,0.369204,1.267409,3.095659,-1.355734,-1.659731,0.47,1.61,-0.174,0.67599,1.396,0.197557,0.016452,0.421808,0.47,1.510899,-0.174,0.253864,0.47,1.61,-0.174,-0.227,0.202606,0.376259,1.280071,3.106129,-1.360358,-1.723408,0.470072,1.46405,-0.03476,0.661665,1.3689,0.183178,-0.133548,0.425784,0.461243,1.360899,-0.176592,0.241746,0.453255,1.591038,-0.142063,-0.223789
82,25.58,0.202181,0.371486,1.267434,3.089092,-1.355147,-1.639782,0.47,1.609309,-0.174,0.677526,1.396,0.193348,0.020673,0.415115,0.47,1.506187,-0.174,0.257524,0.47,1.61,-0.174,-0.227,0.20308,0.376578,1.276889,3.103253,-1.359724,-1.703835,0.470076,1.459309,-0.035494,0.665156,1.372306,0.180107,-0.129327,0.426364,0.460672,1.356187,-0.177958,0.243452,0.453319,1.589165,-0.147648,-0.22374
83,25.77,0.20504,0.370989,1.270236,3.085302,-1.357338,-1.619799,0.47,1.600565,-0.174,0.676283,1.396,0.191917,0.029081,0.4112,0.47,1.496261,-0.174,0.263963,0.47,1.61,-0.174,-0.227,0.203093,0.376747,1.274531,3.099323,-1.35949,-1.684683,0.470083,1.450565,-0.039415,0.668172,1.370008,0.178146,-0.120919,0.425447,0.460215,1.346261,-0.177656,0.245064,0.452837,1.588856,-0.154158,-0.223293
84,27.0,0.210676,0.37327,1.27026,3.084291,-1.356751,-1.599861,0.47,1.589636,-0.174,0.672263,1.396,0.187708,0.03722,0.410064,0.47,1.490671,-0.174,0.267623,0.47,1.61,-0.174,-0.227,0.203612,0.3767,1.273714,3.095374,-1.35992,-1.664763,0.470089,1.439636,-0.031698,0.670177,1.367557,0.175859,-0.11278,0.423878,0.459776,1.340671,-0.177064,0.248118,0.452236,1.587536,-0.160441,-0.223207
85,28.14,0.213535,0.372774,1.267507,3.086056,-1.353942,-1.579915,0.47,1.580885,-0.160805,0.665465,1.396,0.186277,0.038437,0.411705,0.47,1.492026,-0.174,0.268506,0.47,1.61,-0.174,-0.227,0.205284,0.376879,1.273089,3.092458,-1.359468,-1.645058,0.470097,1.430885,-0.010805,0.67075,1.372185,0.17085,-0.111563,0.422435,0.459039,1.342026,-0.176673,0.251514,0.452384,1.586364,-0.157663,-0.223275
86,30.08,0.213615,0.375055,1.261976,3.087318,-1.352296,-1.559947,0.47,1.572762,-0.141655,0.661445,1.396,0.187624,0.039929,0.416123,0.47,1.491815,-0.174,0.266611,0.47,1.61,-0.174,-0.227,0.207659,0.377322,1.271761,3.090304,-1.358008,-1.62473,0.470096,1.422762,0.008345,0.669548,1.374699,0.165531,-0.110071,0.42183,0.459694,1.341815,-0.177053,0.254877,0.452533,1.583341,-0.157112,-0.223553
87,32.35,0.216474,0.376387,1.259223,3.085801,-1.348737,-1.53999,0.47,1.564013,-0.126464,0.660202,1.396,0.186193,0.040842,0.417764,0.47,1.489149,-0.174,0.261939,0.47,1.61,-0.174,-0.227,0.209711,0.37824,1.269023,3.088975,-1.356564,-1.605363,0.470097,1.414013,0.023536,0.667663,1.379232,0.161813,-0.109158,0.422612,0.460313,1.339149,-0.176564,0.256641,0.45116,1.580947,-0.154577,-0.22333
88,33.31,0.22211,0.377619,1.259248,3.081507,-1.347957,-1.520012,0.47,1.556225,-0.115283,0.661738,1.396,0.181984,0.046382,0.416627,0.47,1.485236,-0.174,0.260044,0.47,1.61,-0.174,-0.227,0.211767,0.379279,1.266133,3.087302,-1.354492,-1.585369,0.470101,1.406225,0.034717,0.665927,1.382807,0.159341,-0.103618,0.423566,0.461767,1.335236,-0.177294,0.257106,0.453782,1.577291,-0.157916,-0.223277
89,35.46,0.224969,0.376073,1.256494,3.07999,-1.349954,-1.500051,0.47,1.549428,-0.102456,0.660495,1.396,0.174997,0.049804,0.418268,0.47,1.482876,-0.174,0.255371,0.47,1.61,-0.174,-0.227,0.21456,0.380154,1.264074,3.084868,-1.352757,-1.565738,0.470101,1.399428,0.047544,0.66498,1.385237,0.156051,-0.100196,0.424007,0.462423,1.332876,-0.176366,0.256856,0.455421,1.574325,-0.158679,-0.223168
90,35.57,0.225049,0.377305,1.251601,3.075696,-1.353512,-1.480158,0.47,1.547585,-0.093634,0.662031,1.396,0.170788,0.045868,0.417131,0.47,1.485448,-0.174,0.253476,0.47,1.61,-0.174,-0.227,0.21765,0.380893,1.262174,3.08292,-1.351842,-1.545319,0.470091,1.397585,0.056366,0.663957,1.386808,0.150402,-0.104132,0.42444,0.463206,1.335448,-0.174903,0.256165,0.455658,1.575191,-0.164322,-0.223587
91,37.43,0.224082,0.380911,1.249486,3.074179,-1.354293,-1.460456,0.47,1.548313,-0.090069,0.666344,1.396,0.163802,0.043602,0.418772,0.47,1.488659,-0.174,0.254359,0.47,1.61,-0.174,-0.227,0.220123,0.381741,1.259353,3.080073,-1.352443,-1.52488,0.470083,1.398313,0.059931,0.663542,1.387025,0.145134,-0.106398,0.424391,0.464066,1.338659,-0.175462,0.25533,0.453071,1.576721,-0.168421,-0.223909
92,37.55,0.225892,0.381739,1.250149,3.069885,-1.352296,-1.440515,0.47,1.540706,-0.088026,0.667879,1.396,0.159593,0.040863,0.417636,0.47,1.487563,-0.174,0.25802,0.47,1.61,-0.174,-0.227,0.221677,0.382961,1.256586,3.077785,-1.353682,-1.505406,0.470119,1.390706,0.061974,0.664264,1.388607,0.14117,-0.109137,0.42507,0.464693,1.337563,-0.18031,0.254149,0.454429,1.579942,-0.16944,-0.223641
93,39.31,0.23048,0.379789,1.248033,3.068368,-1.353077,-1.420687,0.47,1.529295,-0.064369,0.666637,1.396,0.158162,0.043395,0.413721,0.47,1.487276,-0.174,0.264458,0.47,1.61,-0.174,-0.227,0.223087,0.384244,1.25502,3.075059,-1.354304,-1.485434,0.47012,1.379295,0.085631,0.665209,1.388999,0.13863,-0.106605,0.425685,0.465786,1.337276,-0.179939,0.253717,0.451724,1.580252,-0.173932,-0.223295
94,41.1,0.232344,0.375062,1.24314,3.069629,-1.35108,-1.400735,0.47,1.517586,-0.042907,0.662616,1.396,0.153953,0.04367,0.412584,0.47,1.487299,-0.174,0.268119,0.47,1.61,-0.174,-0.227,0.225128,0.385125,1.253437,3.072539,-1.354492,-1.466309,0.47012,1.367586,0.107093,0.665623,1.390405,0.134061,-0.10633,0.42518,0.465514,1.337299,-0.176902,0.255059,0.453025,1.580859,-0.16924,-0.22297
95,41.17,0.232725,0.373113,1.241025,3.068113,-1.346305,-1.380764,0.47,1.511296,-0.034767,0.661374,1.396,0.152522,0.044895,0.408669,0.47,1.486693,-0.174,0.269002,0.47,1.61,-0.174,-0.227,0.227507,0.385152,1.251023,3.070485,-1.354027,-1.44594,0.470104,1.361296,0.115233,0.664954,1.391831,0.129889,-0.105105,0.424188,0.466528,1.336693,-0.178313,0.257636,0.453043,1.579302,-0.170641,-0.223139
96,43.21,0.235884,0.373941,1.241688,3.063818,-1.344308,-1.360816,0.47,1.508021,-0.034136,0.662909,1.396,0.153869,0.049296,0.407532,0.47,1.482493,-0.174,0.272662,0.47,1.61,-0.174,-0.227,0.229597,0.384401,1.248649,3.067822,-1.352952,-1.425894,0.470095,1.358021,0.115864,0.664137,1.39321,0.129403,-0.100704,0.422518,0.468165,1.332493,-0.183165,0.259466,0.449412,1.574758,-0.17579,-0.222648
97,45.11,0.241821,0.377547,1.245128,3.056746,-1.345088,-1.340846,0.47,1.504562,-0.037912,0.663434,1.396,0.152437,0.054779,0.409173,0.47,1.477567,-0.174,0.273545,0.47,1.61,-0.174,-0.227,0.231682,0.383547,1.247175,3.064474,-1.351917,-1.40684,0.470099,1.354562,0.112088,0.663881,1.394077,0.131461,-0.095221,0.420968,0.468858,1.327567,-0.182935,0.261111,0.451977,1.572284,-0.177004,-0.221751
98,45.38,0.248542,0.378375,1.24579,3.052452,-1.348647,-1.320892,0.47,1.500158,-0.028811,0.661182,1.396,0.153784,0.059669,0.408037,0.47,1.47482,-0.174,0.277206,0.47,1.61,-0.174,-0.227,0.234521,0.383149,1.246956,3.060263,-1.351367,-1.386765,0.47011,1.350158,0.121189,0.663829,1.395198,0.131881,-0.090331,0.420228,0.469895,1.32482,-0.183104,0.262819,0.451093,1.568394,-0.174846,-0.221502
99,46.96,0.252486,0.376426,1.243675,3.050935,-1.349427,-1.301068,0.47,1.501653,-0.033183,0.656151,1.396,0.157909,0.060514,0.409678,0.47,1.476466,-0.174,0.278089,0.47,1.61,-0.174,-0.227,0.238371,0.383282,1.247059,3.056159,-1.351358,-1.365725,0.470056,1.351653,0.116817,0.66323,1.395969,0.129344,-0.089486,0.419118,0.470157,1.326466,-0.180114,0.265922,0.453188,1.568223,-0.172979,-0.222225
100,47.59,0.253651,0.377254,1.238782,3.046641,-1.34743,-1.281513,0.47,1.501738,-0.02613,0.653899,1.396,0.164811,0.049679,0.408541,0.47,1.479053,-0.174,0.281749,0.47,1.61,-0.174,-0.227,0.2426,0.383449,1.246561,3.052897,-1.35115,-1.346107,0.470094,1.351738,0.12387,0.661579,1.395192,0.125874,-0.100321,0.4186,0.469754,1.329053,-0.178339,0.26852,0.44095,1.571377,-0.156356,-0.222631
101,48.86,0.252039,0.378767,1.236667,3.043591,-1.342655,-1.261551,0.47,1.496264,-0.029631,0.649188,1.396,0.168936,0.054915,0.410182,0.47,1.474909,-0.174,0.282632,0.47,1.61,-0.174,-0.227,0.246358,0.383721,1.2448,3.049762,-1.3514,-1.326849,0.470107,1.346264,0.120369,0.65977,1.395763,0.129239,-0.095085,0.41796,0.469321,1.324909,-0.179609,0.270565,0.44709,1.570032,-0.15781,-0.222269
102,50.39,0.253205,0.377502,1.237329,3.037763,-1.340658,-1.24158,0.47,1.48922,-0.023039,0.6417,1.396,0.170282,0.061654,0.409045,0.47,1.470482,-0.174,0.286293,0.47,1.61,-0.172517,-0.227,0.248918,0.384184,1.242831,3.047351,-1.3501,-1.307292,0.470118,1.33922,0.126961,0.657275,1.396051,0.133473,-0.088346,0.417991,0.469054,1.320482,-0.18149,0.272013,0.44751,1.568068,-0.160609,-0.222023
103,50.93,0.257148,0.373459,1.239028,3.034713,-1.341439,-1.221582,0.468729,1.476586,-0.008613,0.631434,1.396,0.168851,0.072394,0.40513,0.47,1.463221,-0.174,0.292731,0.47,1.61,-0.168256,-0.227,0.250774,0.384266,1.241652,3.043953,-1.348829,-1.287334,0.470137,1.326586,0.141387,0.653587,1.396059,0.137,-0.077606,0.418101,0.469557,1.313221,-0.182158,0.273891,0.450974,1.563797,-0.169101,-0.221832
104,52.81,0.263869,0.366638,1.237949,3.034441,-1.344998,-1.201584,0.46468,1.46413,0.010052,0.623946,1.396,0.164642,0.082531,0.403993,0.47,1.459372,-0.174,0.296392,0.47,1.61,-0.161217,-0.227,0.252765,0.383561,1.241463,3.040261,-1.34834,-1.267008,0.470132,1.31413,0.160052,0.64832,1.39611,0.138515,-0.067469,0.417333,0.470039,1.309372,-0.179742,0.277105,0.45378,1.557601,-0.175559,-0.221858
105,53.88,0.267813,0.362595,1.239648,3.03139,-1.345778,-1.181593,0.46341,1.453228,0.02633,0.619235,1.396,0.163211,0.081442,0.400079,0.47,1.456268,-0.174,0.297275,0.47,1.61,-0.156956,-0.227,0.25597,0.381654,1.241295,3.037032,-1.34913,-1.247326,0.470122,1.303228,0.17633,0.642515,1.395934,0.137586,-0.068558,0.416525,0.470087,1.306268,-0.178017,0.28049,0.448867,1.559615,-0.163876,-0.221706
106,55.12,0.268978,0.36133,1.238569,3.025563,-1.343781,-1.161634,0.464215,1.453123,0.031338,0.617302,1.396,0.164558,0.074909,0.398942,0.47,1.4573,-0.174,0.29538,0.47,1.61,-0.149917,-0.227,0.259861,0.378787,1.241638,3.032984,-1.35049,-1.22734,0.469532,1.303123,0.181338,0.63696,1.395978,0.138174,-0.075091,0.414518,0.470116,1.3073,-0.179477,0.283479,0.442428,1.560566,-0.162387,-0.221481
107,55.45,0.267366,0.362843,1.240268,3.016957,-1.344562,-1.14281,0.462243,1.473706,-0.005757,0.618148,1.396,0.168683,0.076152,0.400583,0.47,1.460121,-0.174,0.290707,0.47,1.61,-0.145656,-0.227,0.263266,0.37618,1.241542,3.027753,-1.35048,-1.205805,0.468662,1.323706,0.144243,0.632227,1.395877,0.140174,-0.073848,0.411329,0.470146,1.310121,-0.184223,0.286599,0.433144,1.559684,-0.162574,-0.222285
108,55.55,0.268532,0.361578,1.239189,3.011129,-1.34812,-1.123315,0.457493,1.503545,-0.051742,0.621771,1.396,0.175585,0.080764,0.405001,0.47,1.453668,-0.174,0.288812,0.47,1.61,-0.144173,-0.227,0.265002,0.374582,1.242073,3.022327,-1.349876,-1.185853,0.467253,1.353545,0.098258,0.628826,1.395501,0.142642,-0.069237,0.408759,0.470029,1.303668,-0.17871,0.287877,0.426082,1.557338,-0.175523,-0.222947
109,55.62,0.272475,0.357535,1.240888,3.004293,-1.354457,-1.103785,0.455521,1.530703,-0.096677,0.622616,1.396,0.185265,0.088603,0.412198,0.47,1.446705,-0.174,0.289695,0.47,1.61,-0.145468,-0.227,0.266334,0.373225,1.242185,3.016987,-1.350615,-1.166879,0.465163,1.380703,0.053323,0.627117,1.394957,0.146315,-0.061397,0.407918,0.469188,1.296705,-0.179554,0.288087,0.42039,1.553829,-0.174555,-0.223134
110,55.67,0.279197,0.35627,1.239809,2.994679,-1.363571,-1.085529,0.456327,1.551611,-0.135791,0.626239,1.396,0.197723,0.088144,0.422172,0.47,1.449169,-0.174,0.2878,0.47,1.61,-0.14954,-0.227,0.268137,0.371313,1.242861,3.011504,-1.35268,-1.147218,0.466592,1.401611,0.014209,0.626029,1.394864,0.150035,-0.061856,0.409098,0.468681,1.299169,-0.177218,0.288542,0.413126,1.553707,-0.171335,-0.223789
111,55.67,0.28314,0.357782,1.235952,2.987843,-1.369907,-1.07005,0.459911,1.573542,-0.174,0.632639,1.396,0.212958,0.085919,0.429369,0.47,1.446064,-0.174,0.288683,0.47,1.61,-0.15639,-0.227,0.270787,0.369352,1.243461,3.00615,-1.355725,-1.128125,0.467867,1.423542,-0.033406,0.626065,1.379795,0.156263,-0.064081,0.41195,0.466645,1.296064,-0.176074,0.288305,0.403408,1.561325,-0.171349,-0.224414
112,55.64,0.284306,0.360857,1.234873,2.983785,-1.373465,-1.057349,0.465688,1.582281,-0.174,0.636262,1.396,0.230972,0.080951,0.433787,0.47,1.448317,-0.174,0.292344,0.47,1.61,-0.166018,-0.227,0.27406,0.368067,1.242793,3.00152,-1.359592,-1.110294,0.470056,1.432281,-0.065096,0.627651,1.363915,0.165666,-0.069049,0.416111,0.46442,1.298317,-0.177591,0.287625,0.411012,1.570246,-0.173459,-0.22475
113,55.54,0.282693,0.361153,1.236572,2.982505,-1.374246,-1.047426,0.468687,1.596861,-0.174,0.637107,1.396,0.246208,0.075923,0.435428,0.47,1.450681,-0.174,0.293227,0.47,1.61,-0.174,-0.227,0.27699,0.367608,1.241742,2.997689,-1.362207,-1.093861,0.470018,1.446861,-0.098431,0.629715,1.355516,0.17585,-0.074077,0.419671,0.461396,1.300681,-0.177262,0.288487,0.417149,1.576026,-0.175403,-0.225628
114,55.45,0.278303,0.358672,1.239946,2.984002,-1.372249,-1.04028,0.468908,1.606149,-0.174,0.635175,1.396,0.258666,0.077087,0.434291,0.47,1.447942,-0.174,0.291332,0.47,1.61,-0.174,-0.227,0.278864,0.367599,1.241488,2.994913,-1.364363,-1.079908,0.470052,1.456149,-0.129926,0.631477,1.343322,0.188042,-0.072913,0.422549,0.457962,1.297942,-0.175593,0.289218,0.412615,1.581319,-0.175419,-0.226176
115,55.37,0.276691,0.353413,1.240543,2.988278,-1.367474,-1.030357,0.466352,1.604307,-0.174,0.630464,1.396,0.268346,0.075871,0.430377,0.47,1.448126,-0.174,0.292214,0.47,1.61,-0.174,-0.227,0.279271,0.367307,1.242473,2.993601,-1.365649,-1.068679,0.470074,1.454307,-0.131105,0.63238,1.338378,0.200026,-0.074129,0.424992,0.455522,1.298126,-0.175913,0.288823,0.415553,1.579901,-0.176406,-0.226206
